id,prompt,answer,family,subfamily,answer_type,parse_ok,parse_confidence,num_examples,query_raw,group_signature,hard_score,risk_bin,prompt_len_chars,prompt_len_words,answer_len,contains_right_brace,contains_backslash,contains_backtick,is_public_test_overlap,special_chars,query_value_float,estimated_g,estimated_ratio,roman_query_value,bit_query_binary,fit_family,query_hamming_bin,g_bin,answer_decimal_style,ratio_bin,query_bin,near_round_boundary,answer_word_count,token_len_signature,char_overlap_bin,rare_token_flag,unique_char_ratio,token_length_pattern_rare,query_charset_rarity,boxed_safe,template_main,template_main_label,template_subtype,teacher_solver_candidate,auto_solver_predicted_answer,auto_solver_match,verified_trace_ready,example_consistency_ok,selection_tier,audit_priority_score,audit_reasons,analysis_notes,family_analysis_json,suspect_label,bit_simple_family,bit_candidate_signature,bit_independent_unique,bit_bijection_unique,bit_bijection_solution_count,bit_boolean2_unique,bit_boolean3_unique,bit_boolean4_unique,bit_affine_unique,bit_byte_transform_unique,bit_no_candidate_positions,bit_multi_candidate_positions,bit_byte_transform_names,bit_hybrid_consensus_ready,bit_hybrid_consensus_varset,bit_hybrid_consensus_match_count,bit_hybrid_consensus_prediction_count,bit_structured_formula_name,bit_structured_formula_prediction,bit_structured_formula_names,bit_structured_formula_predictions,bit_structured_formula_matches_gold,bit_structured_formula_match_count,bit_structured_formula_prediction_count,bit_structured_formula_safe_support,bit_structured_formula_safe,bit_not_structured_formula_name,bit_not_structured_formula_prediction,bit_not_structured_formula_names,bit_not_structured_formula_predictions,bit_not_structured_formula_matches_gold,bit_not_structured_formula_match_count,bit_not_structured_formula_prediction_count,bit_not_structured_formula_safe_support,bit_not_structured_formula_safe,text_wordmap_predicted_answer,text_unknown_char_count,text_unknown_chars,text_answer_completion_new_pair_count,text_answer_completion_pairs,symbol_query_operator,symbol_same_operator_example_count,symbol_numeric_formula_name,symbol_numeric_candidate_prediction_count,glyph_multiset_possible,glyph_order_acyclic,bit_structured_formula_abstract_family,bit_structured_formula_abstract_support,bit_structured_formula_abstract_error_rows,bit_structured_formula_abstract_distinct_exact,bit_structured_formula_abstract_safe,answer_only_ready,bit_not_structured_formula_abstract_family,bit_not_structured_formula_abstract_support,bit_not_structured_formula_abstract_error_rows,bit_not_structured_formula_abstract_distinct_exact,bit_not_structured_formula_abstract_safe,audit_focus
64fe405e,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
69<51 = 18
56\81 = 4535
44%71 = 115
58\29 = 1681
Now, determine the result for: 32<33",1,symbol_equation,equation_transduction,numeric,True,0.94,4,32<33,atypenumeric__alen1__risksafe,3.0,risk_mid,196,36,1,False,True,False,False,"%',.:<=\",,,,,,,unknown,,0,unknown,,False,1,1,low,False,1.0,False,low,True,symbol_equation,symbol,numeric_2x2,,,False,False,True,manual_audit_priority,8.0,symbol_numeric_formula_unverified|symbol_numeric_formula_ambiguous,symbol_audit_needed,"{""candidate_prediction_count"": 4, ""example_count"": 4, ""format_name"": """", ""formula_name"": """", ""low_shot"": false, ""query_operator"": ""<"", ""same_operator_example_count"": 1, ""subtype"": ""numeric_2x2""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,<,1,,4,False,False,,0,0,0,False,,,0,0,0,False,symbol_numeric_same_op
00d8b3db,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
34/44 = 1
41/32 = 9
34|25 = 69
87\64 = 8853
Now, determine the result for: 69/52",17/,symbol_equation,equation_transduction,symbolic,True,0.94,4,69/52,atypesymbolic__alen3__risksafe,2.0,risk_low,191,36,3,False,True,False,False,"',./:=\|",,,,,,,unknown,,0,unknown,,False,1,3,low,False,1.0,False,low,True,symbol_equation,symbol,numeric_2x2,,,False,False,True,manual_audit_priority,6.5,symbol_numeric_formula_unverified,symbol_audit_needed,"{""candidate_prediction_count"": 0, ""example_count"": 4, ""format_name"": """", ""formula_name"": """", ""low_shot"": false, ""query_operator"": ""/"", ""same_operator_example_count"": 2, ""subtype"": ""numeric_2x2""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,/,2,,0,False,False,,0,0,0,False,,,0,0,0,False,symbol_numeric_same_op
12d4a2df,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
27-99 = -72
72+71 = 7172
81*83 = 486
86*15 = 8643
Now, determine the result for: 68-08",-6,symbol_equation,equation_transduction,numeric,True,0.94,4,68-08,atypenumeric__alen2__risksafe,2.0,risk_low,197,36,2,False,False,False,False,"'*+,-.:=",,,,,,,unknown,,0,unknown,,False,1,2,high,False,1.0,False,low,True,symbol_equation,symbol,numeric_2x2,,,False,False,True,manual_audit_priority,7.0,symbol_numeric_formula_unverified|symbol_numeric_formula_ambiguous,symbol_audit_needed,"{""candidate_prediction_count"": 2, ""example_count"": 4, ""format_name"": """", ""formula_name"": """", ""low_shot"": false, ""query_operator"": ""-"", ""same_operator_example_count"": 1, ""subtype"": ""numeric_2x2""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,-,1,,2,False,False,,0,0,0,False,,,0,0,0,False,symbol_numeric_same_op
1b6366af,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
14/75 = 7332
25/82 = 6541
96<62 = 59
37!64 = 72!
62/37 = 8981
Now, determine the result for: 65!68",03!,symbol_equation,equation_transduction,symbolic,True,0.94,5,65!68,atypesymbolic__alen3__risksafe,2.0,risk_low,209,39,3,False,False,False,False,"!',./:<=",,,,,,,unknown,,0,unknown,,False,1,3,low,False,1.0,False,low,True,symbol_equation,symbol,numeric_2x2,,,False,False,True,manual_audit_priority,6.5,symbol_numeric_formula_unverified,symbol_audit_needed,"{""candidate_prediction_count"": 0, ""example_count"": 5, ""format_name"": """", ""formula_name"": """", ""low_shot"": false, ""query_operator"": ""!"", ""same_operator_example_count"": 1, ""subtype"": ""numeric_2x2""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,!,1,,0,False,False,,0,0,0,False,,,0,0,0,False,symbol_numeric_same_op
58fed63a,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
68*91 = 9168
06-65 = 4
86-72 = 41
Now, determine the result for: 11-39",5,symbol_equation,equation_transduction,numeric,True,0.94,3,11-39,atypenumeric__alen1__risksafe,2.0,risk_low,181,33,1,False,False,False,False,"'*,-.:=",,,,,,,unknown,,0,unknown,,False,1,1,low,False,1.0,False,low,True,symbol_equation,symbol,numeric_2x2,,,False,False,True,manual_audit_priority,6.5,symbol_numeric_formula_unverified,symbol_audit_needed,"{""candidate_prediction_count"": 0, ""example_count"": 3, ""format_name"": """", ""formula_name"": """", ""low_shot"": false, ""query_operator"": ""-"", ""same_operator_example_count"": 2, ""subtype"": ""numeric_2x2""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,-,2,,0,False,False,,0,0,0,False,,,0,0,0,False,symbol_numeric_same_op
74fff108,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
69-27 = 95
58^91 = 33
71?49 = 3479
41?10 = 410
26-82 = 107
Now, determine the result for: 65^16",49,symbol_equation,equation_transduction,numeric,True,0.94,5,65^16,atypenumeric__alen2__risksafe,2.0,risk_low,206,39,2,False,False,False,False,"',-.:=?^",,,,,,,unknown,,0,unknown,,False,1,2,low,False,1.0,False,low,True,symbol_equation,symbol,numeric_2x2,,,False,False,True,manual_audit_priority,7.0,symbol_numeric_formula_unverified|symbol_numeric_formula_ambiguous,symbol_audit_needed,"{""candidate_prediction_count"": 5, ""example_count"": 5, ""format_name"": """", ""formula_name"": """", ""low_shot"": false, ""query_operator"": ""^"", ""same_operator_example_count"": 1, ""subtype"": ""numeric_2x2""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,^,1,,5,False,False,,0,0,0,False,,,0,0,0,False,symbol_numeric_same_op
8373daa8,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
82+74 = 7482
68+89 = 8968
05-58 = -53
02*61 = 913
41+77 = 7741
Now, determine the result for: 08-23",84,symbol_equation,equation_transduction,numeric,True,0.94,5,08-23,atypenumeric__alen2__risksafe,2.0,risk_mid,210,39,2,False,False,False,False,"'*+,-.:=",,,,,,,unknown,,0,unknown,,False,1,2,low,False,1.0,False,low,True,symbol_equation,symbol,numeric_2x2,,-15,False,False,True,manual_audit_priority,6.5,symbol_numeric_formula_unverified,symbol_audit_needed,"{""candidate_prediction_count"": 1, ""example_count"": 5, ""format_name"": ""plain"", ""formula_name"": ""x_minus_y"", ""low_shot"": false, ""query_operator"": ""-"", ""same_operator_example_count"": 1, ""subtype"": ""numeric_2x2""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,-,1,x_minus_y,1,False,False,,0,0,0,False,,,0,0,0,False,symbol_numeric_same_op
c11777c0,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
36]04 = 32
74:33 = 3374
83]77 = ]93
81]76 = ]94
34?86 = 111
Now, determine the result for: 22?34",56,symbol_equation,equation_transduction,numeric,True,0.94,5,22?34,atypenumeric__alen2__risksafe,2.0,risk_mid,207,39,2,False,False,False,False,"',.:=?]",,,,,,,unknown,,0,unknown,,False,1,2,low,False,1.0,False,low,True,symbol_equation,symbol,numeric_2x2,,,False,False,True,manual_audit_priority,6.5,symbol_numeric_formula_unverified,symbol_audit_needed,"{""candidate_prediction_count"": 0, ""example_count"": 5, ""format_name"": """", ""formula_name"": """", ""low_shot"": false, ""query_operator"": ""?"", ""same_operator_example_count"": 1, ""subtype"": ""numeric_2x2""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,?,1,,0,False,False,,0,0,0,False,,,0,0,0,False,symbol_numeric_same_op
e102a09d,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
43*33 = 3343
78-45 = 33
76+78 = 7876
67+69 = 6967
25*43 = 4325
Now, determine the result for: 42-44",-02,symbol_equation,equation_transduction,numeric,True,0.94,5,42-44,atypenumeric__alen3__risksafe,2.0,risk_mid,210,39,3,False,False,False,False,"'*+,-.:=",,,,,,,unknown,,0,unknown,,False,1,3,high,False,1.0,False,low,True,symbol_equation,symbol,numeric_2x2,,,False,False,True,manual_audit_priority,7.0,symbol_numeric_formula_unverified|symbol_numeric_formula_ambiguous,symbol_audit_needed,"{""candidate_prediction_count"": 3, ""example_count"": 5, ""format_name"": """", ""formula_name"": """", ""low_shot"": false, ""query_operator"": ""-"", ""same_operator_example_count"": 1, ""subtype"": ""numeric_2x2""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,-,1,,3,False,False,,0,0,0,False,,,0,0,0,False,symbol_numeric_same_op
2afebbc3,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
85#34 = 8534
20/37 = 17
57#26 = 5726
67#85 = 6785
Now, determine the result for: 18/52",16,symbol_equation,equation_transduction,numeric,True,0.94,4,18/52,atypenumeric__alen2__risksafe,1.0,risk_low,197,36,2,False,False,False,False,"#',./:=",,,,,,,unknown,,0,unknown,,False,1,2,low,False,1.0,False,low,True,symbol_equation,symbol,numeric_2x2,,,False,False,True,manual_audit_priority,6.0,symbol_numeric_formula_unverified|symbol_numeric_formula_ambiguous,symbol_audit_needed,"{""candidate_prediction_count"": 2, ""example_count"": 4, ""format_name"": """", ""formula_name"": """", ""low_shot"": false, ""query_operator"": ""/"", ""same_operator_example_count"": 1, ""subtype"": ""numeric_2x2""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,/,1,,2,False,False,,0,0,0,False,,,0,0,0,False,symbol_numeric_same_op
49919931,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
78:29 = 4008
04*01 = 0
02:18 = 0261
Now, determine the result for: 42*59",32,symbol_equation,equation_transduction,numeric,True,0.94,3,42*59,atypenumeric__alen2__risksafe,1.0,risk_low,183,33,2,False,False,False,False,"'*,.:=",,,,,,,unknown,,0,unknown,,False,1,2,low,False,1.0,False,low,True,symbol_equation,symbol,numeric_2x2,,,False,False,True,manual_audit_priority,6.0,symbol_numeric_formula_unverified|symbol_numeric_formula_ambiguous,symbol_audit_needed,"{""candidate_prediction_count"": 2, ""example_count"": 3, ""format_name"": """", ""formula_name"": """", ""low_shot"": false, ""query_operator"": ""*"", ""same_operator_example_count"": 1, ""subtype"": ""numeric_2x2""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,*,1,,2,False,False,,0,0,0,False,,,0,0,0,False,symbol_numeric_same_op
50adfd54,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
12*23 = 176
52-61 = 9
88*89 = 3268
Now, determine the result for: 42-18",-75,symbol_equation,equation_transduction,numeric,True,0.94,3,42-18,atypenumeric__alen3__risksafe,1.0,risk_low,182,33,3,False,False,False,False,"'*,-.:=",,,,,,,unknown,,0,unknown,,False,1,3,low,False,1.0,False,low,True,symbol_equation,symbol,numeric_2x2,,,False,False,True,manual_audit_priority,6.0,symbol_numeric_formula_unverified|symbol_numeric_formula_ambiguous,symbol_audit_needed,"{""candidate_prediction_count"": 4, ""example_count"": 3, ""format_name"": """", ""formula_name"": """", ""low_shot"": false, ""query_operator"": ""-"", ""same_operator_example_count"": 1, ""subtype"": ""numeric_2x2""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,-,1,,4,False,False,,0,0,0,False,,,0,0,0,False,symbol_numeric_same_op
87711597,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
84[77 = 521
82[77 = 501
57!25 = 32
Now, determine the result for: 49!82",01,symbol_equation,equation_transduction,numeric,True,0.94,3,49!82,atypenumeric__alen2__risksafe,1.0,risk_low,182,33,2,False,False,False,False,"!',.:=[",,,,,,,unknown,,0,unknown,,False,1,2,low,False,1.0,False,low,True,symbol_equation,symbol,numeric_2x2,,,False,False,True,manual_audit_priority,6.0,symbol_numeric_formula_unverified|symbol_numeric_formula_ambiguous,symbol_audit_needed,"{""candidate_prediction_count"": 3, ""example_count"": 3, ""format_name"": """", ""formula_name"": """", ""low_shot"": false, ""query_operator"": ""!"", ""same_operator_example_count"": 1, ""subtype"": ""numeric_2x2""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,!,1,,3,False,False,,0,0,0,False,,,0,0,0,False,symbol_numeric_same_op
891942ba,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
72+29 = 2972
91-11 = 8
66*11 = 627
88+19 = 1988
Now, determine the result for: 85-88",03,symbol_equation,equation_transduction,numeric,True,0.94,4,85-88,atypenumeric__alen2__risksafe,1.0,risk_low,195,36,2,False,False,False,False,"'*+,-.:=",,,,,,,unknown,,0,unknown,,False,1,2,low,False,1.0,False,low,True,symbol_equation,symbol,numeric_2x2,,,False,False,True,manual_audit_priority,5.5,symbol_numeric_formula_unverified,symbol_audit_needed,"{""candidate_prediction_count"": 0, ""example_count"": 4, ""format_name"": """", ""formula_name"": """", ""low_shot"": false, ""query_operator"": ""-"", ""same_operator_example_count"": 1, ""subtype"": ""numeric_2x2""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,-,1,,0,False,False,,0,0,0,False,,,0,0,0,False,symbol_numeric_same_op
91b34547,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
13+36 = 3613
06-65 = -4
09+94 = 9409
Now, determine the result for: 26-41",-84,symbol_equation,equation_transduction,numeric,True,0.94,3,26-41,atypenumeric__alen3__risksafe,1.0,risk_low,184,33,3,False,False,False,False,"'+,-.:=",,,,,,,unknown,,0,unknown,,False,1,3,mid,False,1.0,False,low,True,symbol_equation,symbol,numeric_2x2,,,False,False,True,manual_audit_priority,5.5,symbol_numeric_formula_unverified,symbol_audit_needed,"{""candidate_prediction_count"": 0, ""example_count"": 3, ""format_name"": """", ""formula_name"": """", ""low_shot"": false, ""query_operator"": ""-"", ""same_operator_example_count"": 1, ""subtype"": ""numeric_2x2""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,-,1,,0,False,False,,0,0,0,False,,,0,0,0,False,symbol_numeric_same_op
92471ca4,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
71+45 = 4571
37+09 = 0937
34-63 = 7
Now, determine the result for: 02-38",36,symbol_equation,equation_transduction,numeric,True,0.94,3,02-38,atypenumeric__alen2__risksafe,1.0,risk_low,183,33,2,False,False,False,False,"'+,-.:=",,,,,,,unknown,,0,unknown,,False,1,2,low,False,1.0,False,low,True,symbol_equation,symbol,numeric_2x2,,,False,False,True,manual_audit_priority,5.5,symbol_numeric_formula_unverified,symbol_audit_needed,"{""candidate_prediction_count"": 0, ""example_count"": 3, ""format_name"": """", ""formula_name"": """", ""low_shot"": false, ""query_operator"": ""-"", ""same_operator_example_count"": 1, ""subtype"": ""numeric_2x2""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,-,1,,0,False,False,,0,0,0,False,,,0,0,0,False,symbol_numeric_same_op
96efb93a,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
16*05 = 0503
17""82 = 34""
78""48 = 3""
86""33 = 53""
Now, determine the result for: 95""57",61,symbol_equation,equation_transduction,numeric,True,0.94,4,"95""57",atypenumeric__alen2__risksafe,1.0,risk_low,195,36,2,False,False,False,False,"""'*,.:=",,,,,,,unknown,,0,unknown,,False,1,2,low,False,1.0,False,low,True,symbol_equation,symbol,numeric_2x2,,,False,False,True,manual_audit_priority,5.5,symbol_numeric_formula_unverified,symbol_audit_needed,"{""candidate_prediction_count"": 0, ""example_count"": 4, ""format_name"": """", ""formula_name"": """", ""low_shot"": false, ""query_operator"": ""\"""", ""same_operator_example_count"": 3, ""subtype"": ""numeric_2x2""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,"""",3,,0,False,False,,0,0,0,False,,,0,0,0,False,symbol_numeric_same_op
9d68ef62,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
88(43 = 45(
02)91 = 93
17*06 = 0624
Now, determine the result for: 69(85",83(,symbol_equation,equation_transduction,symbolic,True,0.94,3,69(85,atypesymbolic__alen3__risksafe,1.0,risk_low,183,33,3,False,False,False,False,"'()*,.:=",,,,,,,unknown,,0,unknown,,False,1,3,mid,False,1.0,False,low,True,symbol_equation,symbol,numeric_2x2,,16(,False,False,True,manual_audit_priority,5.5,symbol_numeric_formula_unverified,symbol_audit_needed,"{""candidate_prediction_count"": 1, ""example_count"": 3, ""format_name"": ""string_template"", ""formula_name"": ""abs_diff_2d_op_suffix"", ""low_shot"": false, ""query_operator"": ""("", ""same_operator_example_count"": 1, ""subtype"": ""numeric_2x2""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,(,1,abs_diff_2d_op_suffix,1,False,False,,0,0,0,False,,,0,0,0,False,symbol_numeric_same_op
db5a5b71,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
21*31 = 651
54""25 = 7
74*52 = 5711
Now, determine the result for: 58""42",31,symbol_equation,equation_transduction,numeric,True,0.94,3,"58""42",atypenumeric__alen2__risksafe,1.0,risk_low,182,33,2,False,False,False,False,"""'*,.:=",,,,,,,unknown,,0,unknown,,False,1,2,low,False,1.0,False,low,True,symbol_equation,symbol,numeric_2x2,,,False,False,True,manual_audit_priority,5.5,symbol_numeric_formula_unverified,symbol_audit_needed,"{""candidate_prediction_count"": 0, ""example_count"": 3, ""format_name"": """", ""formula_name"": """", ""low_shot"": false, ""query_operator"": ""\"""", ""same_operator_example_count"": 1, ""subtype"": ""numeric_2x2""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,"""",1,,0,False,False,,0,0,0,False,,,0,0,0,False,symbol_numeric_same_op
e2bb1d9f,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
27-76 = 5
19+88 = 081
49+76 = 261
Now, determine the result for: 03-94",-91,symbol_equation,equation_transduction,numeric,True,0.94,3,03-94,atypenumeric__alen3__risksafe,1.0,risk_low,181,33,3,False,False,False,False,"'+,-.:=",,,,,,,unknown,,0,unknown,,False,1,3,mid,False,1.0,False,low,True,symbol_equation,symbol,numeric_2x2,,,False,False,True,manual_audit_priority,5.5,symbol_numeric_formula_unverified,symbol_audit_needed,"{""candidate_prediction_count"": 0, ""example_count"": 3, ""format_name"": """", ""formula_name"": """", ""low_shot"": false, ""query_operator"": ""-"", ""same_operator_example_count"": 1, ""subtype"": ""numeric_2x2""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,-,1,,0,False,False,,0,0,0,False,,,0,0,0,False,symbol_numeric_same_op
eb68289b,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
97+53 = 411
54*48 = 1873
49-99 = -5
87+07 = 841
Now, determine the result for: 72-55",-82,symbol_equation,equation_transduction,numeric,True,0.94,4,72-55,atypenumeric__alen3__risksafe,1.0,risk_low,195,36,3,False,False,False,False,"'*+,-.:=",,,,,,,unknown,,0,unknown,,False,1,3,mid,False,1.0,False,low,True,symbol_equation,symbol,numeric_2x2,,,False,False,True,manual_audit_priority,5.5,symbol_numeric_formula_unverified,symbol_audit_needed,"{""candidate_prediction_count"": 0, ""example_count"": 4, ""format_name"": """", ""formula_name"": """", ""low_shot"": false, ""query_operator"": ""-"", ""same_operator_example_count"": 1, ""subtype"": ""numeric_2x2""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,-,1,,0,False,False,,0,0,0,False,,,0,0,0,False,symbol_numeric_same_op
fb623471,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
84*57 = 1063
67-37 = 3
77*65 = 3134
Now, determine the result for: 08-29",-21,symbol_equation,equation_transduction,numeric,True,0.94,3,08-29,atypenumeric__alen3__risksafe,1.0,risk_low,183,33,3,False,False,False,False,"'*,-.:=",,,,,,,unknown,,0,unknown,,False,1,3,mid,False,1.0,False,low,True,symbol_equation,symbol,numeric_2x2,,,False,False,True,manual_audit_priority,5.5,symbol_numeric_formula_unverified,symbol_audit_needed,"{""candidate_prediction_count"": 0, ""example_count"": 3, ""format_name"": """", ""formula_name"": """", ""low_shot"": false, ""query_operator"": ""-"", ""same_operator_example_count"": 1, ""subtype"": ""numeric_2x2""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,-,1,,0,False,False,,0,0,0,False,,,0,0,0,False,symbol_numeric_same_op
