id,selection_tier,query_operator,same_operator_example_count,answer,query_raw,safe_prediction,safe_prediction_count,safe_spec_count,safe_support_max,safe_specs,all_predictions
2a73a462,answer_only_keep,:,1,9302,93:02,9302,1,1,2,:::concat_yx__rev_in1_rev_out1::string_template,9302
372bb422,answer_only_keep,(,1,7560,75(60,7560,1,1,2,(::concat_yx__rev_in1_rev_out1::string_template,7560
37a2a7ff,answer_only_keep,/,1,8483,84/83,8483,1,1,2,/::concat_yx__rev_in1_rev_out1::string_template,8483
3a8a4ebc,answer_only_keep,',1,'54,74'29,'54,1,1,2,'::x_minus_y__rev_in1_rev_out1::prefix_if_negative,'54
71e02000,answer_only_keep,$,1,3767,37$67,3767,1,1,2,$::concat_yx__rev_in1_rev_out1::string_template,3767
74b9b0ec,answer_only_keep,[,1,16,22[38,16,1,6,2,[::abs_diff_2d__rev_in1_rev_out1::string_template|[::abs_diff__rev_in1_rev_out1::abs_plain|[::abs_diff__rev_in1_rev_out1::plain|[::abs_diff__rev_in1_rev_out1::prefix_if_negative|[::x_minus_y__rev_in1_rev_out1::abs_plain|[::y_minus_x__rev_in1_rev_out1::abs_plain,16|71
8158a14c,answer_only_keep,),1,46,49)03,46,1,1,2,)::x_minus_y__rev_in1_rev_out1::prefix_if_negative,)46|46
a19a75ba,answer_only_keep,#,1,2655,26#55,2655,1,1,2,#::concat_yx__rev_in1_rev_out1::string_template,2655
c7bcab48,answer_only_keep,#,1,5899,58#99,5899,1,1,2,#::concat_yx__rev_in1_rev_out1::string_template,5899
cde9f7ba,answer_only_keep,[,1,81,15[33,81,1,6,2,[::abs_diff_2d__rev_in1_rev_out1::string_template|[::abs_diff__rev_in1_rev_out1::abs_plain|[::abs_diff__rev_in1_rev_out1::plain|[::abs_diff__rev_in1_rev_out1::prefix_if_negative|[::x_minus_y__rev_in1_rev_out1::abs_plain|[::y_minus_x__rev_in1_rev_out1::abs_plain,81
d4b08884,answer_only_keep,$,1,2,80$13,2,1,3,2,$::max_mod_min__rev_in0_rev_out1::abs_plain|$::max_mod_min__rev_in0_rev_out1::plain|$::max_mod_min__rev_in0_rev_out1::prefix_if_negative,2|31
e8de8b47,answer_only_keep,$,1,1,57$56,1,1,3,2,$::max_mod_min__rev_in0_rev_out1::abs_plain|$::max_mod_min__rev_in0_rev_out1::plain|$::max_mod_min__rev_in0_rev_out1::prefix_if_negative,01|1|10
ef6bc241,answer_only_keep,$,1,$55,73$29,$55,1,1,2,$::x_minus_y__rev_in1_rev_out1::prefix_if_negative,$55
9a9f6025,exclude_suspect,-,2,-56,03-59,-56,1,1,13,-::abs_diff_2d_op_suffix__rev_in1_rev_out1::string_template,-5|-50|-56
d82f5933,exclude_suspect,*,3,86,91*94,86,1,3,5,*::x_plus_y__rev_in1_rev_out1::abs_plain|*::x_plus_y__rev_in1_rev_out1::plain|*::x_plus_y__rev_in1_rev_out1::prefix_if_negative,86
4aabfc3b,exclude_suspect,*,2,17,31*85,17,1,3,5,*::x_plus_y__rev_in1_rev_out1::abs_plain|*::x_plus_y__rev_in1_rev_out1::plain|*::x_plus_y__rev_in1_rev_out1::prefix_if_negative,17
d9a2b78f,exclude_suspect,*,2,901,74*26,901,1,3,5,*::x_plus_y__rev_in1_rev_out1::abs_plain|*::x_plus_y__rev_in1_rev_out1::plain|*::x_plus_y__rev_in1_rev_out1::prefix_if_negative,901
2bc2a65a,manual_audit_priority,+,4,701,14+66,701,1,3,31,+::x_plus_y__rev_in1_rev_out1::abs_plain|+::x_plus_y__rev_in1_rev_out1::plain|+::x_plus_y__rev_in1_rev_out1::prefix_if_negative,701
691f2f76,manual_audit_priority,+,4,331,57+85,331,1,3,31,+::x_plus_y__rev_in1_rev_out1::abs_plain|+::x_plus_y__rev_in1_rev_out1::plain|+::x_plus_y__rev_in1_rev_out1::prefix_if_negative,331
93481650,manual_audit_priority,+,4,04,42+61,04,1,3,31,+::x_plus_y__rev_in1_rev_out1::abs_plain|+::x_plus_y__rev_in1_rev_out1::plain|+::x_plus_y__rev_in1_rev_out1::prefix_if_negative,04
163db2d8,manual_audit_priority,+,3,851,58+37,851,1,3,31,+::x_plus_y__rev_in1_rev_out1::abs_plain|+::x_plus_y__rev_in1_rev_out1::plain|+::x_plus_y__rev_in1_rev_out1::prefix_if_negative,851
1f4c8169,manual_audit_priority,+,3,051,86+28,051,1,3,31,+::x_plus_y__rev_in1_rev_out1::abs_plain|+::x_plus_y__rev_in1_rev_out1::plain|+::x_plus_y__rev_in1_rev_out1::prefix_if_negative,051
3ec77e36,manual_audit_priority,+,3,601,86+83,601,1,3,31,+::x_plus_y__rev_in1_rev_out1::abs_plain|+::x_plus_y__rev_in1_rev_out1::plain|+::x_plus_y__rev_in1_rev_out1::prefix_if_negative,601
59b2cbbf,manual_audit_priority,+,3,211,83+47,211,1,3,31,+::x_plus_y__rev_in1_rev_out1::abs_plain|+::x_plus_y__rev_in1_rev_out1::plain|+::x_plus_y__rev_in1_rev_out1::prefix_if_negative,211
67de8e10,manual_audit_priority,+,3,071,69+47,071,1,3,31,+::x_plus_y__rev_in1_rev_out1::abs_plain|+::x_plus_y__rev_in1_rev_out1::plain|+::x_plus_y__rev_in1_rev_out1::prefix_if_negative,071
ed561f79,manual_audit_priority,+,3,38,41+96,38,1,3,31,+::x_plus_y__rev_in1_rev_out1::abs_plain|+::x_plus_y__rev_in1_rev_out1::plain|+::x_plus_y__rev_in1_rev_out1::prefix_if_negative,38
08d8d7e1,manual_audit_priority,+,2,88,65+23,88,1,3,31,+::x_plus_y__rev_in1_rev_out1::abs_plain|+::x_plus_y__rev_in1_rev_out1::plain|+::x_plus_y__rev_in1_rev_out1::prefix_if_negative,88
1497f970,manual_audit_priority,+,2,671,28+49,671,1,3,31,+::x_plus_y__rev_in1_rev_out1::abs_plain|+::x_plus_y__rev_in1_rev_out1::plain|+::x_plus_y__rev_in1_rev_out1::prefix_if_negative,671
26168be6,manual_audit_priority,+,2,99,23+76,99,1,3,31,+::x_plus_y__rev_in1_rev_out1::abs_plain|+::x_plus_y__rev_in1_rev_out1::plain|+::x_plus_y__rev_in1_rev_out1::prefix_if_negative,99
348d6225,manual_audit_priority,+,2,98,55+43,98,1,3,31,+::x_plus_y__rev_in1_rev_out1::abs_plain|+::x_plus_y__rev_in1_rev_out1::plain|+::x_plus_y__rev_in1_rev_out1::prefix_if_negative,98
3937cbf8,manual_audit_priority,+,2,46,84+61,46,1,3,31,+::x_plus_y__rev_in1_rev_out1::abs_plain|+::x_plus_y__rev_in1_rev_out1::plain|+::x_plus_y__rev_in1_rev_out1::prefix_if_negative,46
50c0b6f8,manual_audit_priority,+,2,921,96+06,921,1,3,31,+::x_plus_y__rev_in1_rev_out1::abs_plain|+::x_plus_y__rev_in1_rev_out1::plain|+::x_plus_y__rev_in1_rev_out1::prefix_if_negative,921
845e726e,manual_audit_priority,+,2,051,67+47,051,1,3,31,+::x_plus_y__rev_in1_rev_out1::abs_plain|+::x_plus_y__rev_in1_rev_out1::plain|+::x_plus_y__rev_in1_rev_out1::prefix_if_negative,051
94bf323a,manual_audit_priority,+,2,671,58+19,671,1,3,31,+::x_plus_y__rev_in1_rev_out1::abs_plain|+::x_plus_y__rev_in1_rev_out1::plain|+::x_plus_y__rev_in1_rev_out1::prefix_if_negative,671
c81411a2,manual_audit_priority,+,2,05,73+31,05,1,3,31,+::x_plus_y__rev_in1_rev_out1::abs_plain|+::x_plus_y__rev_in1_rev_out1::plain|+::x_plus_y__rev_in1_rev_out1::prefix_if_negative,05
d008b0b6,manual_audit_priority,+,2,131,37+85,131,1,3,31,+::x_plus_y__rev_in1_rev_out1::abs_plain|+::x_plus_y__rev_in1_rev_out1::plain|+::x_plus_y__rev_in1_rev_out1::prefix_if_negative,131
e9a84dd6,manual_audit_priority,+,2,771,97+89,771,1,3,31,+::x_plus_y__rev_in1_rev_out1::abs_plain|+::x_plus_y__rev_in1_rev_out1::plain|+::x_plus_y__rev_in1_rev_out1::prefix_if_negative,771
1f0674b0,manual_audit_priority,+,1,401,54+95,401,1,3,31,+::x_plus_y__rev_in1_rev_out1::abs_plain|+::x_plus_y__rev_in1_rev_out1::plain|+::x_plus_y__rev_in1_rev_out1::prefix_if_negative,401
3013265c,manual_audit_priority,+,1,36,92+43,36,1,3,31,+::x_plus_y__rev_in1_rev_out1::abs_plain|+::x_plus_y__rev_in1_rev_out1::plain|+::x_plus_y__rev_in1_rev_out1::prefix_if_negative,36
4cf073bf,manual_audit_priority,+,1,08,02+06,08,1,3,31,+::x_plus_y__rev_in1_rev_out1::abs_plain|+::x_plus_y__rev_in1_rev_out1::plain|+::x_plus_y__rev_in1_rev_out1::prefix_if_negative,08
4dbec546,manual_audit_priority,+,1,611,06+65,611,1,3,31,+::x_plus_y__rev_in1_rev_out1::abs_plain|+::x_plus_y__rev_in1_rev_out1::plain|+::x_plus_y__rev_in1_rev_out1::prefix_if_negative,611
50adc396,manual_audit_priority,+,1,931,15+88,931,1,3,31,+::x_plus_y__rev_in1_rev_out1::abs_plain|+::x_plus_y__rev_in1_rev_out1::plain|+::x_plus_y__rev_in1_rev_out1::prefix_if_negative,931
58f63e94,manual_audit_priority,+,1,501,85+74,501,1,3,31,+::x_plus_y__rev_in1_rev_out1::abs_plain|+::x_plus_y__rev_in1_rev_out1::plain|+::x_plus_y__rev_in1_rev_out1::prefix_if_negative,501
98a2636e,manual_audit_priority,+,1,001,36+73,001,1,3,31,+::x_plus_y__rev_in1_rev_out1::abs_plain|+::x_plus_y__rev_in1_rev_out1::plain|+::x_plus_y__rev_in1_rev_out1::prefix_if_negative,001
9d575da5,manual_audit_priority,+,1,111,32+88,111,1,3,31,+::x_plus_y__rev_in1_rev_out1::abs_plain|+::x_plus_y__rev_in1_rev_out1::plain|+::x_plus_y__rev_in1_rev_out1::prefix_if_negative,111
a5f3a1ea,manual_audit_priority,+,1,63,52+11,63,1,3,31,+::x_plus_y__rev_in1_rev_out1::abs_plain|+::x_plus_y__rev_in1_rev_out1::plain|+::x_plus_y__rev_in1_rev_out1::prefix_if_negative,63
a7454fdb,manual_audit_priority,+,1,831,74+19,831,1,3,31,+::x_plus_y__rev_in1_rev_out1::abs_plain|+::x_plus_y__rev_in1_rev_out1::plain|+::x_plus_y__rev_in1_rev_out1::prefix_if_negative,831
fd683004,manual_audit_priority,+,1,19,43+75,19,1,3,31,+::x_plus_y__rev_in1_rev_out1::abs_plain|+::x_plus_y__rev_in1_rev_out1::plain|+::x_plus_y__rev_in1_rev_out1::prefix_if_negative,19
68b9b9a8,manual_audit_priority,*,3,4734,45*18,4734,1,3,20,*::x_mul_y__rev_in1_rev_out1::abs_plain|*::x_mul_y__rev_in1_rev_out1::plain|*::x_mul_y__rev_in1_rev_out1::prefix_if_negative,4734
26dbd20d,manual_audit_priority,*,2,0374,55*68,0374,1,3,20,*::x_mul_y__rev_in1_rev_out1::abs_plain|*::x_mul_y__rev_in1_rev_out1::plain|*::x_mul_y__rev_in1_rev_out1::prefix_if_negative,0374
2ee39f5f,manual_audit_priority,*,2,0621,63*53,0621,1,3,20,*::x_mul_y__rev_in1_rev_out1::abs_plain|*::x_mul_y__rev_in1_rev_out1::plain|*::x_mul_y__rev_in1_rev_out1::prefix_if_negative,0621
330d5ef1,manual_audit_priority,*,2,0864,27*56,0864,1,3,20,*::x_mul_y__rev_in1_rev_out1::abs_plain|*::x_mul_y__rev_in1_rev_out1::plain|*::x_mul_y__rev_in1_rev_out1::prefix_if_negative,0864
4d39d098,manual_audit_priority,*,2,7434,96*36,7434,1,3,20,*::x_mul_y__rev_in1_rev_out1::abs_plain|*::x_mul_y__rev_in1_rev_out1::plain|*::x_mul_y__rev_in1_rev_out1::prefix_if_negative,7434
837af955,manual_audit_priority,*,2,0814,67*55,0814,1,3,20,*::x_mul_y__rev_in1_rev_out1::abs_plain|*::x_mul_y__rev_in1_rev_out1::plain|*::x_mul_y__rev_in1_rev_out1::prefix_if_negative,0814
88c93c2c,manual_audit_priority,*,2,2842,43*37,2842,1,3,20,*::x_mul_y__rev_in1_rev_out1::abs_plain|*::x_mul_y__rev_in1_rev_out1::plain|*::x_mul_y__rev_in1_rev_out1::prefix_if_negative,2842
adad547a,manual_audit_priority,*,2,0091,52*67,0091,1,3,20,*::x_mul_y__rev_in1_rev_out1::abs_plain|*::x_mul_y__rev_in1_rev_out1::plain|*::x_mul_y__rev_in1_rev_out1::prefix_if_negative,0091
b4f701f5,manual_audit_priority,*,2,2271,14*24,2271,1,3,20,*::x_mul_y__rev_in1_rev_out1::abs_plain|*::x_mul_y__rev_in1_rev_out1::plain|*::x_mul_y__rev_in1_rev_out1::prefix_if_negative,2271
c857a727,manual_audit_priority,*,2,429,66*41,429,1,3,20,*::x_mul_y__rev_in1_rev_out1::abs_plain|*::x_mul_y__rev_in1_rev_out1::plain|*::x_mul_y__rev_in1_rev_out1::prefix_if_negative,429
15a1d279,manual_audit_priority,*,1,0782,07*14,0782,1,3,20,*::x_mul_y__rev_in1_rev_out1::abs_plain|*::x_mul_y__rev_in1_rev_out1::plain|*::x_mul_y__rev_in1_rev_out1::prefix_if_negative,0782
4f0e0273,manual_audit_priority,*,1,5022,36*53,5022,1,3,20,*::x_mul_y__rev_in1_rev_out1::abs_plain|*::x_mul_y__rev_in1_rev_out1::plain|*::x_mul_y__rev_in1_rev_out1::prefix_if_negative,5022
794f71ed,manual_audit_priority,*,1,5432,53*76,5432,1,3,20,*::x_mul_y__rev_in1_rev_out1::abs_plain|*::x_mul_y__rev_in1_rev_out1::plain|*::x_mul_y__rev_in1_rev_out1::prefix_if_negative,5432
aaec36e0,manual_audit_priority,*,1,3201,39*11,3201,1,3,20,*::x_mul_y__rev_in1_rev_out1::abs_plain|*::x_mul_y__rev_in1_rev_out1::plain|*::x_mul_y__rev_in1_rev_out1::prefix_if_negative,3201
bdca0fac,manual_audit_priority,*,1,2925,45*89,2925,1,3,20,*::x_mul_y__rev_in1_rev_out1::abs_plain|*::x_mul_y__rev_in1_rev_out1::plain|*::x_mul_y__rev_in1_rev_out1::prefix_if_negative,2925
c0f32a1e,manual_audit_priority,*,1,085,92*02,085,1,3,20,*::x_mul_y__rev_in1_rev_out1::abs_plain|*::x_mul_y__rev_in1_rev_out1::plain|*::x_mul_y__rev_in1_rev_out1::prefix_if_negative,085
c9c26b92,manual_audit_priority,*,1,2151,24*63,2151,1,3,20,*::x_mul_y__rev_in1_rev_out1::abs_plain|*::x_mul_y__rev_in1_rev_out1::plain|*::x_mul_y__rev_in1_rev_out1::prefix_if_negative,2151
f2afd89d,manual_audit_priority,*,1,6102,84*24,6102,1,3,20,*::x_mul_y__rev_in1_rev_out1::abs_plain|*::x_mul_y__rev_in1_rev_out1::plain|*::x_mul_y__rev_in1_rev_out1::prefix_if_negative,6102
f93475e9,manual_audit_priority,*,1,4443,24*28,4443,1,3,20,*::x_mul_y__rev_in1_rev_out1::abs_plain|*::x_mul_y__rev_in1_rev_out1::plain|*::x_mul_y__rev_in1_rev_out1::prefix_if_negative,4443
f9ff29fa,manual_audit_priority,*,1,8482,23*98,8482,1,3,20,*::x_mul_y__rev_in1_rev_out1::abs_plain|*::x_mul_y__rev_in1_rev_out1::plain|*::x_mul_y__rev_in1_rev_out1::prefix_if_negative,8482
0819520a,manual_audit_priority,+,3,401,57+82,401,1,3,14,+::x_plus_y_plus1__rev_in1_rev_out1::abs_plain|+::x_plus_y_plus1__rev_in1_rev_out1::plain|+::x_plus_y_plus1__rev_in1_rev_out1::prefix_if_negative,401
40c53743,manual_audit_priority,*,3,7963,24*88,7963,1,3,14,*::x_mul_y_plus1__rev_in1_rev_out1::abs_plain|*::x_mul_y_plus1__rev_in1_rev_out1::plain|*::x_mul_y_plus1__rev_in1_rev_out1::prefix_if_negative,7963
7306613b,manual_audit_priority,+,3,251,79+65,251,1,3,14,+::x_plus_y_minus1__rev_in1_rev_out1::abs_plain|+::x_plus_y_minus1__rev_in1_rev_out1::plain|+::x_plus_y_minus1__rev_in1_rev_out1::prefix_if_negative,251
850dc715,manual_audit_priority,*,3,3395,96*68,3395,1,3,14,*::x_mul_y_minus1__rev_in1_rev_out1::abs_plain|*::x_mul_y_minus1__rev_in1_rev_out1::plain|*::x_mul_y_minus1__rev_in1_rev_out1::prefix_if_negative,3395
a9deb8b5,manual_audit_priority,*,3,0131,75*32,0131,1,3,14,*::x_mul_y_minus1__rev_in1_rev_out1::abs_plain|*::x_mul_y_minus1__rev_in1_rev_out1::plain|*::x_mul_y_minus1__rev_in1_rev_out1::prefix_if_negative,0131
cbe4288b,manual_audit_priority,+,3,411,38+23,411,1,3,14,+::x_plus_y_minus1__rev_in1_rev_out1::abs_plain|+::x_plus_y_minus1__rev_in1_rev_out1::plain|+::x_plus_y_minus1__rev_in1_rev_out1::prefix_if_negative,411
d44ef285,manual_audit_priority,*,3,988,01*98,988,1,3,14,*::x_mul_y_minus1__rev_in1_rev_out1::abs_plain|*::x_mul_y_minus1__rev_in1_rev_out1::plain|*::x_mul_y_minus1__rev_in1_rev_out1::prefix_if_negative,988
1580f498,manual_audit_priority,*,2,1554,05*19,1554,1,3,14,*::x_mul_y_plus1__rev_in1_rev_out1::abs_plain|*::x_mul_y_plus1__rev_in1_rev_out1::plain|*::x_mul_y_plus1__rev_in1_rev_out1::prefix_if_negative,1554
1ef51442,manual_audit_priority,*,2,8002,94*14,8002,1,3,14,*::x_mul_y_minus1__rev_in1_rev_out1::abs_plain|*::x_mul_y_minus1__rev_in1_rev_out1::plain|*::x_mul_y_minus1__rev_in1_rev_out1::prefix_if_negative,8002
2423926d,manual_audit_priority,+,2,48,33+25,48,1,3,14,+::x_plus_y_minus1__rev_in1_rev_out1::abs_plain|+::x_plus_y_minus1__rev_in1_rev_out1::plain|+::x_plus_y_minus1__rev_in1_rev_out1::prefix_if_negative,48
2e2d60b2,manual_audit_priority,+,2,07,85+11,07,1,3,14,+::x_plus_y_plus1__rev_in1_rev_out1::abs_plain|+::x_plus_y_plus1__rev_in1_rev_out1::plain|+::x_plus_y_plus1__rev_in1_rev_out1::prefix_if_negative,07
30763ac0,manual_audit_priority,+,2,041,79+44,041,1,3,14,+::x_plus_y_minus1__rev_in1_rev_out1::abs_plain|+::x_plus_y_minus1__rev_in1_rev_out1::plain|+::x_plus_y_minus1__rev_in1_rev_out1::prefix_if_negative,041
3c424916,manual_audit_priority,*,2,9351,82*55,9351,1,3,14,*::x_mul_y_minus1__rev_in1_rev_out1::abs_plain|*::x_mul_y_minus1__rev_in1_rev_out1::plain|*::x_mul_y_minus1__rev_in1_rev_out1::prefix_if_negative,9351
4a8eafe3,manual_audit_priority,*,2,5705,95*68,5705,1,3,14,*::x_mul_y_plus1__rev_in1_rev_out1::abs_plain|*::x_mul_y_plus1__rev_in1_rev_out1::plain|*::x_mul_y_plus1__rev_in1_rev_out1::prefix_if_negative,5705
51dafb5b,manual_audit_priority,*,2,9732,86*53,9732,1,3,14,*::x_mul_y_minus1__rev_in1_rev_out1::abs_plain|*::x_mul_y_minus1__rev_in1_rev_out1::plain|*::x_mul_y_minus1__rev_in1_rev_out1::prefix_if_negative,9732
5d8c51ce,manual_audit_priority,+,2,06,91+04,06,1,3,14,+::x_plus_y_plus1__rev_in1_rev_out1::abs_plain|+::x_plus_y_plus1__rev_in1_rev_out1::plain|+::x_plus_y_plus1__rev_in1_rev_out1::prefix_if_negative,06
5fe8d710,manual_audit_priority,+,2,281,59+68,281,1,3,14,+::x_plus_y_plus1__rev_in1_rev_out1::abs_plain|+::x_plus_y_plus1__rev_in1_rev_out1::plain|+::x_plus_y_plus1__rev_in1_rev_out1::prefix_if_negative,281
87a89786,manual_audit_priority,+,2,17,53+53,17,1,3,14,+::x_plus_y_plus1__rev_in1_rev_out1::abs_plain|+::x_plus_y_plus1__rev_in1_rev_out1::plain|+::x_plus_y_plus1__rev_in1_rev_out1::prefix_if_negative,17
87a902eb,manual_audit_priority,*,2,047,75*31,047,1,3,14,*::x_mul_y_minus1__rev_in1_rev_out1::abs_plain|*::x_mul_y_minus1__rev_in1_rev_out1::plain|*::x_mul_y_minus1__rev_in1_rev_out1::prefix_if_negative,047
88fe5a52,manual_audit_priority,*,2,8065,97*17,8065,1,3,14,*::x_mul_y_minus1__rev_in1_rev_out1::abs_plain|*::x_mul_y_minus1__rev_in1_rev_out1::plain|*::x_mul_y_minus1__rev_in1_rev_out1::prefix_if_negative,8065
912d2b79,manual_audit_priority,+,2,901,08+03,901,1,3,14,+::x_plus_y_minus1__rev_in1_rev_out1::abs_plain|+::x_plus_y_minus1__rev_in1_rev_out1::plain|+::x_plus_y_minus1__rev_in1_rev_out1::prefix_if_negative,901
98bb54f7,manual_audit_priority,*,2,5846,96*49,5846,1,3,14,*::x_mul_y_minus1__rev_in1_rev_out1::abs_plain|*::x_mul_y_minus1__rev_in1_rev_out1::plain|*::x_mul_y_minus1__rev_in1_rev_out1::prefix_if_negative,5846
a311baec,manual_audit_priority,+,2,521,26+46,521,1,3,14,+::x_plus_y_minus1__rev_in1_rev_out1::abs_plain|+::x_plus_y_minus1__rev_in1_rev_out1::plain|+::x_plus_y_minus1__rev_in1_rev_out1::prefix_if_negative,521
a928ad6e,manual_audit_priority,+,2,611,13+68,611,1,3,14,+::x_plus_y_minus1__rev_in1_rev_out1::abs_plain|+::x_plus_y_minus1__rev_in1_rev_out1::plain|+::x_plus_y_minus1__rev_in1_rev_out1::prefix_if_negative,611
c748b04f,manual_audit_priority,+,2,651,97+67,651,1,3,14,+::x_plus_y_plus1__rev_in1_rev_out1::abs_plain|+::x_plus_y_plus1__rev_in1_rev_out1::plain|+::x_plus_y_plus1__rev_in1_rev_out1::prefix_if_negative,651
c9151e86,manual_audit_priority,*,2,9421,69*31,9421,1,3,14,*::x_mul_y_plus1__rev_in1_rev_out1::abs_plain|*::x_mul_y_plus1__rev_in1_rev_out1::plain|*::x_mul_y_plus1__rev_in1_rev_out1::prefix_if_negative,9421
d033513f,manual_audit_priority,+,2,93,91+12,93,1,3,14,+::x_plus_y_minus1__rev_in1_rev_out1::abs_plain|+::x_plus_y_minus1__rev_in1_rev_out1::plain|+::x_plus_y_minus1__rev_in1_rev_out1::prefix_if_negative,93
d4483d51,manual_audit_priority,*,2,3752,33*87,3752,1,3,14,*::x_mul_y_minus1__rev_in1_rev_out1::abs_plain|*::x_mul_y_minus1__rev_in1_rev_out1::plain|*::x_mul_y_minus1__rev_in1_rev_out1::prefix_if_negative,3752
fc799f0a,manual_audit_priority,+,2,021,37+84,021,1,3,14,+::x_plus_y_minus1__rev_in1_rev_out1::abs_plain|+::x_plus_y_minus1__rev_in1_rev_out1::plain|+::x_plus_y_minus1__rev_in1_rev_out1::prefix_if_negative,021
25f2f2cd,manual_audit_priority,+,1,901,15+75,901,1,3,14,+::x_plus_y_plus1__rev_in1_rev_out1::abs_plain|+::x_plus_y_plus1__rev_in1_rev_out1::plain|+::x_plus_y_plus1__rev_in1_rev_out1::prefix_if_negative,901
2d3e809c,manual_audit_priority,*,1,9264,25*98,9264,1,3,14,*::x_mul_y_plus1__rev_in1_rev_out1::abs_plain|*::x_mul_y_plus1__rev_in1_rev_out1::plain|*::x_mul_y_plus1__rev_in1_rev_out1::prefix_if_negative,9264
30c0d5a2,manual_audit_priority,+,1,76,22+44,76,1,3,14,+::x_plus_y_plus1__rev_in1_rev_out1::abs_plain|+::x_plus_y_plus1__rev_in1_rev_out1::plain|+::x_plus_y_plus1__rev_in1_rev_out1::prefix_if_negative,67|76
3b9e33f6,manual_audit_priority,+,1,501,31+39,501,1,3,14,+::x_plus_y_minus1__rev_in1_rev_out1::abs_plain|+::x_plus_y_minus1__rev_in1_rev_out1::plain|+::x_plus_y_minus1__rev_in1_rev_out1::prefix_if_negative,105|501
418895f5,manual_audit_priority,*,1,1243,85*95,1243,1,3,14,*::x_mul_y_minus1__rev_in1_rev_out1::abs_plain|*::x_mul_y_minus1__rev_in1_rev_out1::plain|*::x_mul_y_minus1__rev_in1_rev_out1::prefix_if_negative,1243
