id,prompt,answer,family,subfamily,answer_type,parse_ok,parse_confidence,num_examples,query_raw,group_signature,hard_score,risk_bin,prompt_len_chars,prompt_len_words,answer_len,contains_right_brace,contains_backslash,contains_backtick,is_public_test_overlap,special_chars,query_value_float,estimated_g,estimated_ratio,roman_query_value,bit_query_binary,fit_family,query_hamming_bin,g_bin,answer_decimal_style,ratio_bin,query_bin,near_round_boundary,answer_word_count,token_len_signature,char_overlap_bin,rare_token_flag,unique_char_ratio,token_length_pattern_rare,query_charset_rarity,boxed_safe,template_main,template_main_label,template_subtype,teacher_solver_candidate,auto_solver_predicted_answer,auto_solver_match,verified_trace_ready,example_consistency_ok,selection_tier,audit_priority_score,audit_reasons,analysis_notes,family_analysis_json,suspect_label,bit_simple_family,bit_candidate_signature,bit_independent_unique,bit_bijection_unique,bit_bijection_solution_count,bit_boolean2_unique,bit_boolean3_unique,bit_boolean4_unique,bit_affine_unique,bit_byte_transform_unique,bit_no_candidate_positions,bit_multi_candidate_positions,bit_byte_transform_names,bit_hybrid_consensus_ready,bit_hybrid_consensus_varset,bit_hybrid_consensus_match_count,bit_hybrid_consensus_prediction_count,bit_structured_formula_name,bit_structured_formula_prediction,bit_structured_formula_names,bit_structured_formula_predictions,bit_structured_formula_matches_gold,bit_structured_formula_match_count,bit_structured_formula_prediction_count,bit_structured_formula_safe_support,bit_structured_formula_safe,bit_not_structured_formula_name,bit_not_structured_formula_prediction,bit_not_structured_formula_names,bit_not_structured_formula_predictions,bit_not_structured_formula_matches_gold,bit_not_structured_formula_match_count,bit_not_structured_formula_prediction_count,bit_not_structured_formula_safe_support,bit_not_structured_formula_safe,text_wordmap_predicted_answer,text_unknown_char_count,text_unknown_chars,text_answer_completion_new_pair_count,text_answer_completion_pairs,symbol_query_operator,symbol_same_operator_example_count,symbol_numeric_formula_name,symbol_numeric_candidate_prediction_count,glyph_multiset_possible,glyph_order_acyclic,bit_structured_formula_abstract_family,bit_structured_formula_abstract_support,bit_structured_formula_abstract_error_rows,bit_structured_formula_abstract_distinct_exact,bit_structured_formula_abstract_safe,answer_only_ready,bit_not_structured_formula_abstract_family,bit_not_structured_formula_abstract_support,bit_not_structured_formula_abstract_error_rows,bit_not_structured_formula_abstract_distinct_exact,bit_not_structured_formula_abstract_safe,symbol_problem_category,symbol_strict_audit_scope,symbol_strict_status,symbol_strict_gap_reason,symbol_strict_prompt_spec_count,symbol_strict_prompt_prediction_count,symbol_strict_prompt_predictions,symbol_strict_prompt_specs,symbol_strict_gold_in_prompt_predictions,symbol_strict_prompt_verifiable
321ef6ba,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
/&*$( = /$&:
:|-(' = -|&
""|*:"" = $&(
](-|' = -$`
&&-]"" = `:
Now, determine the result for: (&*&&","""""::",symbol_equation,equation_transduction,symbolic,True,0.94,5,(&*&&,atypesymbolic__alen4__risksafe,3.0,risk_mid,207,39,4,False,False,True,False,"""$&'(*,-./:=]`|",,,,,,,unknown,,0,unknown,,False,1,4,low,False,0.5,False,mid,True,symbol_equation,symbol,glyph_len5,,"""""::",True,False,True,answer_only_keep,0.0,,symbol_glyph_grouped_exact_answer_only,"{""charmap_forward_conflicts"": 0, ""charmap_full_query_covered"": false, ""charmap_length_mismatch"": 1, ""charmap_matches_gold"": false, ""charmap_predicted_answer"": """", ""charmap_query_unknown_chars"": """", ""charmap_query_unknown_count"": 0, ""charmap_reverse_conflicts"": 0, ""charmap_space_conflicts"": 0, ""charmap_unique_source_chars"": 0, ""charmap_unique_target_chars"": 0, ""example_count"": 5, ""glyph_multiset_possible"": false, ""glyph_order_acyclic"": true, ""same_len_pairs"": false, ""subtype"": ""glyph_len5""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,,0,,0,False,True,,0,0,0,False,True,,0,0,0,False,cryptarithm_deduce,glyph_structure,answer_only_keep:latent_rule_nonunique,grouped_model_keeps_answer_but_not_unique_trace,0,0,,,False,False
35a562bd,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
??+%' = ##
'(+?: = (@:
|'*#| = |{%{
:)-'? = {#
Now, determine the result for: #'*('",(%(?,symbol_equation,equation_transduction,symbolic,True,0.94,4,#'*(',atypesymbolic__alen4__risksafe,3.0,risk_mid,194,36,4,False,False,False,False,"#%'()*+,-.:=?@{|",,,,,,,unknown,,0,unknown,,False,1,4,low,False,0.75,False,high,True,symbol_equation,symbol,glyph_len5,,(%(?,True,False,True,answer_only_keep,0.0,,symbol_glyph_grouped_single_example_small_set_answer_only,"{""charmap_forward_conflicts"": 0, ""charmap_full_query_covered"": false, ""charmap_length_mismatch"": 1, ""charmap_matches_gold"": false, ""charmap_predicted_answer"": """", ""charmap_query_unknown_chars"": """", ""charmap_query_unknown_count"": 0, ""charmap_reverse_conflicts"": 0, ""charmap_space_conflicts"": 0, ""charmap_unique_source_chars"": 0, ""charmap_unique_target_chars"": 0, ""example_count"": 4, ""glyph_multiset_possible"": false, ""glyph_order_acyclic"": false, ""same_len_pairs"": false, ""subtype"": ""glyph_len5""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,,0,,0,False,False,,0,0,0,False,True,,0,0,0,False,cryptarithm_deduce,glyph_structure,answer_only_keep:latent_rule_nonunique,no_examples_only_glyph_multiset_mapping,0,0,,,False,False
43ac121f,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
)(-|) = -''
]{*'| = ]{'|
]]*(\ = ]](\
)!-'| = -(
!$-|\ = )!
Now, determine the result for: \(-({",-!],symbol_equation,equation_transduction,symbolic,True,0.94,5,\(-({,atypesymbolic__alen3__risksafe,3.0,risk_mid,207,39,3,False,True,False,False,"!$'()*,-.:=\]{|",,,,,,,unknown,,0,unknown,,False,1,3,low,False,1.0,False,high,True,symbol_equation,symbol,glyph_len5,,-!],True,False,True,answer_only_keep,0.0,,symbol_glyph_grouped_small_set_answer_only,"{""charmap_forward_conflicts"": 0, ""charmap_full_query_covered"": false, ""charmap_length_mismatch"": 1, ""charmap_matches_gold"": false, ""charmap_predicted_answer"": """", ""charmap_query_unknown_chars"": """", ""charmap_query_unknown_count"": 0, ""charmap_reverse_conflicts"": 0, ""charmap_space_conflicts"": 0, ""charmap_unique_source_chars"": 0, ""charmap_unique_target_chars"": 0, ""example_count"": 5, ""glyph_multiset_possible"": false, ""glyph_order_acyclic"": true, ""same_len_pairs"": false, ""subtype"": ""glyph_len5""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,,0,,0,False,True,,0,0,0,False,True,,0,0,0,False,cryptarithm_deduce,glyph_structure,answer_only_keep:latent_rule_nonunique,no_examples_only_glyph_multiset_mapping,0,0,,,False,False
4626d641,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
"")[@? = ?@
$/%&$ = ""@
)>{""! = !&/&
/?[@) = @@@
Now, determine the result for: !/{""?","@>"")",symbol_equation,equation_transduction,symbolic,True,0.94,4,"!/{""?",atypesymbolic__alen4__risksafe,3.0,risk_mid,194,36,4,False,False,False,False,"!""$%&'),./:=>?@[{",,,,,,,unknown,,0,unknown,,False,1,4,low,False,1.0,False,high,True,symbol_equation,symbol,glyph_len5,,"@>"")",True,False,True,answer_only_keep,0.0,,symbol_glyph_grouped_exact_answer_only,"{""charmap_forward_conflicts"": 0, ""charmap_full_query_covered"": false, ""charmap_length_mismatch"": 1, ""charmap_matches_gold"": false, ""charmap_predicted_answer"": """", ""charmap_query_unknown_chars"": """", ""charmap_query_unknown_count"": 0, ""charmap_reverse_conflicts"": 0, ""charmap_space_conflicts"": 0, ""charmap_unique_source_chars"": 0, ""charmap_unique_target_chars"": 0, ""example_count"": 4, ""glyph_multiset_possible"": false, ""glyph_order_acyclic"": false, ""same_len_pairs"": false, ""subtype"": ""glyph_len5""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,,0,,0,False,False,,0,0,0,False,True,,0,0,0,False,cryptarithm_deduce,glyph_structure,answer_only_keep:latent_rule_nonunique,grouped_model_keeps_answer_but_not_unique_trace,0,0,,,False,False
466ad340,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
^|+""^ = &/
]$+^} = `#
`#-$` = -#}
|$-|` = -&#
Now, determine the result for: `^-$#",-#$,symbol_equation,equation_transduction,symbolic,True,0.94,4,`^-$#,atypesymbolic__alen3__risksafe,3.0,risk_mid,193,36,3,True,False,True,False,"""#$&'+,-./:=]^`|}",,,,,,,unknown,,0,unknown,,False,1,3,high,False,1.0,False,high,True,symbol_equation,symbol,glyph_len5,,-#$,True,False,True,answer_only_keep,0.0,,symbol_glyph_grouped_exact_answer_only,"{""charmap_forward_conflicts"": 0, ""charmap_full_query_covered"": false, ""charmap_length_mismatch"": 1, ""charmap_matches_gold"": false, ""charmap_predicted_answer"": """", ""charmap_query_unknown_chars"": """", ""charmap_query_unknown_count"": 0, ""charmap_reverse_conflicts"": 0, ""charmap_space_conflicts"": 0, ""charmap_unique_source_chars"": 0, ""charmap_unique_target_chars"": 0, ""example_count"": 4, ""glyph_multiset_possible"": false, ""glyph_order_acyclic"": true, ""same_len_pairs"": false, ""subtype"": ""glyph_len5""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,,0,,0,False,True,,0,0,0,False,True,,0,0,0,False,cryptarithm_deduce,glyph_structure,answer_only_keep:latent_rule_nonunique,grouped_model_keeps_answer_but_not_unique_trace,0,0,,,False,False
47524987,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
<{-]/ = -|?
?}-{( = -/|
/?+<< = |]
|}+<] = ]/:
Now, determine the result for: </+|{",]?:,symbol_equation,equation_transduction,symbolic,True,0.94,4,</+|{,atypesymbolic__alen3__risksafe,3.0,risk_mid,194,36,3,True,False,False,False,"'(+,-./:<=?]{|}",,,,,,,unknown,,0,unknown,,False,1,3,low,False,1.0,False,high,True,symbol_equation,symbol,glyph_len5,,]?:,True,False,True,answer_only_keep,0.0,,symbol_glyph_grouped_exact_answer_only,"{""charmap_forward_conflicts"": 0, ""charmap_full_query_covered"": false, ""charmap_length_mismatch"": 1, ""charmap_matches_gold"": false, ""charmap_predicted_answer"": """", ""charmap_query_unknown_chars"": """", ""charmap_query_unknown_count"": 0, ""charmap_reverse_conflicts"": 0, ""charmap_space_conflicts"": 0, ""charmap_unique_source_chars"": 0, ""charmap_unique_target_chars"": 0, ""example_count"": 4, ""glyph_multiset_possible"": false, ""glyph_order_acyclic"": false, ""same_len_pairs"": false, ""subtype"": ""glyph_len5""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,,0,,0,False,False,,0,0,0,False,True,,0,0,0,False,cryptarithm_deduce,glyph_structure,answer_only_keep:latent_rule_nonunique,grouped_model_keeps_answer_but_not_unique_trace,0,0,,,False,False
47c1d8f5,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
{/*@] = {(
@%#]] = ]^
]^#]` = {@]
>(*^} = *}]
Now, determine the result for: /`#%`",]%],symbol_equation,equation_transduction,symbolic,True,0.94,4,/`#%`,atypesymbolic__alen3__risksafe,3.0,risk_mid,193,36,3,True,False,True,False,"#%'(*,./:=>@]^`{}",,,,,,,unknown,,0,unknown,,False,1,3,mid,False,0.6666666666666666,False,high,True,symbol_equation,symbol,glyph_len5,,]%],True,False,True,answer_only_keep,0.0,,symbol_glyph_grouped_exact_answer_only,"{""charmap_forward_conflicts"": 0, ""charmap_full_query_covered"": false, ""charmap_length_mismatch"": 1, ""charmap_matches_gold"": false, ""charmap_predicted_answer"": """", ""charmap_query_unknown_chars"": """", ""charmap_query_unknown_count"": 0, ""charmap_reverse_conflicts"": 0, ""charmap_space_conflicts"": 0, ""charmap_unique_source_chars"": 0, ""charmap_unique_target_chars"": 0, ""example_count"": 4, ""glyph_multiset_possible"": false, ""glyph_order_acyclic"": true, ""same_len_pairs"": false, ""subtype"": ""glyph_len5""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,,0,,0,False,True,,0,0,0,False,True,,0,0,0,False,cryptarithm_deduce,glyph_structure,answer_only_keep:latent_rule_nonunique,grouped_model_keeps_answer_but_not_unique_trace,0,0,,,False,False
4e67b066,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
&""*{! = <))!
(&-`^ = ""(
)<-)( = )(
&""+""` = @`{
Now, determine the result for: `^-@(",-{^,symbol_equation,equation_transduction,symbolic,True,0.94,4,`^-@(,atypesymbolic__alen3__riskrisky,3.0,risk_mid,194,36,3,False,False,True,False,"!""&'()*+,-.:<=@^`{",,,,,,,unknown,,0,unknown,,False,1,3,mid,False,1.0,False,high,True,symbol_equation,symbol,glyph_len5,,-{^,True,False,True,answer_only_keep,0.0,,symbol_glyph_grouped_small_set_answer_only,"{""charmap_forward_conflicts"": 0, ""charmap_full_query_covered"": false, ""charmap_length_mismatch"": 1, ""charmap_matches_gold"": false, ""charmap_predicted_answer"": """", ""charmap_query_unknown_chars"": """", ""charmap_query_unknown_count"": 0, ""charmap_reverse_conflicts"": 0, ""charmap_space_conflicts"": 0, ""charmap_unique_source_chars"": 0, ""charmap_unique_target_chars"": 0, ""example_count"": 4, ""glyph_multiset_possible"": false, ""glyph_order_acyclic"": true, ""same_len_pairs"": false, ""subtype"": ""glyph_len5""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,,0,,0,False,True,,0,0,0,False,True,,0,0,0,False,cryptarithm_deduce,glyph_structure,answer_only_keep:latent_rule_nonunique,no_examples_only_glyph_multiset_mapping,0,0,,,False,False
528b694b,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
@>+^\ = @@^>
]@<@\ = <')
'>+^$ = @]{)
@'<)> = "")
Now, determine the result for: >]<])","""'",symbol_equation,equation_transduction,symbolic,True,0.94,4,>]<]),atypesymbolic__alen2__risksafe,3.0,risk_mid,196,36,2,False,True,False,False,"""$')+,.:<=>@\]^{",,,,,,,unknown,,0,unknown,,False,1,2,low,False,1.0,False,high,True,symbol_equation,symbol,glyph_len5,,"""'",True,False,True,answer_only_keep,0.0,,symbol_glyph_grouped_small_set_answer_only,"{""charmap_forward_conflicts"": 0, ""charmap_full_query_covered"": false, ""charmap_length_mismatch"": 1, ""charmap_matches_gold"": false, ""charmap_predicted_answer"": """", ""charmap_query_unknown_chars"": """", ""charmap_query_unknown_count"": 0, ""charmap_reverse_conflicts"": 0, ""charmap_space_conflicts"": 0, ""charmap_unique_source_chars"": 0, ""charmap_unique_target_chars"": 0, ""example_count"": 4, ""glyph_multiset_possible"": false, ""glyph_order_acyclic"": true, ""same_len_pairs"": false, ""subtype"": ""glyph_len5""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,,0,,0,False,True,,0,0,0,False,True,,0,0,0,False,cryptarithm_deduce,glyph_structure,answer_only_keep:latent_rule_nonunique,no_examples_only_glyph_multiset_mapping,0,0,,,False,False
52be4988,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
[&+/` = '!
<\-<\ = \
`|-'' = -<|
/&*?\ = &/|
//-?? = -``
Now, determine the result for: &&+&`",'!,symbol_equation,equation_transduction,symbolic,True,0.94,5,&&+&`,atypesymbolic__alen2__risksafe,3.0,risk_mid,204,39,2,False,True,True,False,"!&'*+,-./:<=?[\`|",,,,,,,unknown,,0,unknown,,False,1,2,low,False,1.0,False,high,True,symbol_equation,symbol,glyph_len5,,'!,True,False,True,answer_only_keep,0.0,,symbol_glyph_grouped_exact_answer_only,"{""charmap_forward_conflicts"": 0, ""charmap_full_query_covered"": false, ""charmap_length_mismatch"": 1, ""charmap_matches_gold"": false, ""charmap_predicted_answer"": """", ""charmap_query_unknown_chars"": """", ""charmap_query_unknown_count"": 0, ""charmap_reverse_conflicts"": 0, ""charmap_space_conflicts"": 0, ""charmap_unique_source_chars"": 0, ""charmap_unique_target_chars"": 0, ""example_count"": 5, ""glyph_multiset_possible"": false, ""glyph_order_acyclic"": true, ""same_len_pairs"": false, ""subtype"": ""glyph_len5""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,,0,,0,False,True,,0,0,0,False,True,,0,0,0,False,cryptarithm_deduce,glyph_structure,answer_only_keep:latent_rule_nonunique,grouped_model_keeps_answer_but_not_unique_trace,0,0,,,False,False
58eadc55,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
)`]\@ = )!$@
\#|@# = )@`
#{|`! = )!!
Now, determine the result for: @@|@`",!#,symbol_equation,equation_transduction,symbolic,True,0.94,3,@@|@`,atypesymbolic__alen2__risksafe,3.0,risk_mid,184,33,2,False,True,True,False,"!#$'),.:=@\]`{|",,,,,,,unknown,,0,unknown,,False,1,2,low,False,1.0,False,high,True,symbol_equation,symbol,glyph_len5,,!#,True,False,True,answer_only_keep,0.0,,symbol_glyph_grouped_exact_answer_only,"{""charmap_forward_conflicts"": 0, ""charmap_full_query_covered"": false, ""charmap_length_mismatch"": 1, ""charmap_matches_gold"": false, ""charmap_predicted_answer"": """", ""charmap_query_unknown_chars"": """", ""charmap_query_unknown_count"": 0, ""charmap_reverse_conflicts"": 0, ""charmap_space_conflicts"": 0, ""charmap_unique_source_chars"": 0, ""charmap_unique_target_chars"": 0, ""example_count"": 3, ""glyph_multiset_possible"": true, ""glyph_order_acyclic"": true, ""same_len_pairs"": false, ""subtype"": ""glyph_len5""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,,0,,0,True,True,,0,0,0,False,True,,0,0,0,False,cryptarithm_deduce,glyph_structure,answer_only_keep:latent_rule_nonunique,grouped_model_keeps_answer_but_not_unique_trace,0,0,,,False,False
5e2581b6,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
[%->? = -(%
['*>] = @#?\
'[*\[ = \%%(
%?+'' = ['
Now, determine the result for: '\+\[",]#,symbol_equation,equation_transduction,symbolic,True,0.94,4,'\+\[,atypesymbolic__alen2__risksafe,3.0,risk_mid,196,36,2,False,True,False,False,"#%'(*+,-.:=>?@[\]",,,,,,,unknown,,0,unknown,,False,1,2,low,False,1.0,False,high,True,symbol_equation,symbol,glyph_len5,,]#,True,False,True,answer_only_keep,0.0,,symbol_glyph_grouped_exact_answer_only,"{""charmap_forward_conflicts"": 0, ""charmap_full_query_covered"": false, ""charmap_length_mismatch"": 1, ""charmap_matches_gold"": false, ""charmap_predicted_answer"": """", ""charmap_query_unknown_chars"": """", ""charmap_query_unknown_count"": 0, ""charmap_reverse_conflicts"": 0, ""charmap_space_conflicts"": 0, ""charmap_unique_source_chars"": 0, ""charmap_unique_target_chars"": 0, ""example_count"": 4, ""glyph_multiset_possible"": false, ""glyph_order_acyclic"": false, ""same_len_pairs"": false, ""subtype"": ""glyph_len5""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,,0,,0,False,False,,0,0,0,False,True,,0,0,0,False,cryptarithm_deduce,glyph_structure,answer_only_keep:latent_rule_nonunique,grouped_model_keeps_answer_but_not_unique_trace,0,0,,,False,False
6046d372,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
|(+|[ = `|`
`[-)$ = [`
`""-\"" = -/
/""-/` = &(
Now, determine the result for: )|-[\",[/,symbol_equation,equation_transduction,symbolic,True,0.94,4,)|-[\,atypesymbolic__alen2__risksafe,3.0,risk_mid,192,36,2,False,True,True,False,"""$&'()+,-./:=[\`|",,,,,,,unknown,,0,unknown,,False,1,2,low,False,1.0,False,high,True,symbol_equation,symbol,glyph_len5,,[/,True,False,True,answer_only_keep,0.0,,symbol_glyph_grouped_exact_answer_only,"{""charmap_forward_conflicts"": 0, ""charmap_full_query_covered"": false, ""charmap_length_mismatch"": 1, ""charmap_matches_gold"": false, ""charmap_predicted_answer"": """", ""charmap_query_unknown_chars"": """", ""charmap_query_unknown_count"": 0, ""charmap_reverse_conflicts"": 0, ""charmap_space_conflicts"": 0, ""charmap_unique_source_chars"": 0, ""charmap_unique_target_chars"": 0, ""example_count"": 4, ""glyph_multiset_possible"": false, ""glyph_order_acyclic"": true, ""same_len_pairs"": false, ""subtype"": ""glyph_len5""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,,0,,0,False,True,,0,0,0,False,True,,0,0,0,False,cryptarithm_deduce,glyph_structure,answer_only_keep:latent_rule_nonunique,grouped_model_keeps_answer_but_not_unique_trace,0,0,,,False,False
64b2cbb6,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
:@&(( = ?<#(
:<""}# = :?
@(*@$ = }^
?|*}^ = ?(
#^""}< = #:
Now, determine the result for: ((*|<",*^#,symbol_equation,equation_transduction,symbolic,True,0.94,5,((*|<,atypesymbolic__alen3__risksafe,3.0,risk_mid,204,39,3,True,False,False,False,"""#$&'(*,.:<=?@^|}",,,,,,,unknown,,0,unknown,,False,1,3,low,False,1.0,False,high,True,symbol_equation,symbol,glyph_len5,,*^#,True,False,True,answer_only_keep,0.0,,symbol_glyph_grouped_small_set_answer_only,"{""charmap_forward_conflicts"": 0, ""charmap_full_query_covered"": false, ""charmap_length_mismatch"": 1, ""charmap_matches_gold"": false, ""charmap_predicted_answer"": """", ""charmap_query_unknown_chars"": """", ""charmap_query_unknown_count"": 0, ""charmap_reverse_conflicts"": 0, ""charmap_space_conflicts"": 0, ""charmap_unique_source_chars"": 0, ""charmap_unique_target_chars"": 0, ""example_count"": 5, ""glyph_multiset_possible"": false, ""glyph_order_acyclic"": false, ""same_len_pairs"": false, ""subtype"": ""glyph_len5""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,,0,,0,False,False,,0,0,0,False,True,,0,0,0,False,cryptarithm_deduce,glyph_structure,answer_only_keep:latent_rule_nonunique,no_examples_only_glyph_multiset_mapping,0,0,,,False,False
64c53621,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
[[-&` = -<>
>#+`| = `$>
|#*|` = |<&#
<#+<' = `>>
Now, determine the result for: `$*##",&>'$,symbol_equation,equation_transduction,symbolic,True,0.94,4,`$*##,atypesymbolic__alen4__risksafe,3.0,risk_mid,196,36,4,False,False,True,False,"#$&'*+,-.:<=>[`|",,,,,,,unknown,,0,unknown,,False,1,4,low,False,1.0,False,high,True,symbol_equation,symbol,glyph_len5,,&>'$,True,False,True,answer_only_keep,0.0,,symbol_glyph_grouped_exact_answer_only,"{""charmap_forward_conflicts"": 0, ""charmap_full_query_covered"": false, ""charmap_length_mismatch"": 1, ""charmap_matches_gold"": false, ""charmap_predicted_answer"": """", ""charmap_query_unknown_chars"": """", ""charmap_query_unknown_count"": 0, ""charmap_reverse_conflicts"": 0, ""charmap_space_conflicts"": 0, ""charmap_unique_source_chars"": 0, ""charmap_unique_target_chars"": 0, ""example_count"": 4, ""glyph_multiset_possible"": false, ""glyph_order_acyclic"": true, ""same_len_pairs"": false, ""subtype"": ""glyph_len5""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,,0,,0,False,True,,0,0,0,False,True,,0,0,0,False,cryptarithm_deduce,glyph_structure,answer_only_keep:latent_rule_nonunique,grouped_model_keeps_answer_but_not_unique_trace,0,0,,,False,False
6897f05e,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
>\-\/ = ""\
:/-/"" = :>
%\+%! = %\%!
:""*?% = :::""
Now, determine the result for: :%+::",:%::,symbol_equation,equation_transduction,symbolic,True,0.94,4,:%+::,atypesymbolic__alen4__risksafe,3.0,risk_mid,195,36,4,False,True,False,False,"!""%'*+,-./:=>?\",,,,,,,unknown,,0,unknown,,False,1,4,high,False,0.5,False,mid,True,symbol_equation,symbol,glyph_len5,,:%::,True,False,True,answer_only_keep,0.0,,symbol_glyph_grouped_exact_answer_only,"{""charmap_forward_conflicts"": 0, ""charmap_full_query_covered"": false, ""charmap_length_mismatch"": 1, ""charmap_matches_gold"": false, ""charmap_predicted_answer"": """", ""charmap_query_unknown_chars"": """", ""charmap_query_unknown_count"": 0, ""charmap_reverse_conflicts"": 0, ""charmap_space_conflicts"": 0, ""charmap_unique_source_chars"": 0, ""charmap_unique_target_chars"": 0, ""example_count"": 4, ""glyph_multiset_possible"": false, ""glyph_order_acyclic"": false, ""same_len_pairs"": false, ""subtype"": ""glyph_len5""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,,0,,0,False,False,,0,0,0,False,True,,0,0,0,False,cryptarithm_deduce,glyph_structure,answer_only_keep:latent_rule_nonunique,grouped_model_keeps_answer_but_not_unique_trace,0,0,,,False,False
6c7231ac,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
$#+$/ = <|#
$&+:: = !`#
:/+#` = $|#
Now, determine the result for: &}+#}",:/#,symbol_equation,equation_transduction,symbolic,True,0.94,3,&}+#},atypesymbolic__alen3__risksafe,3.0,risk_mid,183,33,3,True,False,True,False,"!#$&'+,./:<=`|}",,,,,,,unknown,,0,unknown,,False,1,3,low,False,1.0,False,high,True,symbol_equation,symbol,glyph_len5,,:/#,True,False,True,answer_only_keep,0.0,,symbol_glyph_grouped_exact_answer_only,"{""charmap_forward_conflicts"": 0, ""charmap_full_query_covered"": false, ""charmap_length_mismatch"": 1, ""charmap_matches_gold"": false, ""charmap_predicted_answer"": """", ""charmap_query_unknown_chars"": """", ""charmap_query_unknown_count"": 0, ""charmap_reverse_conflicts"": 0, ""charmap_space_conflicts"": 0, ""charmap_unique_source_chars"": 0, ""charmap_unique_target_chars"": 0, ""example_count"": 3, ""glyph_multiset_possible"": false, ""glyph_order_acyclic"": true, ""same_len_pairs"": false, ""subtype"": ""glyph_len5""}",False,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,,0,,0,False,True,,0,0,0,False,True,,0,0,0,False,cryptarithm_deduce,glyph_structure,answer_only_keep:latent_rule_nonunique,grouped_model_keeps_answer_but_not_unique_trace,0,0,,,False,False
