id,previous_selection_tier,query_raw,answer,decision_rule,source_library,chosen_formula_name,chosen_formula_support,chosen_formula_error_rows,chosen_formula_complexity,runner_up_support,matched_formula_count,prediction_count,zero_error_gold_formula_count,gold_formula_supports
bd214062,manual_audit_priority,10011010,01011001,overall_unique_exact_formula,stage2,"xor(not(shl7),and(not(shr4),ror2))",3,0,7,0,1,1,1,"xor(not(shl7),and(not(shr4),ror2))@3"
c424dcd4,manual_audit_priority,11110000,11001111,overall_unique_exact_formula,stage2,"xor(not(shl7),and(not(shr4),ror2))",3,0,7,0,1,1,1,"xor(not(shl7),and(not(shr4),ror2))@3"
ca8d32e6,answer_only_keep,11001110,10001100,overall_unique_exact_formula,stage2,"xor(not(shl5),and(not(shr4),ror2))",3,0,7,0,1,1,1,"xor(not(shl5),and(not(shr4),ror2))@3"
e11c9f89,answer_only_keep,10001100,00111011,overall_unique_exact_formula,stage2,"xor(not(shl5),and(not(shr6),ror1))",3,0,7,0,1,1,1,"xor(not(shl5),and(not(shr6),ror1))@3"
e24c8980,answer_only_keep,11001011,01111011,overall_unique_exact_formula,stage2,"xor(not(shl5),and(not(shr6),ror1))",3,0,7,0,1,1,1,"xor(not(shl5),and(not(shr6),ror1))@3"
e266959e,manual_audit_priority,11001000,11100110,overall_unique_exact_formula,stage2,"xor(not(shl7),and(not(shr5),ror3))",3,0,7,0,1,1,1,"xor(not(shl7),and(not(shr5),ror3))@3"
f2a167e5,answer_only_keep,00010011,10101110,overall_unique_exact_formula,stage2,"xor(not(shl5),and(nibble_swap,not(shr7)))",3,0,7,0,1,1,1,"xor(not(shl5),and(nibble_swap,not(shr7)))@3"
12fd5b6c,answer_only_keep,00100101,11001111,overall_unique_exact_formula,stage2,"or(shr4,xor(not(ror3),shl2))",2,0,6,0,1,1,1,"or(shr4,xor(not(ror3),shl2))@2"
202af98d,manual_audit_priority,11110010,11111101,overall_unique_exact_formula,stage2,"or(shr1,xor(not(rol3),shl1))",2,0,6,0,1,1,1,"or(shr1,xor(not(rol3),shl1))@2"
21245d76,answer_only_keep,11011011,01111111,overall_unique_exact_formula,stage2,"or(shr4,xor(not(ror1),shl2))",2,0,6,0,1,1,1,"or(shr4,xor(not(ror1),shl2))@2"
2d790c98,answer_only_keep,01000000,01111011,overall_unique_exact_formula,stage2,"or(shr3,xor(nibble_swap,not(shl1)))",2,0,6,0,1,1,1,"or(shr3,xor(nibble_swap,not(shl1)))@2"
40400f33,manual_audit_priority,10000001,11110001,overall_unique_exact_formula,stage2,"or(shr1,xor(not(rol3),shl1))",2,0,6,0,1,1,1,"or(shr1,xor(not(rol3),shl1))@2"
498083ff,answer_only_keep,11010110,01111011,overall_unique_exact_formula,stage2,"or(shr1,xor(not(ror2),shl2))",2,0,6,0,1,1,1,"or(shr1,xor(not(ror2),shl2))@2"
4c06f388,manual_audit_priority,01011011,00100110,overall_unique_exact_formula,stage2,"or(shr5,xor(not(rol2),shl1))",2,0,6,0,1,1,1,"or(shr5,xor(not(rol2),shl1))@2"
53d09e5a,manual_audit_priority,00110001,11011101,overall_unique_exact_formula,stage2,"or(shr1,xor(not(rol1),shl6))",2,0,6,0,1,1,1,"or(shr1,xor(not(rol1),shl6))@2"
5a7c5b0a,manual_audit_priority,10011000,00111111,overall_unique_exact_formula,stage2,"or(shr2,xor(not(rol3),shl5))",2,0,6,0,1,1,1,"or(shr2,xor(not(rol3),shl5))@2"
5e0b85b0,answer_only_keep,11111010,01001111,overall_unique_exact_formula,stage2,"or(shr4,xor(not(ror3),shl2))",2,0,6,0,1,1,1,"or(shr4,xor(not(ror3),shl2))@2"
64a72fd3,answer_only_keep,01010000,10010111,overall_unique_exact_formula,stage2,"or(shr4,xor(not(ror1),shl2))",2,0,6,0,1,1,1,"or(shr4,xor(not(ror1),shl2))@2"
7192fc55,manual_audit_priority,00111010,01100011,overall_unique_exact_formula,stage2,"or(shr5,xor(not(rol2),shl1))",2,0,6,0,1,1,1,"or(shr5,xor(not(rol2),shl1))@2"
7c27d6df,answer_only_keep,01011010,00101101,overall_unique_exact_formula,stage2,"or(shr1,xor(not(ror2),shl2))",2,0,6,0,1,1,1,"or(shr1,xor(not(ror2),shl2))@2"
a6704625,answer_only_keep,01000111,00001101,overall_unique_exact_formula,stage2,"or(shr3,xor(nibble_swap,not(shl1)))",2,0,6,0,1,1,1,"or(shr3,xor(nibble_swap,not(shl1)))@2"
e5b3f73b,manual_audit_priority,11001000,10111011,overall_unique_exact_formula,stage2,"or(shr2,xor(not(rol3),shl5))",2,0,6,0,1,1,1,"or(shr2,xor(not(rol3),shl5))@2"
01e395d0,answer_only_keep,11010100,01011101,overall_unique_exact_formula,stage2,"xor(not(shl7),and(not(shr4),rol3))",2,0,7,0,1,1,1,"xor(not(shl7),and(not(shr4),rol3))@2"
06881e47,answer_only_keep,11110011,11111100,overall_unique_exact_formula,stage2,"xor(not(shl7),and(not(shr2),rol3))",2,0,7,0,1,1,1,"xor(not(shl7),and(not(shr2),rol3))@2"
0a6d48aa,answer_only_keep,00111111,11100011,overall_unique_exact_formula,stage2,"xor(not(shl5),and(not(shr5),rol2))",2,0,7,0,1,1,1,"xor(not(shl5),and(not(shr5),rol2))@2"
1282c5c5,manual_audit_priority,01101110,00001110,overall_unique_exact_formula,stage2,"xor(not(shl5),and(not(shr4),ror1))",2,0,7,0,1,1,1,"xor(not(shl5),and(not(shr4),ror1))@2"
12e0ac8c,manual_audit_priority,10011100,10101001,overall_unique_exact_formula,stage2,"xor(not(shl2),and(not(shr7),ror2))",2,0,7,0,1,1,1,"xor(not(shl2),and(not(shr7),ror2))@2"
143627c4,manual_audit_priority,01011111,11001001,overall_unique_exact_formula,stage2,"xor(not(shl5),and(not(shr6),ror2))",2,0,7,0,1,1,1,"xor(not(shl5),and(not(shr6),ror2))@2"
1f7407ed,answer_only_keep,01110010,00101101,overall_unique_exact_formula,stage2,"xor(not(shl5),and(not(shr6),rol3))",2,0,7,0,1,1,1,"xor(not(shl5),and(not(shr6),rol3))@2"
24f44584,manual_audit_priority,00001000,11111011,overall_unique_exact_formula,stage2,"xor(not(shl5),and(not(shr4),ror1))",2,0,7,0,1,1,1,"xor(not(shl5),and(not(shr4),ror1))@2"
3c9b8e0e,manual_audit_priority,01100111,00111101,overall_unique_exact_formula,stage2,"xor(not(shl4),and(not(shr6),ror1))",2,0,7,0,1,1,1,"xor(not(shl4),and(not(shr6),ror1))@2"
3ebd80e6,answer_only_keep,00101011,00011010,overall_unique_exact_formula,stage2,"xor(not(shl7),and(not(shr7),ror3))",2,0,7,0,1,1,1,"xor(not(shl7),and(not(shr7),ror3))@2"
3ec3f1b4,manual_audit_priority,00010000,10111011,overall_unique_exact_formula,stage2,"xor(not(shl2),and(not(shr7),ror2))",2,0,7,0,1,1,1,"xor(not(shl2),and(not(shr7),ror2))@2"
41a702a8,manual_audit_priority,11011100,10000101,overall_unique_exact_formula,stage2,"xor(not(shl3),and(not(shr7),ror3))",2,0,7,0,1,1,1,"xor(not(shl3),and(not(shr7),ror3))@2"
491e3793,answer_only_keep,11011100,10110011,overall_unique_exact_formula,stage2,"xor(not(shl5),and(nibble_swap,not(shr6)))",2,0,7,0,1,1,1,"xor(not(shl5),and(nibble_swap,not(shr6)))@2"
55d834d1,answer_only_keep,00011100,00111111,overall_unique_exact_formula,stage2,"xor(not(shl7),and(nibble_swap,not(shr3)))",2,0,7,0,1,1,1,"xor(not(shl7),and(nibble_swap,not(shr3)))@2"
63d4557e,answer_only_keep,11001011,10111100,overall_unique_exact_formula,stage2,"xor(not(shl5),and(not(shr4),rol2))",2,0,7,0,1,1,1,"xor(not(shl5),and(not(shr4),rol2))@2"
6689ee95,answer_only_keep,00010110,10001111,overall_unique_exact_formula,stage2,"xor(not(shl5),and(not(shr6),rol3))",2,0,7,0,1,1,1,"xor(not(shl5),and(not(shr6),rol3))@2"
6a41d37b,answer_only_keep,01011011,00101011,overall_unique_exact_formula,stage2,"xor(not(shl5),and(nibble_swap,not(shr6)))",2,0,7,0,1,1,1,"xor(not(shl5),and(nibble_swap,not(shr6)))@2"
7973c1b7,answer_only_keep,00101110,11000111,overall_unique_exact_formula,stage2,"xor(not(shl6),and(not(shr7),rol2))",2,0,7,0,1,1,1,"xor(not(shl6),and(not(shr7),rol2))@2"
7f73016f,manual_audit_priority,01010010,01010110,overall_unique_exact_formula,stage2,"xor(not(shl6),and(not(shr5),ror1))",2,0,7,0,1,1,1,"xor(not(shl6),and(not(shr5),ror1))@2"
939273d7,manual_audit_priority,01001111,11100110,overall_unique_exact_formula,stage2,"xor(not(shl4),and(not(shr5),ror3))",2,0,7,0,1,1,1,"xor(not(shl4),and(not(shr5),ror3))@2"
9d09171e,answer_only_keep,01100011,01011111,overall_unique_exact_formula,stage2,"xor(not(shl5),and(not(shr4),rol1))",2,0,7,0,1,1,1,"xor(not(shl5),and(not(shr4),rol1))@2"
a62dd199,answer_only_keep,11001010,10111011,overall_unique_exact_formula,stage2,"xor(not(shl7),and(not(shr2),rol3))",2,0,7,0,1,1,1,"xor(not(shl7),and(not(shr2),rol3))@2"
b3785949,answer_only_keep,10010011,11100011,overall_unique_exact_formula,stage2,"xor(not(shl7),and(not(shr6),rol3))",2,0,7,0,1,1,1,"xor(not(shl7),and(not(shr6),rol3))@2"
b8dcc19a,answer_only_keep,11000110,10101001,overall_unique_exact_formula,stage2,"xor(not(shl4),and(not(shr7),rol3))",2,0,7,0,1,1,1,"xor(not(shl4),and(not(shr7),rol3))@2"
c65654a5,answer_only_keep,11011001,01010001,overall_unique_exact_formula,stage2,"xor(not(shl3),and(not(shr7),rol2))",2,0,7,0,1,1,1,"xor(not(shl3),and(not(shr7),rol2))@2"
c6ac4d1d,answer_only_keep,00101001,01111011,overall_unique_exact_formula,stage2,"xor(not(shl5),and(not(shr5),rol2))",2,0,7,0,1,1,1,"xor(not(shl5),and(not(shr5),rol2))@2"
c8730ea5,answer_only_keep,00010011,00101011,overall_unique_exact_formula,stage2,"xor(not(shl3),and(not(shr7),rol2))",2,0,7,0,1,1,1,"xor(not(shl3),and(not(shr7),rol2))@2"
d623e937,answer_only_keep,10000011,01010111,overall_unique_exact_formula,stage2,"xor(not(shl7),and(nibble_swap,not(shr3)))",2,0,7,0,1,1,1,"xor(not(shl7),and(nibble_swap,not(shr3)))@2"
e099a43a,answer_only_keep,11100000,01111110,overall_unique_exact_formula,stage2,"xor(not(shl5),and(not(shr4),rol2))",2,0,7,0,1,1,1,"xor(not(shl5),and(not(shr4),rol2))@2"
e5d0d497,answer_only_keep,10011101,01101101,overall_unique_exact_formula,stage2,"xor(not(shl5),and(not(shr4),rol1))",2,0,7,0,1,1,1,"xor(not(shl5),and(not(shr4),rol1))@2"
e6d2a064,manual_audit_priority,01100100,11100011,overall_unique_exact_formula,stage2,"xor(not(shl2),and(not(shr7),ror3))",2,0,7,0,1,1,1,"xor(not(shl2),and(not(shr7),ror3))@2"
face5252,manual_audit_priority,10001110,11001110,overall_unique_exact_formula,stage2,"xor(not(shl4),and(not(shr5),ror3))",2,0,7,0,1,1,1,"xor(not(shl4),and(not(shr5),ror3))@2"
004ef7c7,manual_audit_priority,01010101,11111111,overall_unique_exact_formula,stage2,"or(shr3,xor(not(rol1),shl3))",1,0,6,0,1,1,1,"or(shr3,xor(not(rol1),shl3))@1"
02a5a1ca,answer_only_keep,10110001,01101101,overall_unique_exact_formula,stage2,"or(shr2,xor(not(ror3),shl3))",1,0,6,0,1,1,1,"or(shr2,xor(not(ror3),shl3))@1"
07d61ec8,manual_audit_priority,01100011,10111101,overall_unique_exact_formula,stage2,"or(shr2,xor(not(rol1),shl2))",1,0,6,0,1,1,1,"or(shr2,xor(not(rol1),shl2))@1"
1fd310dc,manual_audit_priority,01100100,00011101,overall_unique_exact_formula,stage2,"or(shr2,xor(not(rol3),shl1))",1,0,6,0,1,1,1,"or(shr2,xor(not(rol3),shl1))@1"
236034b4,answer_only_keep,11100000,00100011,overall_unique_exact_formula,stage2,"or(shr6,xor(not(ror3),shl1))",1,0,6,0,1,1,1,"or(shr6,xor(not(ror3),shl1))@1"
2f5f8f45,answer_only_keep,00100110,01000110,overall_unique_exact_formula,stage2,"or(shr3,xor(not(ror2),shl3))",1,0,6,0,1,1,1,"or(shr3,xor(not(ror2),shl3))@1"
31a4c9ef,manual_audit_priority,01001110,10110110,overall_unique_exact_formula,stage2,"or(shr4,xor(not(rol2),shl3))",1,0,6,0,1,1,1,"or(shr4,xor(not(rol2),shl3))@1"
3784c8c6,manual_audit_priority,00100110,10000010,overall_unique_exact_formula,stage2,"or(shr4,xor(not(rol3),shl1))",1,0,6,0,1,1,1,"or(shr4,xor(not(rol3),shl1))@1"
3bda588a,manual_audit_priority,11111001,10111111,overall_unique_exact_formula,stage2,"or(shr3,xor(not(rol3),shl4))",1,0,6,0,1,1,1,"or(shr3,xor(not(rol3),shl4))@1"
493b0817,answer_only_keep,10000101,10101111,overall_unique_exact_formula,stage2,"or(shr6,xor(nibble_swap,not(shl1)))",1,0,6,0,1,1,1,"or(shr6,xor(nibble_swap,not(shl1)))@1"
54b895c1,manual_audit_priority,00000101,10111011,overall_unique_exact_formula,stage2,"or(shr2,xor(not(rol2),shl4))",1,0,6,0,1,1,1,"or(shr2,xor(not(rol2),shl4))@1"
67ae4217,answer_only_keep,01011111,11101101,overall_unique_exact_formula,stage2,"or(shr4,xor(not(ror3),shl3))",1,0,6,0,1,1,1,"or(shr4,xor(not(ror3),shl3))@1"
78db4aa3,answer_only_keep,11011001,11011011,overall_unique_exact_formula,stage2,"or(shr3,xor(not(ror1),shl3))",1,0,6,0,1,1,1,"or(shr3,xor(not(ror1),shl3))@1"
82ae858c,answer_only_keep,00110111,11001101,overall_unique_exact_formula,stage2,"or(shr2,xor(not(ror3),shl2))",1,0,6,0,1,1,1,"or(shr2,xor(not(ror3),shl2))@1"
8a45a3d4,answer_only_keep,01000100,11111111,overall_unique_exact_formula,stage2,"or(shr1,xor(not(ror3),shl1))",1,0,6,0,1,1,1,"or(shr1,xor(not(ror3),shl1))@1"
8b471ce9,manual_audit_priority,00011110,00001111,overall_unique_exact_formula,stage2,"or(shr1,xor(not(rol1),shl5))",1,0,6,0,1,1,1,"or(shr1,xor(not(rol1),shl5))@1"
a33019c4,answer_only_keep,11110000,00100111,overall_unique_exact_formula,stage2,"or(shr5,xor(not(ror3),shl2))",1,0,6,0,1,1,1,"or(shr5,xor(not(ror3),shl2))@1"
a99ea0f0,answer_only_keep,01010010,00101011,overall_unique_exact_formula,stage2,"or(shr3,xor(not(ror2),shl2))",1,0,6,0,1,1,1,"or(shr3,xor(not(ror2),shl2))@1"
b3ce071c,manual_audit_priority,10000001,11111011,overall_unique_exact_formula,stage2,"or(shr3,xor(not(rol2),shl1))",1,0,6,0,1,1,1,"or(shr3,xor(not(rol2),shl1))@1"
b72f6f48,answer_only_keep,10001110,11010111,overall_unique_exact_formula,stage2,"or(shr1,xor(nibble_swap,not(shl6)))",1,0,6,0,1,1,1,"or(shr1,xor(nibble_swap,not(shl6)))@1"
bb056bc9,manual_audit_priority,01000110,11010101,overall_unique_exact_formula,stage2,"or(shr2,xor(not(rol3),shl2))",1,0,6,0,1,1,1,"or(shr2,xor(not(rol3),shl2))@1"
bfca784f,answer_only_keep,11111101,11011111,overall_unique_exact_formula,stage2,"or(shr3,xor(nibble_swap,not(shl3)))",1,0,6,0,1,1,1,"or(shr3,xor(nibble_swap,not(shl3)))@1"
c5ce7236,manual_audit_priority,01100001,10111000,overall_unique_exact_formula,stage2,"or(shr2,xor(not(rol2),shl1))",1,0,6,0,1,1,1,"or(shr2,xor(not(rol2),shl1))@1"
d155a508,answer_only_keep,11001001,01010110,overall_unique_exact_formula,stage2,"or(shr5,xor(not(ror3),shl1))",1,0,6,0,1,1,1,"or(shr5,xor(not(ror3),shl1))@1"
d582c492,manual_audit_priority,10010101,00010111,overall_unique_exact_formula,stage2,"or(shr3,xor(not(rol3),shl2))",1,0,6,0,1,1,1,"or(shr3,xor(not(rol3),shl2))@1"
d7cd3375,answer_only_keep,10101001,01101111,overall_unique_exact_formula,stage2,"or(shr2,xor(nibble_swap,not(shl5)))",1,0,6,0,1,1,1,"or(shr2,xor(nibble_swap,not(shl5)))@1"
ea2e88ca,answer_only_keep,00011100,00110111,overall_unique_exact_formula,stage2,"or(shr2,xor(not(ror1),shl4))",1,0,6,0,1,1,1,"or(shr2,xor(not(ror1),shl4))@1"
f18abb65,answer_only_keep,00010110,01011101,overall_unique_exact_formula,stage2,"or(shr2,xor(not(ror3),shl4))",1,0,6,0,1,1,1,"or(shr2,xor(not(ror3),shl4))@1"
f1a05733,manual_audit_priority,10100010,01110101,overall_unique_exact_formula,stage2,"or(shr1,xor(not(rol2),shl3))",1,0,6,0,1,1,1,"or(shr1,xor(not(rol2),shl3))@1"
f1c1ed58,answer_only_keep,11011011,01111111,overall_unique_exact_formula,stage2,"or(shr3,xor(not(ror1),shl2))",1,0,6,0,1,1,1,"or(shr3,xor(not(ror1),shl2))@1"
0245b9bb,answer_only_keep,10001101,00001001,overall_unique_exact_formula,stage2,"xor(not(shl4),and(not(shr3),rol2))",1,0,7,0,1,1,1,"xor(not(shl4),and(not(shr3),rol2))@1"
08b2b48d,answer_only_keep,11111010,10101011,overall_unique_exact_formula,stage2,"xor(not(shl4),and(not(shr6),rol1))",1,0,7,0,1,1,1,"xor(not(shl4),and(not(shr6),rol1))@1"
0bc6e675,answer_only_keep,11100110,01111100,overall_unique_exact_formula,stage2,"xor(not(shl7),and(not(shr3),rol2))",1,0,7,0,1,1,1,"xor(not(shl7),and(not(shr3),rol2))@1"
111296b0,answer_only_keep,01010110,01001101,overall_unique_exact_formula,stage2,"xor(not(shl7),and(not(shr7),rol3))",1,0,7,0,1,1,1,"xor(not(shl7),and(not(shr7),rol3))@1"
24232d07,manual_audit_priority,01011110,01010101,overall_unique_exact_formula,stage2,"xor(not(shl6),and(not(shr4),ror1))",1,0,7,0,1,1,1,"xor(not(shl6),and(not(shr4),ror1))@1"
2e0f64b7,answer_only_keep,10001111,01110001,overall_unique_exact_formula,stage2,"xor(not(shl7),and(not(shr3),rol1))",1,0,7,0,1,1,1,"xor(not(shl7),and(not(shr3),rol1))@1"
3970c492,answer_only_keep,11111011,01101011,overall_unique_exact_formula,stage2,"xor(not(shl5),and(not(shr6),rol1))",1,0,7,0,1,1,1,"xor(not(shl5),and(not(shr6),rol1))@1"
3f93c370,manual_audit_priority,10111110,10100010,overall_unique_exact_formula,stage2,"xor(not(shl3),and(not(shr6),ror2))",1,0,7,0,1,1,1,"xor(not(shl3),and(not(shr6),ror2))@1"
4059e1a5,answer_only_keep,00011110,00000111,overall_unique_exact_formula,stage2,"xor(not(shl6),and(not(shr3),rol2))",1,0,7,0,1,1,1,"xor(not(shl6),and(not(shr3),rol2))@1"
47a5c4f4,answer_only_keep,11111011,11100001,overall_unique_exact_formula,stage2,"xor(not(shl6),and(not(shr7),rol3))",1,0,7,0,1,1,1,"xor(not(shl6),and(not(shr7),rol3))@1"
4e4424d5,answer_only_keep,00110100,00101111,overall_unique_exact_formula,stage2,"xor(not(shl7),and(not(shr4),rol2))",1,0,7,0,1,1,1,"xor(not(shl7),and(not(shr4),rol2))@1"
5570b0a1,answer_only_keep,10100001,10011101,overall_unique_exact_formula,stage2,"xor(not(shl5),and(not(shr5),rol1))",1,0,7,0,1,1,1,"xor(not(shl5),and(not(shr5),rol1))@1"
56672c27,manual_audit_priority,01001010,01101101,overall_unique_exact_formula,stage2,"xor(not(shl7),and(not(shr3),ror2))",1,0,7,0,1,1,1,"xor(not(shl7),and(not(shr3),ror2))@1"
6c56e99a,manual_audit_priority,10000101,00110101,overall_unique_exact_formula,stage2,"xor(not(shl1),and(not(shr6),ror1))",1,0,7,0,1,1,1,"xor(not(shl1),and(not(shr6),ror1))@1"
7064acac,answer_only_keep,00111000,01111100,overall_unique_exact_formula,stage2,"xor(not(shl6),and(nibble_swap,not(shr6)))",1,0,7,0,1,1,1,"xor(not(shl6),and(nibble_swap,not(shr6)))@1"
7403ef93,manual_audit_priority,00010010,10011101,overall_unique_exact_formula,stage2,"xor(not(shl4),and(not(shr7),ror3))",1,0,7,0,1,1,1,"xor(not(shl4),and(not(shr7),ror3))@1"
7eaadb01,answer_only_keep,01110110,00100111,overall_unique_exact_formula,stage2,"xor(not(shl7),and(not(shr5),rol2))",1,0,7,0,1,1,1,"xor(not(shl7),and(not(shr5),rol2))@1"
7fec1d14,answer_only_keep,10101010,00101010,overall_unique_exact_formula,stage2,"xor(not(shl6),and(not(shr6),rol3))",1,0,7,0,1,1,1,"xor(not(shl6),and(not(shr6),rol3))@1"
8a057351,answer_only_keep,11111000,01110111,overall_unique_exact_formula,stage2,"xor(not(shl7),and(nibble_swap,not(shr5)))",1,0,7,0,1,1,1,"xor(not(shl7),and(nibble_swap,not(shr5)))@1"
9124295a,manual_audit_priority,10101100,01010101,overall_unique_exact_formula,stage2,"xor(not(shl5),and(not(shr7),ror2))",1,0,7,0,1,1,1,"xor(not(shl5),and(not(shr7),ror2))@1"
a0847120,answer_only_keep,10111100,10000111,overall_unique_exact_formula,stage2,"xor(not(shl6),and(not(shr5),rol1))",1,0,7,0,1,1,1,"xor(not(shl6),and(not(shr5),rol1))@1"
a19734b3,manual_audit_priority,01001110,10110110,overall_unique_exact_formula,stage2,"xor(not(shl6),and(not(shr4),ror3))",1,0,7,0,1,1,1,"xor(not(shl6),and(not(shr4),ror3))@1"
a521be72,manual_audit_priority,01000000,11011111,overall_unique_exact_formula,stage2,"xor(not(shl5),and(not(shr7),ror1))",1,0,7,0,1,1,1,"xor(not(shl5),and(not(shr7),ror1))@1"
b8e0c853,manual_audit_priority,01001010,10011010,overall_unique_exact_formula,stage2,"xor(not(shl5),and(not(shr5),ror1))",1,0,7,0,1,1,1,"xor(not(shl5),and(not(shr5),ror1))@1"
c095f799,manual_audit_priority,11000000,10011111,overall_unique_exact_formula,stage2,"xor(not(shl3),and(not(shr7),ror1))",1,0,7,0,1,1,1,"xor(not(shl3),and(not(shr7),ror1))@1"
cf447906,manual_audit_priority,11000010,10000111,overall_unique_exact_formula,stage2,"xor(not(shl4),and(not(shr6),ror3))",1,0,7,0,1,1,1,"xor(not(shl4),and(not(shr6),ror3))@1"
d01aeeda,answer_only_keep,00001101,01101111,overall_unique_exact_formula,stage2,"xor(not(shl6),and(nibble_swap,not(shr5)))",1,0,7,0,1,1,1,"xor(not(shl6),and(nibble_swap,not(shr5)))@1"
