formula_name,support_rows,gold_match_rows,error_rows,safe_formula
"or(shl4,and(ror3,shl7))",2,2,0,False
"or(shl4,and(shl5,shr2))",2,2,0,False
"or(shl4,and(shl6,shr1))",2,2,0,False
"or(shl4,and(shl7,x))",2,2,0,False
"or(shl4,shl7)",2,2,0,False
"or(shr1,xor(not(rol1),shl6))",2,2,0,False
"or(shr1,xor(not(rol3),shl1))",2,2,0,False
"or(shr1,xor(not(ror2),shl2))",2,2,0,False
"or(shr2,xor(not(rol3),shl5))",2,2,0,False
"or(shr3,xor(nibble_swap,not(shl1)))",2,2,0,False
"or(shr4,xor(not(ror1),shl2))",2,2,0,False
"or(shr4,xor(not(ror3),shl2))",2,2,0,False
"or(shr5,xor(not(rol2),shl1))",2,2,0,False
"or(shr6,and(not(nibble_swap),shr7))",2,2,0,False
"or(shr6,and(not(ror1),shr7))",2,2,0,False
"or(shr6,and(not(ror2),shr7))",2,2,0,False
"or(shr6,and(not(x),shr7))",2,2,0,False
"or(shr6,and(rol3,shr7))",2,2,0,False
"or(shr6,and(ror3,shr7))",2,2,0,False
shl2,2,2,0,False
shl4,2,2,0,False
shr4,2,2,0,False
shr6,2,2,0,False
"xor(nibble_swap,and(not(shl3),shr4))",2,2,0,False
"xor(not(ror1),or(shl6,shr1))",2,2,0,False
"xor(not(shl2),and(not(shr7),ror2))",2,2,0,False
"xor(not(shl3),and(not(shr7),rol2))",2,2,0,False
"xor(not(shl3),and(not(shr7),ror2))",2,2,0,False
"xor(not(shl4),and(not(shr5),ror3))",2,2,0,False
"xor(not(shl4),and(not(shr7),rol2))",2,2,0,False
"xor(not(shl4),or(not(shl1),not(shr6)))",2,2,0,False
"xor(not(shl4),or(not(shl2),not(shr5)))",2,2,0,False
"xor(not(shl4),or(not(shl5),not(shr2)))",2,2,0,False
"xor(not(shl4),or(not(shl6),not(shr1)))",2,2,0,False
"xor(not(shl4),or(not(shl7),not(x)))",2,2,0,False
"xor(not(shl4),or(not(shr7),not(x)))",2,2,0,False
"xor(not(shl5),and(nibble_swap,not(shr6)))",2,2,0,False
"xor(not(shl5),and(not(shr4),rol1))",2,2,0,False
"xor(not(shl5),and(not(shr4),rol2))",2,2,0,False
"xor(not(shl5),and(not(shr4),ror1))",2,2,0,False
"xor(not(shl5),and(not(shr5),rol2))",2,2,0,False
"xor(not(shl5),and(not(shr6),rol3))",2,2,0,False
"xor(not(shl6),and(not(rol1),shl7))",2,2,0,False
"xor(not(shl7),and(nibble_swap,not(shr3)))",2,2,0,False
"xor(not(shl7),and(not(shr2),rol3))",2,2,0,False
"xor(not(shl7),and(not(shr4),ror2))",2,2,0,False
"xor(not(shl7),and(not(shr5),ror3))",2,2,0,False
"xor(not(shl7),and(not(shr7),ror3))",2,2,0,False
"xor(not(shl7),not(shr4))",2,2,0,False
"xor(not(shl7),not(shr5))",2,2,0,False
"and(not(shl6),xor(not(shl7),not(shr6)))",2,1,1,False
"and(not(shr3),xor(not(shl4),not(shr7)))",2,1,1,False
"and(ror2,or(shl2,shl7))",2,1,1,False
"and(shl2,or(not(ror3),not(shl7)))",2,1,1,False
"and(shl2,or(not(shl7),rol3))",2,1,1,False
"and(shl2,or(not(shl7),ror2))",2,1,1,False
"and(shl2,or(not(shl7),x))",2,1,1,False
"and(shl2,or(ror2,shl7))",2,1,1,False
"and(shl2,or(ror2,shr4))",2,1,1,False
"and(shr4,or(not(reverse),not(shl3)))",2,1,1,False
"and(shr4,or(not(shl3),ror2))",2,1,1,False
"and(shr4,or(not(shr7),not(x)))",2,1,1,False
"or(shl2,and(const_00001000,not(rol1)))",2,1,1,False
"or(shl2,and(const_00010000,not(rol3)))",2,1,1,False
"or(shl2,and(const_00010000,not(x)))",2,1,1,False
"or(shl2,and(const_01000000,not(nibble_swap)))",2,1,1,False
"or(shl4,and(const_10000000,x))",2,1,1,False
"or(shr4,and(const_00000010,rol1))",2,1,1,False
"or(shr4,and(shl1,shr6))",2,1,1,False
"xor(not(ror2),not(shl7))",2,1,1,False
"xor(not(ror3),or(not(shl5),shl7))",2,1,1,False
"xor(not(shl4),or(not(shr7),ror3))",2,1,1,False
"xor(not(shl6),and(not(rol3),shl7))",2,1,1,False
"xor(not(shl6),and(not(ror3),shl7))",2,1,1,False
"xor(not(shl6),and(not(x),shl7))",2,1,1,False
"xor(not(shl6),and(rol2,shl7))",2,1,1,False
"xor(not(shr5),or(not(ror2),not(shl7)))",2,1,1,False
"and(shr4,or(not(shl3),ror3))",2,0,2,False
"or(shr4,and(const_00000100,rol2))",2,0,2,False
"or(shr4,and(shl2,shr5))",2,0,2,False
"xor(not(rol3),or(not(shl3),shl7))",2,0,2,False
"xor(not(shr4),or(not(shl7),not(x)))",2,0,2,False
"xor(not(shr4),or(not(shl7),rol1))",2,0,2,False
"and(const_00000001,and(not(rol2),ror2))",1,1,0,False
"and(const_not_00000001,and(rol2,ror2))",1,1,0,False
"and(const_not_00000010,xor(not(shl3),not(shr6)))",1,1,0,False
"and(const_not_00000100,and(ror2,shr4))",1,1,0,False
"and(const_not_00001000,and(not(shl2),ror3))",1,1,0,False
"and(const_not_00100000,and(ror2,shl2))",1,1,0,False
"and(const_not_01000000,and(nibble_swap,rol2))",1,1,0,False
"and(nibble_swap,and(not(rol2),shr7))",1,1,0,False
"and(nibble_swap,and(not(rol3),shr7))",1,1,0,False
"and(nibble_swap,and(not(ror1),shr7))",1,1,0,False
"and(nibble_swap,and(not(ror3),shl7))",1,1,0,False
"and(nibble_swap,and(not(ror3),shr7))",1,1,0,False
"and(nibble_swap,and(reverse,shl6))",1,1,0,False
"and(nibble_swap,and(rol2,shl7))",1,1,0,False
"and(nibble_swap,and(ror2,shl7))",1,1,0,False
"and(nibble_swap,and(ror2,shr7))",1,1,0,False
"and(nibble_swap,and(shr7,x))",1,1,0,False
"and(nibble_swap,or(rol2,shr7))",1,1,0,False
"and(nibble_swap,rol2)",1,1,0,False
"and(nibble_swap,shr7)",1,1,0,False
"and(not(rol2),and(not(rol3),shr7))",1,1,0,False
"and(not(rol2),and(not(ror1),shr7))",1,1,0,False
"and(not(rol2),and(not(ror3),shr7))",1,1,0,False
"and(not(rol2),and(ror2,shr7))",1,1,0,False
"and(not(rol2),and(shr7,x))",1,1,0,False
"and(not(rol2),shr7)",1,1,0,False
"and(not(rol3),and(not(ror1),shr7))",1,1,0,False
"and(not(rol3),and(not(ror3),shr7))",1,1,0,False
"and(not(rol3),and(reverse,shr2))",1,1,0,False
"and(not(rol3),and(ror2,shr7))",1,1,0,False
"and(not(rol3),and(shr7,x))",1,1,0,False
"and(not(rol3),shr7)",1,1,0,False
"and(not(ror3),and(reverse,shl6))",1,1,0,False
"and(not(ror3),and(rol2,shl7))",1,1,0,False
"and(not(ror3),shl7)",1,1,0,False
"and(not(ror3),xor(not(shl7),not(shr7)))",1,1,0,False
"and(not(shl2),ror3)",1,1,0,False
"and(not(shl3),and(not(shl6),ror1))",1,1,0,False
"and(not(shl3),and(not(shl6),shr1))",1,1,0,False
"and(not(shl3),ror1)",1,1,0,False
"and(not(shl3),ror2)",1,1,0,False
"and(not(shl3),shr1)",1,1,0,False
"and(not(shl5),rol2)",1,1,0,False
"and(not(shl5),xor(not(shl7),not(shr4)))",1,1,0,False
"and(not(shl6),not(shl7))",1,1,0,False
"and(not(shl6),or(nibble_swap,not(shl7)))",1,1,0,False
"and(not(shl6),or(not(rol2),not(shl7)))",1,1,0,False
"and(not(shl6),or(not(shl7),rol1))",1,1,0,False
"and(not(shl6),or(not(shl7),rol3))",1,1,0,False
"and(not(shl6),or(not(shl7),ror3))",1,1,0,False
"and(not(shl6),or(not(shl7),x))",1,1,0,False
"and(not(shl7),and(ror2,shl2))",1,1,0,False
"and(not(shl7),or(not(shl6),ror3))",1,1,0,False
"and(not(shl7),xor(not(shl6),not(shr3)))",1,1,0,False
"and(not(shl7),xor(not(shl6),not(shr4)))",1,1,0,False
"and(not(shr2),and(rol2,shl5))",1,1,0,False
"and(rol1,or(shr2,shr6))",1,1,0,False
"and(rol1,or(shr4,shr6))",1,1,0,False
"and(rol1,shr4)",1,1,0,False
"and(rol1,xor(not(shl7),not(shr4)))",1,1,0,False
"and(rol2,and(ror2,shl7))",1,1,0,False
"and(rol2,or(const_01000000,not(shl5)))",1,1,0,False
"and(rol2,or(const_not_00000001,not(x)))",1,1,0,False
"and(rol2,or(const_not_00000100,not(nibble_swap)))",1,1,0,False
"and(rol2,or(const_not_00000100,not(rol1)))",1,1,0,False
"and(rol2,or(const_not_00000100,not(x)))",1,1,0,False
"and(rol2,or(const_not_00000100,reverse))",1,1,0,False
"and(rol2,or(const_not_00000100,ror1))",1,1,0,False
"and(rol2,or(const_not_00000100,ror2))",1,1,0,False
"and(rol2,or(const_not_00001000,not(rol3)))",1,1,0,False
"and(rol2,or(const_not_00001000,x))",1,1,0,False
"and(rol2,or(const_not_00010000,not(nibble_swap)))",1,1,0,False
"and(rol2,or(const_not_00010000,ror2))",1,1,0,False
"and(rol2,or(nibble_swap,not(shl7)))",1,1,0,False
"and(rol2,or(nibble_swap,shl7))",1,1,0,False
"and(rol2,or(not(reverse),not(shl6)))",1,1,0,False
"and(rol2,or(not(rol1),not(shl7)))",1,1,0,False
"and(rol2,or(not(ror1),not(shl6)))",1,1,0,False
"and(rol2,or(not(ror1),not(shr7)))",1,1,0,False
"and(rol2,or(not(ror2),not(shl7)))",1,1,0,False
"and(rol2,or(not(ror3),not(shl7)))",1,1,0,False
"and(rol2,or(not(ror3),not(shr7)))",1,1,0,False
"and(rol2,or(not(shl1),not(shr4)))",1,1,0,False
"and(rol2,or(not(shl1),not(shr5)))",1,1,0,False
"and(rol2,or(not(shl3),not(shr3)))",1,1,0,False
"and(rol2,or(not(shl3),not(shr4)))",1,1,0,False
"and(rol2,or(not(shl4),not(shr3)))",1,1,0,False
"and(rol2,or(not(shl5),not(shr2)))",1,1,0,False
"and(rol2,or(not(shl5),ror2))",1,1,0,False
"and(rol2,or(not(shl5),shl6))",1,1,0,False
"and(rol2,or(not(shl5),shr1))",1,1,0,False
"and(rol2,or(not(shl5),shr2))",1,1,0,False
"and(rol2,or(not(shl6),not(shr1)))",1,1,0,False
"and(rol2,or(not(shl6),not(x)))",1,1,0,False
"and(rol2,or(not(shl6),rol1))",1,1,0,False
"and(rol2,or(not(shl7),not(x)))",1,1,0,False
"and(rol2,or(not(shl7),rol3))",1,1,0,False
"and(rol2,or(not(shr5),not(x)))",1,1,0,False
"and(rol2,or(not(shr7),not(x)))",1,1,0,False
"and(rol2,shl5)",1,1,0,False
"and(rol2,shl7)",1,1,0,False
"and(rol3,and(shl7,x))",1,1,0,False
"and(rol3,shl7)",1,1,0,False
"and(ror1,or(not(shl3),shl6))",1,1,0,False
"and(ror1,or(not(shl3),shr4))",1,1,0,False
"and(ror1,xor(not(shl3),shl6))",1,1,0,False
"and(ror2,or(not(shl3),shr4))",1,1,0,False
"and(ror2,or(shr4,shr7))",1,1,0,False
"and(ror2,shl7)",1,1,0,False
"and(ror2,shr4)",1,1,0,False
"and(ror2,xor(not(shl2),not(shl7)))",1,1,0,False
"and(ror3,or(not(rol3),not(shl7)))",1,1,0,False
"and(ror3,or(not(shl2),shr4))",1,1,0,False
"and(ror3,or(not(shl2),shr5))",1,1,0,False
"and(shl2,or(const_not_00000100,nibble_swap))",1,1,0,False
"and(shl2,or(const_not_00001000,not(x)))",1,1,0,False
"and(shl2,or(const_not_00001000,ror3))",1,1,0,False
"and(shl2,or(const_not_00100000,not(nibble_swap)))",1,1,0,False
"and(shl2,or(const_not_00100000,not(rol1)))",1,1,0,False
"and(shl2,or(const_not_00100000,not(x)))",1,1,0,False
"and(shl2,or(const_not_00100000,ror1))",1,1,0,False
"and(shl2,or(const_not_01000000,not(rol3)))",1,1,0,False
"and(shl2,or(const_not_01000000,rol1))",1,1,0,False
"and(shl2,or(const_not_01000000,x))",1,1,0,False
"and(shl2,or(const_not_10000000,not(nibble_swap)))",1,1,0,False
"and(shl2,or(const_not_10000000,rol1))",1,1,0,False
"and(shl2,or(const_not_10000000,rol3))",1,1,0,False
"and(shl2,or(const_not_10000000,ror2))",1,1,0,False
"and(shl2,or(nibble_swap,not(shr5)))",1,1,0,False
"and(shl2,or(not(nibble_swap),not(shl6)))",1,1,0,False
"and(shl2,or(not(nibble_swap),not(shr5)))",1,1,0,False
"and(shl2,or(not(reverse),not(shr5)))",1,1,0,False
"and(shl2,or(not(rol3),not(shl4)))",1,1,0,False
"and(shl2,or(not(rol3),not(shl7)))",1,1,0,False
"and(shl2,or(not(ror1),not(shl6)))",1,1,0,False
"and(shl2,or(not(ror2),not(shl7)))",1,1,0,False
"and(shl2,or(not(ror2),not(shr5)))",1,1,0,False
"and(shl2,or(not(shl4),reverse))",1,1,0,False
"and(shl2,or(not(shl4),rol1))",1,1,0,False
"and(shl2,or(not(shl4),ror3))",1,1,0,False
"and(shl2,or(not(shl6),not(shr1)))",1,1,0,False
"and(shl2,or(not(shl6),rol1))",1,1,0,False
"and(shl2,or(not(shl7),not(x)))",1,1,0,False
"and(shl2,or(not(shl7),ror3))",1,1,0,False
"and(shl2,or(not(shr5),rol1))",1,1,0,False
"and(shl2,or(not(shr5),ror1))",1,1,0,False
"and(shl2,or(not(shr5),x))",1,1,0,False
"and(shl4,or(const_not_00010000,not(rol3)))",1,1,0,False
"and(shl4,or(const_not_00010000,not(ror1)))",1,1,0,False
"and(shl4,or(const_not_00010000,rol2))",1,1,0,False
"and(shl4,or(const_not_00010000,ror1))",1,1,0,False
"and(shl4,or(const_not_00010000,ror2))",1,1,0,False
"and(shl4,or(const_not_00010000,x))",1,1,0,False
"and(shl4,or(const_not_00100000,not(ror3)))",1,1,0,False
"and(shl4,or(const_not_00100000,reverse))",1,1,0,False
"and(shl4,or(not(reverse),not(shl6)))",1,1,0,False
"and(shl4,or(not(reverse),rol1))",1,1,0,False
"and(shl4,or(not(rol1),not(shl6)))",1,1,0,False
"and(shl4,or(not(rol2),not(ror1)))",1,1,0,False
"and(shl4,or(not(rol2),not(shl7)))",1,1,0,False
"and(shl4,or(not(rol2),not(shr1)))",1,1,0,False
"and(shl4,or(not(rol3),not(shr2)))",1,1,0,False
"and(shl4,or(not(ror1),not(ror2)))",1,1,0,False
"and(shl4,or(not(ror1),not(shl6)))",1,1,0,False
"and(shl4,or(not(ror1),not(shr2)))",1,1,0,False
"and(shl4,or(not(ror1),reverse))",1,1,0,False
"and(shl4,or(not(ror2),not(ror3)))",1,1,0,False
"and(shl4,or(not(ror2),not(shl5)))",1,1,0,False
"and(shl4,or(not(ror2),not(shl7)))",1,1,0,False
"and(shl4,or(not(ror2),not(shr1)))",1,1,0,False
"and(shl4,or(not(ror3),not(shl6)))",1,1,0,False
"and(shl4,or(not(ror3),not(shr1)))",1,1,0,False
"and(shl4,or(not(shl5),not(shr1)))",1,1,0,False
"and(shl4,or(not(shl6),ror3))",1,1,0,False
"and(shl4,or(not(shl7),rol1))",1,1,0,False
"and(shl4,or(not(shl7),rol2))",1,1,0,False
"and(shl4,or(not(shl7),rol3))",1,1,0,False
"and(shl4,or(not(shl7),ror3))",1,1,0,False
"and(shl4,or(not(shr2),reverse))",1,1,0,False
"and(shl4,or(not(shr2),rol2))",1,1,0,False
"and(shl4,or(not(shr2),ror1))",1,1,0,False
"and(shl4,or(rol1,rol2))",1,1,0,False
"and(shl7,or(not(nibble_swap),not(ror3)))",1,1,0,False
"and(shl7,or(not(nibble_swap),rol2))",1,1,0,False
"and(shl7,or(not(nibble_swap),ror2))",1,1,0,False
"and(shl7,or(not(rol1),not(rol3)))",1,1,0,False
"and(shl7,or(not(rol1),not(ror3)))",1,1,0,False
"and(shl7,or(not(rol1),rol2))",1,1,0,False
"and(shl7,or(not(rol1),ror2))",1,1,0,False
"and(shl7,or(not(rol3),not(ror3)))",1,1,0,False
"and(shl7,or(not(rol3),not(x)))",1,1,0,False
"and(shl7,or(not(rol3),rol2))",1,1,0,False
"and(shl7,or(not(rol3),ror2))",1,1,0,False
"and(shl7,or(not(ror3),not(x)))",1,1,0,False
"and(shl7,or(not(ror3),rol2))",1,1,0,False
"and(shl7,or(not(ror3),ror2))",1,1,0,False
"and(shl7,or(not(x),rol2))",1,1,0,False
"and(shl7,or(not(x),ror2))",1,1,0,False
"and(shl7,or(rol1,rol3))",1,1,0,False
"and(shl7,or(rol2,ror2))",1,1,0,False
"and(shl7,xor(nibble_swap,not(rol2)))",1,1,0,False
"and(shl7,xor(nibble_swap,not(ror2)))",1,1,0,False
"and(shl7,xor(nibble_swap,ror3))",1,1,0,False
"and(shl7,xor(not(rol3),not(x)))",1,1,0,False
"and(shr1,or(not(shl3),rol1))",1,1,0,False
"and(shr1,or(not(shl3),shl6))",1,1,0,False
"and(shr1,or(not(shl3),shr4))",1,1,0,False
"and(shr1,xor(not(shl3),shl6))",1,1,0,False
"and(shr4,or(const_00000100,rol1))",1,1,0,False
"and(shr4,or(const_not_00000001,not(ror3)))",1,1,0,False
"and(shr4,or(const_not_00000001,rol2))",1,1,0,False
"and(shr4,or(const_not_00000001,rol3))",1,1,0,False
"and(shr4,or(const_not_00000010,reverse))",1,1,0,False
"and(shr4,or(const_not_00000100,reverse))",1,1,0,False
"and(shr4,or(not(rol1),not(shl2)))",1,1,0,False
"and(shr4,or(not(rol1),not(shl3)))",1,1,0,False
"and(shr4,or(not(rol2),not(rol3)))",1,1,0,False
"and(shr4,or(not(rol2),not(ror2)))",1,1,0,False
"and(shr4,or(not(rol2),not(shr5)))",1,1,0,False
"and(shr4,or(not(rol3),not(ror3)))",1,1,0,False
"and(shr4,or(not(rol3),not(shl2)))",1,1,0,False
"and(shr4,or(not(rol3),not(shr6)))",1,1,0,False
"and(shr4,or(not(ror1),not(shl2)))",1,1,0,False
"and(shr4,or(not(ror1),not(shr7)))",1,1,0,False
"and(shr4,or(not(ror2),not(ror3)))",1,1,0,False
"and(shr4,or(not(ror2),not(shl2)))",1,1,0,False
"and(shr4,or(not(ror2),not(shr6)))",1,1,0,False
"and(shr4,or(not(ror2),not(shr7)))",1,1,0,False
"and(shr4,or(not(ror2),rol3))",1,1,0,False
"and(shr4,or(not(ror3),not(shl3)))",1,1,0,False
"and(shr4,or(not(ror3),not(shr5)))",1,1,0,False
"and(shr4,or(not(ror3),not(shr7)))",1,1,0,False
"and(shr4,or(not(shl2),not(shr5)))",1,1,0,False
"and(shr4,or(not(shl2),reverse))",1,1,0,False
"and(shr4,or(not(shl2),ror1))",1,1,0,False
"and(shr4,or(not(shl2),ror3))",1,1,0,False
"and(shr4,or(not(shl3),reverse))",1,1,0,False
"and(shr4,or(not(shr6),not(x)))",1,1,0,False
"and(shr4,or(not(shr6),rol1))",1,1,0,False
"and(shr4,or(not(shr6),rol3))",1,1,0,False
"and(shr4,or(not(shr7),rol2))",1,1,0,False
"and(shr4,or(not(shr7),rol3))",1,1,0,False
"and(shr4,or(not(shr7),ror2))",1,1,0,False
"and(shr4,or(rol1,rol3))",1,1,0,False
"and(shr4,or(rol3,ror3))",1,1,0,False
"and(shr4,or(rol3,shl1))",1,1,0,False
"and(shr5,or(not(ror2),not(shl2)))",1,1,0,False
"and(shr5,or(not(shl2),x))",1,1,0,False
"and(shr5,or(reverse,rol2))",1,1,0,False
"and(shr6,or(const_00000001,reverse))",1,1,0,False
"and(shr6,or(nibble_swap,not(shl1)))",1,1,0,False
"and(shr6,or(not(nibble_swap),reverse))",1,1,0,False
"and(shr6,or(not(nibble_swap),rol1))",1,1,0,False
"and(shr6,or(not(nibble_swap),rol3))",1,1,0,False
"and(shr6,or(not(nibble_swap),x))",1,1,0,False
"and(shr6,or(not(rol1),reverse))",1,1,0,False
"and(shr6,or(not(rol3),reverse))",1,1,0,False
"and(shr6,or(ror1,ror3))",1,1,0,False
"and(shr7,or(nibble_swap,not(rol2)))",1,1,0,False
"and(shr7,or(nibble_swap,not(rol3)))",1,1,0,False
"and(shr7,or(nibble_swap,not(ror2)))",1,1,0,False
"and(shr7,or(nibble_swap,not(x)))",1,1,0,False
"and(shr7,or(not(rol2),not(rol3)))",1,1,0,False
"and(shr7,or(not(rol2),not(ror2)))",1,1,0,False
"and(shr7,or(not(rol2),not(x)))",1,1,0,False
"and(shr7,or(not(rol3),not(ror2)))",1,1,0,False
"and(shr7,or(not(rol3),not(x)))",1,1,0,False
"and(shr7,xor(nibble_swap,not(ror2)))",1,1,0,False
"and(shr7,xor(nibble_swap,not(x)))",1,1,0,False
"and(shr7,xor(not(rol2),not(ror2)))",1,1,0,False
"and(shr7,xor(not(rol2),not(x)))",1,1,0,False
"and(shr7,xor(not(rol3),not(ror2)))",1,1,0,False
"and(shr7,xor(not(rol3),not(x)))",1,1,0,False
"or(const_00000001,xor(not(ror1),shl2))",1,1,0,False
"or(const_00000001,xor(not(ror2),shl3))",1,1,0,False
"or(const_00000010,and(not(shl7),ror3))",1,1,0,False
"or(const_00000100,or(not(shr1),shr2))",1,1,0,False
"or(const_00000100,xor(not(ror2),not(shl7)))",1,1,0,False
"or(const_00010000,or(ror2,shr1))",1,1,0,False
"or(nibble_swap,and(const_not_01000000,shr1))",1,1,0,False
"or(nibble_swap,and(not(shl5),shr1))",1,1,0,False
"or(nibble_swap,and(not(shl6),ror1))",1,1,0,False
"or(nibble_swap,and(not(shl6),shr1))",1,1,0,False
"or(nibble_swap,and(not(shr6),not(shr7)))",1,1,0,False
"or(nibble_swap,not(shr6))",1,1,0,False
"or(nibble_swap,or(not(ror3),not(shr6)))",1,1,0,False
"or(nibble_swap,or(not(shr6),reverse))",1,1,0,False
"or(nibble_swap,or(not(shr6),rol1))",1,1,0,False
"or(nibble_swap,or(not(shr6),rol3))",1,1,0,False
"or(nibble_swap,or(not(shr6),ror1))",1,1,0,False
"or(nibble_swap,or(not(shr6),shl1))",1,1,0,False
"or(nibble_swap,or(not(shr6),shr7))",1,1,0,False
"or(nibble_swap,or(not(shr6),x))",1,1,0,False
"or(nibble_swap,or(shr1,shr7))",1,1,0,False
"or(nibble_swap,shr1)",1,1,0,False
"or(nibble_swap,xor(not(shr6),shr7))",1,1,0,False
"or(not(reverse),or(not(shr6),ror2))",1,1,0,False
"or(not(rol2),xor(not(shl6),not(shr1)))",1,1,0,False
"or(not(ror1),or(not(shr6),ror2))",1,1,0,False
"or(not(ror1),xor(not(shl6),not(shr7)))",1,1,0,False
"or(not(ror2),xor(not(shl6),not(shr1)))",1,1,0,False
"or(not(ror3),or(not(shl6),shl7))",1,1,0,False
"or(not(ror3),or(not(shl6),x))",1,1,0,False
"or(not(ror3),or(not(shr6),reverse))",1,1,0,False
"or(not(ror3),or(not(shr6),rol3))",1,1,0,False
"or(not(ror3),or(not(shr6),ror1))",1,1,0,False
"or(not(ror3),xor(not(shl6),shl7))",1,1,0,False
"or(not(ror3),xor(not(shl7),not(shr2)))",1,1,0,False
"or(not(shl6),and(const_10000000,x))",1,1,0,False
"or(not(shl6),and(not(rol1),shl7))",1,1,0,False
"or(not(shl6),and(not(rol1),x))",1,1,0,False
"or(not(shl6),and(not(shr1),reverse))",1,1,0,False
"or(not(shl6),and(not(shr1),x))",1,1,0,False
"or(not(shl6),and(reverse,x))",1,1,0,False
"or(not(shl6),and(ror1,x))",1,1,0,False
"or(not(shl6),and(shl7,x))",1,1,0,False
"or(not(shl6),or(shl7,x))",1,1,0,False
"or(not(shl6),shl7)",1,1,0,False
"or(not(shl6),x)",1,1,0,False
"or(not(shl6),xor(const_01000000,reverse))",1,1,0,False
"or(not(shl6),xor(const_01000000,ror1))",1,1,0,False
"or(not(shl6),xor(not(reverse),not(shr1)))",1,1,0,False
"or(not(shr1),and(const_00000001,nibble_swap))",1,1,0,False
"or(not(shr1),and(nibble_swap,shr7))",1,1,0,False
"or(not(shr1),and(not(rol3),shr7))",1,1,0,False
"or(not(shr1),and(not(shl1),shr6))",1,1,0,False
"or(not(shr1),and(not(shr4),shr2))",1,1,0,False
"or(not(shr1),and(not(shr5),shr2))",1,1,0,False
"or(not(shr1),and(not(x),shr7))",1,1,0,False
"or(not(shr1),and(ror2,shr3))",1,1,0,False
"or(not(shr1),and(ror2,shr6))",1,1,0,False
"or(not(shr1),and(ror3,shr2))",1,1,0,False
"or(not(shr1),and(ror3,shr6))",1,1,0,False
"or(not(shr1),or(shr2,shr7))",1,1,0,False
"or(not(shr1),shr2)",1,1,0,False
"or(not(shr1),shr6)",1,1,0,False
"or(not(shr1),shr7)",1,1,0,False
"or(not(shr1),xor(not(shl6),not(shr7)))",1,1,0,False
"or(not(shr4),and(const_00000001,not(ror1)))",1,1,0,False
"or(not(shr4),and(const_00000001,not(ror2)))",1,1,0,False
"or(not(shr4),and(not(ror1),shr7))",1,1,0,False
