id,selection_tier,query_raw,answer,decision_note
10b71e8a,manual_audit_priority,]?+>?,#}:,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
14d4d68e,manual_audit_priority,'/->[,-$',README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
1545b8f1,manual_audit_priority,$|+$|,!)>,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
156e8c2c,manual_audit_priority,#'+{',{[#,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
15950a46,manual_audit_priority,<$*}&,}@<[,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
16ddcf94,manual_audit_priority,!?*&!,"""^",README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
175fc78a,manual_audit_priority,^!*![,!)(',README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
177f0c22,manual_audit_priority,>?-#[,/>,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
17d40290,manual_audit_priority,"}""-}!",$:,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
180ddd62,manual_audit_priority,|)][),]/,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
18a4d39d,manual_audit_priority,"^""*<>","#$""/",README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
18bce168,manual_audit_priority,&}:)),@&`{,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
191ac967,manual_audit_priority,}?!?$,!>,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
193c21d5,manual_audit_priority,>|*%{,}>[[,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
194695e8,manual_audit_priority,!\-{<,%,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
19968602,manual_audit_priority,&/*[/,"""!`|",README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
19ab8087,manual_audit_priority,\/+!^,^)],README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
1a112a8f,manual_audit_priority,?){|$,>?,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
1a493b13,manual_audit_priority,@^-@:,-],README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
1ab54795,manual_audit_priority,(|-\|,%,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
1ac66163,manual_audit_priority,``+[`,#'[,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
1c2e9814,manual_audit_priority,"""%:^/",'?},README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
1cce5949,manual_audit_priority,`\}`],[?},README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
1d15b7e6,manual_audit_priority,|[)$[,|['{,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
1f64478c,manual_audit_priority,#!+>\,:{,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
1fb37a08,manual_audit_priority,$|'<$,$!:,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
20e6b2d1,manual_audit_priority,@`-](,'',README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
212e792d,manual_audit_priority,%\):!,)//,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
21ee162c,manual_audit_priority,'$)/&,'&{,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
223b2899,manual_audit_priority,"??"">`",<[{?,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
236a2204,manual_audit_priority,{{*]),`>,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
239771fb,manual_audit_priority,"""'}|""",|)},README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
252d0997,manual_audit_priority,)[-`/,-/@,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
258b796b,manual_audit_priority,`]*|[,`]|[,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
25e89624,manual_audit_priority,>)+\|,"[""$",README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
25ee72c3,manual_audit_priority,"#""*<<","#""<<",README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
26a2a1b8,manual_audit_priority,(\#</,(:,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
271a867c,manual_audit_priority,<?-?{,:,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
27fdca03,manual_audit_priority,}/$(/,@!,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
28b0ff48,manual_audit_priority,|^-^^,'],README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
294453b5,manual_audit_priority,##-!),&(,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
2a204590,manual_audit_priority,#^*&#,&<^#,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
2affe39c,manual_audit_priority,"':+""?",(],README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
2c017f70,manual_audit_priority,>/+%(,>/%(,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
2c1cace4,manual_audit_priority,"]}-$""",!},README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
2c9a8df6,manual_audit_priority,&<-&&,-]\,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
2cf042b9,manual_audit_priority,|>-|[,?^,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
2d624cab,manual_audit_priority,>)`#',![)],README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
2db53c85,manual_audit_priority,{{*|',)//:,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
2de43f9f,manual_audit_priority,'[+}>,'%,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
2e1b9d84,manual_audit_priority,[`+'},"]>""",README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
2e550436,manual_audit_priority,`^+$!,?){,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
2e8fc884,manual_audit_priority,|<+?{,<[$,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
2e9973b7,manual_audit_priority,)\+?%,)\?%,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
2e9b1b9d,manual_audit_priority,")>+!""",<),README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
303c84ea,manual_audit_priority,'|(`$,#$$,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
303fc16b,manual_audit_priority,"(""<\""",'?,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
305a3436,manual_audit_priority,'{+@`,&{',README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
30e4b199,manual_audit_priority,@@\&&,|:|,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
31051ff2,manual_audit_priority,@`+|`,||,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
31678582,manual_audit_priority,"#/&"":",<:),README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
31b8db52,manual_audit_priority,)(*::,<{|?,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
32bb8ff5,manual_audit_priority,??-&:,`&,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
340321c8,manual_audit_priority,!%-$!,-!:,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
3424f037,manual_audit_priority,"{|*""&",{{|:,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
34d1d16f,manual_audit_priority,'/^?@,^|!,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
3559dfc9,manual_audit_priority,"""/'#>",[%[,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
35658269,manual_audit_priority,[#:>(,":""#",README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
36b5df1b,manual_audit_priority,`'%|!,%\/,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
38a49ff0,manual_audit_priority,&}$\!,&/>?,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
398478f6,manual_audit_priority,|)+@),:[,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
39a1f5e9,manual_audit_priority,">[*<""","<"">[",README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
3a6286e9,manual_audit_priority,!|*||,!{!$,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
3a7fe2a6,manual_audit_priority,))&%|,&)!,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
3b7148f6,manual_audit_priority,&)+)\,&&$,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
3b97e6f6,manual_audit_priority,>!-/',<,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
3cc03e36,manual_audit_priority,#/*|#,}|(#,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
3cf0f8cc,manual_audit_priority,&%]!/,%,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
3ef9ab02,manual_audit_priority,"({-""%",-%],README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
3f8d5299,manual_audit_priority,">""&!^",^\>,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
40ba1b6f,manual_audit_priority,@]-$(,$(,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
41554020,manual_audit_priority,|:-}@,?:,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
420d5352,manual_audit_priority,]]*?),&?,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
42bde66c,manual_audit_priority,#<+#/,>),README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
432b1110,manual_audit_priority,\{*<?,%[:?,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
43674aea,manual_audit_priority,&#+&$,}#>,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
4612258e,manual_audit_priority,)#-:@,-[!,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
465a990c,manual_audit_priority,"""[-&[",:,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
468bf9fc,manual_audit_priority,!!+:!,>!%,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
48194d70,manual_audit_priority,^@/[:,^[#|,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
48817fa0,manual_audit_priority,"}[?!""",##:%,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
491b8ea5,manual_audit_priority,@|-]!,)!,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
49f6ba46,manual_audit_priority,)>&'!,``,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
4a02017f,manual_audit_priority,"#?+'""",'&},README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
4b7c076e,manual_audit_priority,#]){$,#{$,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
4bb8c6cd,manual_audit_priority,]}*\!,]}\!,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
4bfd095a,manual_audit_priority,@/*[@,{<<<,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
4d04ce0c,manual_audit_priority,?(&[},&:?,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
4d8df95b,manual_audit_priority,??-??,),README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
4e28b132,manual_audit_priority,//%>:,:},README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
4f2351e5,manual_audit_priority,[[\}),<`,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
4fd29059,manual_audit_priority,:[*':,'%%[,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
50a694de,manual_audit_priority,]`(!!,%],README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
50ba5396,manual_audit_priority,"}&(\""",\]]@,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
51174a9d,manual_audit_priority,$|}||,[/<,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
5128831c,manual_audit_priority,[^+{&,&[$,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
51352792,manual_audit_priority,"""/*|""","`""<`",README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
518deb39,manual_audit_priority,$$-<>,$,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
51da0ee1,manual_audit_priority,"]]+]""",:]:,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
52f499f4,manual_audit_priority,/(>}@,$[^%,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
536d9cca,manual_audit_priority,<|-]<,&',README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
54818142,manual_audit_priority,>^->@,-<,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
54dbab41,manual_audit_priority,`$+'),|$,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
54e8c553,manual_audit_priority,"""""|""]",$$<<,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
5501c054,manual_audit_priority,!#$#^,[#>#,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
55bc449c,manual_audit_priority,!`(&:,:<,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
55f4fa64,manual_audit_priority,{{[!?,{{!?,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
563bf8f9,manual_audit_priority,"""!-//",-'/,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
564916b5,manual_audit_priority,"""!-$$",$,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
56ac76c6,manual_audit_priority,$^+^`,>&{,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
56efc838,manual_audit_priority,()*?},}$?(,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
57f6878e,manual_audit_priority,|@<:(,%{{,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
58c099d2,manual_audit_priority,^!-#\,-)\,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
5998ac05,manual_audit_priority,"]<""@:","""<",README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
599e922a,manual_audit_priority,@<+:{,>@,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
5a0d95e2,manual_audit_priority,{@*|{,/(#),README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
5b2523e6,manual_audit_priority,><-\$,&&,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
5b673564,manual_audit_priority,?)/%},],README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
5bcb572e,manual_audit_priority,"""{-{!",-!#,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
5be6a3c1,manual_audit_priority,[:{}@,}}?),README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
5c2ef0ae,manual_audit_priority,/&*\?,'@,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
5c9f274a,manual_audit_priority,}:*?:,:[``,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
5d35ee2e,manual_audit_priority,[&+[[,&/{,README final-answer metric + exhaustive glyph solver scans found ambiguity but no concrete suspect signal; kept as answer-only training labels while remaining non-trace-safe
