id,selection_tier,query_operator,same_operator_example_count,answer,query_raw,safe_prediction,safe_prediction_count,safe_spec_count,safe_support_max,safe_specs,all_predictions
164b3241,verified_trace_ready,&,2,52,12&41,52,1,3,2,&::x_plus_y_minus1::abs_plain|&::x_plus_y_minus1::plain|&::x_plus_y_minus1::prefix_if_negative,52
209c43f0,verified_trace_ready,^,2,101,18^84,101,1,3,2,^::x_plus_y_minus1::abs_plain|^::x_plus_y_minus1::plain|^::x_plus_y_minus1::prefix_if_negative,101
27cec7a9,verified_trace_ready,:,2,3341,33:41,3341,1,1,2,:::concat_xy::string_template,3341
2f5959c9,verified_trace_ready,`,2,7141,84`85,7141,1,3,2,`::x_mul_y_plus1::abs_plain|`::x_mul_y_plus1::plain|`::x_mul_y_plus1::prefix_if_negative,7141
4895b955,verified_trace_ready,(,2,4796,47(96,4796,1,1,2,(::concat_xy::string_template,4796
579b4607,verified_trace_ready,(,2,16,90(74,16,1,1,2,(::x_minus_y::prefix_if_negative,16
5eea60e7,verified_trace_ready,`,2,791,79`10,791,1,3,2,`::x_mul_y_plus1::abs_plain|`::x_mul_y_plus1::plain|`::x_mul_y_plus1::prefix_if_negative,791
7195cb7b,verified_trace_ready,\,2,68,33\34,68,1,3,2,\::x_plus_y_plus1::abs_plain|\::x_plus_y_plus1::plain|\::x_plus_y_plus1::prefix_if_negative,68
75032b65,verified_trace_ready,&,2,27,52&25,27,1,1,2,&::x_minus_y::prefix_if_negative,27
878c843c,verified_trace_ready,/,2,35,80/45,35,1,1,2,/::x_minus_y::prefix_if_negative,35
91b42a45,verified_trace_ready,',2,170,73'96,170,1,3,2,'::x_plus_y_plus1::abs_plain|'::x_plus_y_plus1::plain|'::x_plus_y_plus1::prefix_if_negative,170
b4342b90,verified_trace_ready,\,2,66,40\25,66,1,3,2,\::x_plus_y_plus1::abs_plain|\::x_plus_y_plus1::plain|\::x_plus_y_plus1::prefix_if_negative,66
d7682996,verified_trace_ready,$,2,157,95$62,157,1,3,2,$::x_plus_y::abs_plain|$::x_plus_y::plain|$::x_plus_y::prefix_if_negative,157
f4ecefa4,verified_trace_ready,%,2,86,27%58,86,1,3,2,%::x_plus_y_plus1::abs_plain|%::x_plus_y_plus1::plain|%::x_plus_y_plus1::prefix_if_negative,86
f7d90ae3,verified_trace_ready,/,2,9819,98/19,9819,1,1,2,/::concat_xy::string_template,9819
fee66e16,verified_trace_ready,!,2,3910,46!85,3910,1,3,2,!::x_mul_y::abs_plain|!::x_mul_y::plain|!::x_mul_y::prefix_if_negative,3910
