benchmark_name,benchmark_role,benchmark_index,id,prompt,answer,family,family_short,template_subtype,selection_tier,teacher_solver_candidate,answer_type,num_examples,prompt_len_chars,hard_score,group_signature,query_raw,leaderboard_proxy_bucket,proxy_v2_source,proxy_v2_focus_bucket,proxy_v2_note,v1_focus_bucket,v1_exposure_band,v1_bucket_note,bit_structured_formula_name,bit_structured_formula_abstract_family,bit_not_structured_formula_name,bit_structured_formula_safe_support,bit_structured_formula_abstract_support,bit_not_structured_formula_safe_support,bit_no_candidate_positions,bit_multi_candidate_positions,query_hamming_bin,audit_priority_score,_source_name,_source_split,proxy_role,leaderboard_proxy_note,v3f_prediction,current_prediction,v3f_is_correct,current_is_correct
leaderboard_proxy_v2_set,leaderboard_proxy_v2,11,bf98d26a,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00010100 -> 10000101
10110000 -> 00101100
10001111 -> 00000011
10000000 -> 00100000
11010011 -> 10010100
10110111 -> 00001101
01011000 -> 00010110
00101001 -> 01101010
01100011 -> 10111000

Now, determine the output for: 10111000",00101110,bit_manipulation,binary,bit_other,verified_trace_ready,binary_affine_xor,binary8,9,489,5.0,unknown__ex9__qhwmid,10111000,supported_affine_xor,leaderboard_proxy_v1_focus,supported_affine_xor,Focused hidden-gap slices from leaderboard_proxy_v1.,supported_affine_xor,supported,v1で明示的に学習量を確保した affine_xor slice。,"xor(ror2,shl5)","xor(ror,shl)","xor(not(ror2),not(shl5))",3.0,33.0,3.0,3.0,0.0,-1.0,8.5,binary_bias_specialized_set,specialized,v3f_only,Rows where v3f is correct and current is wrong; concentrates suspected hidden-regression slices.,00101110,00010110,True,False
leaderboard_proxy_v2_set,leaderboard_proxy_v2,12,1e677e2c,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11110100 -> 01001111
00100111 -> 10110010
01000011 -> 11110100
01110011 -> 11110111
11100011 -> 11111110
00000100 -> 01000000
10101111 -> 00111010
00111101 -> 10010011

Now, determine the output for: 11011000",10001101,bit_manipulation,binary,bit_other,verified_trace_ready,binary_affine_xor,binary8,8,468,3.0,unknown__ex8__qhwmid,11011000,supported_affine_xor,leaderboard_proxy_v1_focus,supported_affine_xor,Focused hidden-gap slices from leaderboard_proxy_v1.,supported_affine_xor,supported,v1で明示的に学習量を確保した affine_xor slice。,"xor(nibble_swap,shl6)","xor(nibble_swap,shl)","xor(nibble_swap,shl6)",1.0,9.0,1.0,2.0,0.0,-1.0,6.5,binary_bias_specialized_set,specialized,v3f_only,Rows where v3f is correct and current is wrong; concentrates suspected hidden-regression slices.,10001101,00011101,True,False
leaderboard_proxy_v2_set,leaderboard_proxy_v2,13,0031df9c,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00000000 -> 00000000
11001011 -> 11110010
11110010 -> 10111100
01001000 -> 00010010
01101000 -> 00011010
01011101 -> 01010111
10111001 -> 01101110
11011111 -> 11110111
11110101 -> 01111101
01111001 -> 01011110

Now, determine the output for: 11010000",00110100,bit_manipulation,binary,bit_permutation_inversion,verified_trace_ready,binary_bit_permutation_bijection,binary8,10,510,6.0,unknown__ex10__qhwmid,11010000,supported_bijection,leaderboard_proxy_v1_focus,supported_bijection,Focused hidden-gap slices from leaderboard_proxy_v1.,supported_bijection,supported,v1の rotation / bijection 系 teacher を代表する slice。,ror2,ror,ror2,5.0,18.0,4.0,0.0,0.0,-1.0,7.5,binary_bias_specialized_set,specialized,v3f_only,Rows where v3f is correct and current is wrong; concentrates suspected hidden-regression slices.,00110100,10110100,True,False
leaderboard_proxy_v2_set,leaderboard_proxy_v2,14,6a578940,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11100001 -> 00001111
10011110 -> 11110100
01111111 -> 11111011
10101010 -> 01010101
11110001 -> 10001111
11011110 -> 11110110
01111000 -> 11000011
10001110 -> 01110100
01110110 -> 10110011
00111000 -> 11000001

Now, determine the output for: 00010010",10010000,bit_manipulation,binary,bit_permutation_inversion,verified_trace_ready,binary_bit_permutation_bijection,binary8,10,510,6.0,unknown__ex10__qhwlow,00010010,supported_bijection,leaderboard_proxy_v1_focus,supported_bijection,Focused hidden-gap slices from leaderboard_proxy_v1.,supported_bijection,supported,v1の rotation / bijection 系 teacher を代表する slice。,rol3,rol,,6.0,11.0,0.0,0.0,0.0,-1.0,8.0,binary_bias_specialized_set,specialized,v3f_only,Rows where v3f is correct and current is wrong; concentrates suspected hidden-regression slices.,10010000,01001000,True,False
leaderboard_proxy_v2_set,leaderboard_proxy_v2,15,dff2a315,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11101100 -> 00111011
00000000 -> 00000000
00010100 -> 00000101
11101001 -> 01111010
10000001 -> 01100000
00110101 -> 01001101
11010100 -> 00110101
01000110 -> 10010001
11111011 -> 11111110
10110100 -> 00101101

Now, determine the output for: 11111010",10111110,bit_manipulation,binary,bit_permutation_inversion,verified_trace_ready,binary_bit_permutation_bijection,binary8,10,510,6.0,unknown__ex10__qhwhigh,11111010,supported_bijection,leaderboard_proxy_v1_focus,supported_bijection,Focused hidden-gap slices from leaderboard_proxy_v1.,supported_bijection,supported,v1の rotation / bijection 系 teacher を代表する slice。,ror2,ror,,5.0,18.0,0.0,0.0,0.0,-1.0,7.5,binary_bias_specialized_set,specialized,v3f_only,Rows where v3f is correct and current is wrong; concentrates suspected hidden-regression slices.,10111110,01111110,True,False
leaderboard_proxy_v2_set,leaderboard_proxy_v2,16,873b8ea2,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11100101 -> 11110010
10000100 -> 01000010
01111111 -> 10111111
11101101 -> 11110110
01001111 -> 10100111
10111010 -> 01011101
01001001 -> 10100100
10011111 -> 11001111
01110100 -> 00111010
10110011 -> 11011001

Now, determine the output for: 11100100",01110010,bit_manipulation,binary,bit_permutation_inversion,verified_trace_ready,binary_bit_permutation_bijection,binary8,10,510,4.0,rrot__ex10__qhwmid,11100100,supported_bijection,leaderboard_proxy_v1_focus,supported_bijection,Focused hidden-gap slices from leaderboard_proxy_v1.,supported_bijection,supported,v1の rotation / bijection 系 teacher を代表する slice。,,,,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,binary_bias_specialized_set,specialized,v3f_only,Rows where v3f is correct and current is wrong; concentrates suspected hidden-regression slices.,01110010,11110010,True,False
leaderboard_proxy_v2_set,leaderboard_proxy_v2,17,04183bf9,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
01100011 -> 10001101
00001000 -> 00100000
11000000 -> 00000011
10011000 -> 01100010
00001110 -> 00111000
10101011 -> 10101110
00110000 -> 11000000

Now, determine the output for: 00100100",10010000,bit_manipulation,binary,bit_permutation_inversion,verified_trace_ready,binary_bit_permutation_bijection,binary8,7,447,3.0,unknown__ex7__qhwlow,00100100,supported_bijection,leaderboard_proxy_v1_focus,supported_bijection,Focused hidden-gap slices from leaderboard_proxy_v1.,supported_bijection,supported,v1の rotation / bijection 系 teacher を代表する slice。,,,,0.0,0.0,0.0,0.0,0.0,-1.0,5.5,binary_bias_specialized_set,specialized,v3f_only,Rows where v3f is correct and current is wrong; concentrates suspected hidden-regression slices.,10010000,01001000,True,False
leaderboard_proxy_v2_set,leaderboard_proxy_v2,18,1054486f,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00111000 -> 00000111
11100100 -> 10011100
00100111 -> 11100100
00000001 -> 00100000
00011011 -> 01100011
01101110 -> 11001101
01111001 -> 00101111
00011010 -> 01000011
01101000 -> 00001101
11001001 -> 00111001

Now, determine the output for: 11110100",10011110,bit_manipulation,binary,bit_permutation_inversion,verified_trace_ready,binary_bit_permutation_bijection,binary8,10,510,6.0,unknown__ex10__qhwmid,11110100,supported_bijection,leaderboard_proxy_v1_focus,supported_bijection,Focused hidden-gap slices from leaderboard_proxy_v1.,supported_bijection,supported,v1の rotation / bijection 系 teacher を代表する slice。,,,,0.0,0.0,0.0,0.0,0.0,-1.0,8.0,binary_bias_specialized_set,specialized,both_correct,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,10011110,10011110,True,True
leaderboard_proxy_v2_set,leaderboard_proxy_v2,19,b9500f41,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00110000 -> 10000001
01010000 -> 10000010
01111011 -> 11011011
10101011 -> 01011101
11000111 -> 00111110
10010010 -> 10010100
10101101 -> 01101101
10010101 -> 10101100
11000011 -> 00011110
10111100 -> 11100101

Now, determine the output for: 00011110",11110000,bit_manipulation,binary,bit_permutation_inversion,verified_trace_ready,binary_bit_permutation_bijection,binary8,10,510,6.0,unknown__ex10__qhwmid,00011110,supported_bijection,leaderboard_proxy_v1_focus,supported_bijection,Focused hidden-gap slices from leaderboard_proxy_v1.,supported_bijection,supported,v1の rotation / bijection 系 teacher を代表する slice。,,,,0.0,0.0,0.0,0.0,0.0,-1.0,8.0,binary_bias_specialized_set,specialized,both_correct,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,11110000,11110000,True,True
leaderboard_proxy_v2_set,leaderboard_proxy_v2,20,bfee75d5,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11010110 -> 10110101
00110111 -> 11001101
10011011 -> 11100110
10001001 -> 01100010
11110111 -> 11111101
00011101 -> 01000111
11111101 -> 01111111
00001110 -> 10000011
10110111 -> 11101101
01101111 -> 11011011

Now, determine the output for: 00001001",01000010,bit_manipulation,binary,bit_permutation_inversion,verified_trace_ready,binary_bit_permutation_bijection,binary8,10,510,6.0,unknown__ex10__qhwlow,00001001,supported_bijection,leaderboard_proxy_v1_focus,supported_bijection,Focused hidden-gap slices from leaderboard_proxy_v1.,supported_bijection,supported,v1の rotation / bijection 系 teacher を代表する slice。,ror2,ror,ror2,5.0,18.0,4.0,0.0,0.0,-1.0,8.5,binary_bias_specialized_set,specialized,both_correct,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,01000010,01000010,True,True
leaderboard_proxy_v2_set,leaderboard_proxy_v2,21,d062642e,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
01011000 -> 00001011
10110100 -> 10010110
01101101 -> 10101101
10010011 -> 01110010
10111010 -> 01010111
11001100 -> 10011001
11010110 -> 11011010
11010011 -> 01111010
01101110 -> 11001101
11110110 -> 11011110

Now, determine the output for: 10010000",00010010,bit_manipulation,binary,bit_permutation_inversion,verified_trace_ready,binary_bit_permutation_bijection,binary8,10,510,6.0,unknown__ex10__qhwlow,10010000,supported_bijection,leaderboard_proxy_v1_focus,supported_bijection,Focused hidden-gap slices from leaderboard_proxy_v1.,supported_bijection,supported,v1の rotation / bijection 系 teacher を代表する slice。,,,,0.0,0.0,0.0,0.0,0.0,-1.0,7.5,binary_bias_specialized_set,specialized,both_correct,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,00010010,00010010,True,True
leaderboard_proxy_v2_set,leaderboard_proxy_v2,22,fa67da07,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
10000011 -> 00001110
10101010 -> 10101010
01011010 -> 01101001
10001100 -> 00110010
00000111 -> 00011100
00001101 -> 00110100
10101101 -> 10110110
11110110 -> 11011011
01101101 -> 10110101
10110111 -> 11011110

Now, determine the output for: 11111010",11101011,bit_manipulation,binary,bit_permutation_inversion,verified_trace_ready,binary_bit_permutation_bijection,binary8,10,510,6.0,unknown__ex10__qhwhigh,11111010,supported_bijection,leaderboard_proxy_v1_focus,supported_bijection,Focused hidden-gap slices from leaderboard_proxy_v1.,supported_bijection,supported,v1の rotation / bijection 系 teacher を代表する slice。,rol2,rol,rol2,2.0,11.0,2.0,0.0,0.0,-1.0,7.5,binary_bias_specialized_set,specialized,both_correct,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,11101011,11101011,True,True
leaderboard_proxy_v2_set,leaderboard_proxy_v2,23,0201e198,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
01010111 -> 10111010
11100010 -> 00010111
00111100 -> 11100001
00001110 -> 01110000
10000111 -> 00111100
10111000 -> 11000101
10100110 -> 00110101
00101110 -> 01110001
01011001 -> 11001010

Now, determine the output for: 10111110",11110101,bit_manipulation,binary,bit_permutation_inversion,verified_trace_ready,binary_bit_permutation_bijection,binary8,9,489,5.0,unknown__ex9__qhwhigh,10111110,supported_bijection,leaderboard_proxy_v1_focus,supported_bijection,Focused hidden-gap slices from leaderboard_proxy_v1.,supported_bijection,supported,v1の rotation / bijection 系 teacher を代表する slice。,,,,0.0,0.0,0.0,0.0,0.0,-1.0,7.5,binary_bias_specialized_set,specialized,both_correct,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,11110101,11110101,True,True
leaderboard_proxy_v2_set,leaderboard_proxy_v2,24,034930e2,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
10010110 -> 01011010
10010001 -> 01000110
10100001 -> 10000110
11010000 -> 01000011
10001000 -> 00100010
11110001 -> 11000111
01100001 -> 10000101
00000001 -> 00000100
00101010 -> 10101000

Now, determine the output for: 11000101",00010111,bit_manipulation,binary,bit_permutation_inversion,verified_trace_ready,binary_bit_permutation_bijection,binary8,9,489,5.0,unknown__ex9__qhwmid,11000101,supported_bijection,leaderboard_proxy_v1_focus,supported_bijection,Focused hidden-gap slices from leaderboard_proxy_v1.,supported_bijection,supported,v1の rotation / bijection 系 teacher を代表する slice。,,,,0.0,0.0,0.0,0.0,0.0,-1.0,7.5,binary_bias_specialized_set,specialized,both_correct,Rows both models solve; calibrates proxy topline upward without collapsing the gap.,00010111,00010111,True,True
