id,origin_problem_id,category,bucket,selection_tier,template_subtype,teacher_solver_candidate,recommended_repeat_count,assistant_styles,source_mixes,prompt_suffix_modes,proxy_failed,validation_failed,hard_score,source_tags
0abfab8b,0abfab8b,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_two_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
0b3cf93f,0b3cf93f,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_two_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
0d7aacfc,0d7aacfc,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_affine_xor,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
0dd5caf4,0dd5caf4,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_two_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,5.0,binary_other_light|measured_regression|train_recommended_learning_target_v1|v1_selected|v4_public_base
0dfd7674,0dfd7674,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_four_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
0f7ddd75,0f7ddd75,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_three_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
0fe06e8c,0fe06e8c,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_affine_xor,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
100e280a,100e280a,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_two_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
1054486f,1054486f,bit_manipulation,binary_other_light,verified_trace_ready,bit_permutation_inversion,binary_bit_permutation_bijection,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v4_public_base
10d29630,10d29630,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_affine_xor,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
118b6643,118b6643,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_two_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
12e947ca,12e947ca,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_affine_xor,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
130a5dff,130a5dff,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_two_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
14a72508,14a72508,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_two_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
16186320,16186320,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_affine_xor,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
18602be3,18602be3,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_two_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
1c2a3c5b,1c2a3c5b,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_two_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
1c566511,1c566511,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_two_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
1dba764b,1dba764b,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_two_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
1dfb1f3d,1dfb1f3d,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_affine_xor,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
1fa373db,1fa373db,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_two_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
201b150e,201b150e,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_affine_xor,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
20333a1f,20333a1f,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_affine_xor,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
22c34f56,22c34f56,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_affine_xor,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
2395d6df,2395d6df,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_affine_xor,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
2441e2b4,2441e2b4,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_affine_xor,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
24a68f61,24a68f61,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_two_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
24ef5b88,24ef5b88,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_affine_xor,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
2aae1021,2aae1021,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_two_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
2b28f527,2b28f527,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_two_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
3296c5b5,3296c5b5,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_two_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
3302f383,3302f383,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_two_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
33910360,33910360,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_affine_xor,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
3564baf1,3564baf1,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_affine_xor,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
362e9e42,362e9e42,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_affine_xor,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
37d81990,37d81990,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_four_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
3a148f6a,3a148f6a,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_two_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
3a61d8ad,3a61d8ad,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_affine_xor,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
3ad042eb,3ad042eb,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_two_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
3bd56850,3bd56850,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_affine_xor,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
3fd617e5,3fd617e5,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_two_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
4099319d,4099319d,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_two_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
410a5cbd,410a5cbd,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_two_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
413086bc,413086bc,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_affine_xor,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
43b9343e,43b9343e,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_two_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
48ae04f6,48ae04f6,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_two_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
494e04ae,494e04ae,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_two_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
4ada9150,4ada9150,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_two_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
4ba4a7ec,4ba4a7ec,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_affine_xor,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
5f66eb60,5f66eb60,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_three_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,7.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
89bcfe7c,89bcfe7c,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_three_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,7.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
b9500f41,b9500f41,bit_manipulation,binary_other_light,verified_trace_ready,bit_permutation_inversion,binary_bit_permutation_bijection,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|measured_regression|train_recommended_learning_target_v1|v4_public_base
c30a782a,c30a782a,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_two_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|measured_regression|proxy_improved|train_recommended_learning_target_v1|v1_selected|v4_public_base
ec2e58ea,ec2e58ea,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_two_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,8.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
f922f81c,f922f81c,bit_manipulation,binary_other_light,verified_trace_ready,bit_other,binary_four_bit_boolean,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,7.0,binary_other_light|train_recommended_learning_target_v1|v1_selected|v4_public_base
fa67da07,fa67da07,bit_manipulation,binary_other_light,verified_trace_ready,bit_permutation_inversion,binary_bit_permutation_bijection,2,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_other_light|measured_regression|proxy_improved|train_recommended_learning_target_v1|v4_public_base
b9500f41,b9500f41,bit_manipulation,binary_permutation_donor_exact,verified_trace_ready,bit_permutation_inversion,binary_bit_permutation_bijection,3,anti_default1_commit|exact_closure_commit|exact_rule_commit,v6_binary_donor,boxed_final_answer,False,False,6.0,binary_permutation_exact|hard_default1_target|measured_regression|train_recommended_learning_target_v1|v6_binary_donor
fa67da07,fa67da07,bit_manipulation,binary_permutation_donor_exact,verified_trace_ready,bit_permutation_inversion,binary_bit_permutation_bijection,3,anti_default1_commit|exact_closure_commit|exact_rule_commit,v6_binary_donor,boxed_final_answer,True,False,6.0,binary_permutation_exact|current_proxy_fail|hard_default1_target|measured_regression|train_recommended_learning_target_v1|v3_to_current_proxy_regressed|v6_binary_donor
00754598,00754598,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,5.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
021ed764,021ed764,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_not_formula_manual,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,5.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
032fc96f,032fc96f,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,5.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
04d492a9,04d492a9,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
0520a6ec,0520a6ec,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|measured_regression|proxy_improved|train_recommended_learning_target_v1|v1_selected|v4_public_base
05d58fb3,05d58fb3,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula_abstract,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,5.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
06248efa,06248efa,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,5.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
073942b5,073942b5,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,5.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
07ceed47,07ceed47,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,3.0,binary_structured_core|train_recommended_learning_target_v1|v4_public_base|validation_improved
0a1326f4,0a1326f4,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,5.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
0a195a74,0a195a74,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
0a50c4a8,0a50c4a8,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|measured_regression|proxy_improved|train_recommended_learning_target_v1|v1_selected|v4_public_base
0b16458a,0b16458a,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,5.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
0ba9af93,0ba9af93,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula_abstract,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,5.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
0cb88778,0cb88778,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
0e7a6920,0e7a6920,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_not_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,5.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
106aeb25,106aeb25,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,5.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
13009e35,13009e35,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
13f76716,13f76716,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula_unique_exact,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,5.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
14a30d8f,14a30d8f,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,5.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
16e151ec,16e151ec,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
17fd9612,17fd9612,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,5.0,binary_structured_core|measured_regression|train_recommended_learning_target_v1|v1_selected|v4_public_base
18544cb0,18544cb0,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
18ab3864,18ab3864,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,5.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
18c797f1,18c797f1,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,5.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
1bea1a7b,1bea1a7b,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,5.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
1bf84ce3,1bf84ce3,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula_manual,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,5.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
1c3f2ff9,1c3f2ff9,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_not_formula_manual,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,5.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
1c671acc,1c671acc,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,5.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
1da4f2db,1da4f2db,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,5.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
1fe9b923,1fe9b923,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula_abstract,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,5.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
20052c2f,20052c2f,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula_abstract,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,5.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
20cdbdb1,20cdbdb1,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
20f3b869,20f3b869,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
21312779,21312779,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,5.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
22b516b3,22b516b3,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula_abstract,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,5.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
22e28f23,22e28f23,bit_manipulation,binary_structured_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_not_formula_manual,3,legacy_v4_long_trace,v4_public_base,boxed_final_answer,False,False,6.0,binary_structured_core|train_recommended_learning_target_v1|v1_selected|v4_public_base
