id,family,audit_bucket,hard_score,risk_bin,is_public_test_overlap,subfamily,answer_type,num_examples,query_raw,parse_ok,parse_confidence,group_signature,prompt_preview,answer
bd214062,bit_manipulation,normal,3.0,risk_mid,False,unknown,binary8,8,10011010,True,0.99,unknown__ex8__qhwmid,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, A",01011001
d68daa97,bit_manipulation,normal,3.0,risk_mid,False,unknown,binary8,7,11100110,True,0.99,unknown__ex7__qhwmid,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, A",01011001
000b53cf,bit_manipulation,public_overlap,5.0,risk_mid,True,unknown,binary8,9,11100000,True,0.99,unknown__ex9__qhwmid,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, A",01000011
00066667,bit_manipulation,public_overlap,3.0,risk_low,True,unknown,binary8,8,00110100,True,0.99,unknown__ex8__qhwmid,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, A",10010111
5657b059,gravity_constant,hard,5.0,risk_high,False,g18,numeric,5,2.58,True,0.99,gbin18__dec1,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 3.46s, distance = 105.57 m
For t = 3.09",58.7
572053c7,gravity_constant,hard,5.0,risk_high,False,g14,numeric,5,1.09,True,0.99,gbin14__dec1,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 4.3s, distance = 129.15 m
For t = 1.45s",8.3
6904934e,gravity_constant,hard,5.0,risk_high,False,g10,numeric,5,1.17,True,0.99,gbin10__dec1,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 4.55s, distance = 101.37 m
For t = 4.51",6.7
7054453b,gravity_constant,hard,5.0,risk_high,False,g16,numeric,5,1.03,True,0.99,gbin16__dec1,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 1.5s, distance = 17.83 m
For t = 2.11s,",8.4
7e26adf6,gravity_constant,hard,5.0,risk_high,False,g7,numeric,5,4.99,True,0.99,gbin7__dec1,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 1.59s, distance = 8.54 m
For t = 3.38s,",84.1
a631adf5,gravity_constant,hard,5.0,risk_high,False,g12,numeric,5,1.35,True,0.99,gbin12__dec1,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 1.91s, distance = 21.41 m
For t = 3.72s",10.7
0a4e0ecd,gravity_constant,hard,4.0,risk_high,False,g9,numeric,5,3.03,True,0.99,gbin9__dec1,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 2.39s, distance = 24.83 m
For t = 4.44s",39.9
12fe3d99,gravity_constant,hard,4.0,risk_high,False,g16,numeric,4,1.48,True,0.99,gbin16__dec1,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 1.32s, distance = 14.16 m
For t = 2.33s",17.8
14e06c76,gravity_constant,hard,4.0,risk_high,False,g14,numeric,5,1.76,True,0.99,gbin14__dec1,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 4.52s, distance = 146.4 m
For t = 1.65s",22.2
1adac02d,gravity_constant,hard,4.0,risk_high,False,g5,numeric,5,3.49,True,0.99,gbin5__dec1,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 3.14s, distance = 25.74 m
For t = 3.04s",31.8
25fa4c2c,gravity_constant,normal,4.0,risk_high,False,g10,numeric,5,1.11,True,0.99,gbin10__dec1,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 1.68s, distance = 14.2 m
For t = 3.5s, ",6.2
81042133,gravity_constant,normal,3.0,risk_high,False,g18,numeric,5,4.07,True,0.99,gbin18__dec2,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 1.5s, distance = 20.68 m
For t = 4.78s,",152.24
1845347a,gravity_constant,normal,2.0,risk_high,False,g8,numeric,5,1.56,True,0.99,gbin8__dec2,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 1.44s, distance = 8.21 m
For t = 3.48s,",9.63
39e10935,gravity_constant,normal,2.0,risk_high,False,g15,numeric,5,1.28,True,0.99,gbin15__dec2,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 2.58s, distance = 49.27 m
For t = 4.91s",12.13
8f0bc390,gravity_constant,normal,2.0,risk_high,False,g17,numeric,3,4.71,True,0.99,gbin17__dec2,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 4.09s, distance = 144.98 m
For t = 3.56",192.27
6488eec9,gravity_constant,normal,1.0,risk_mid,False,g8,numeric,4,4.9,True,0.99,gbin8__dec2,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 4.66s, distance = 82.9 m
For t = 1.17s,",91.66
6b0e997f,gravity_constant,normal,1.0,risk_mid,False,g7,numeric,3,4.78,True,0.99,gbin7__dec2,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 1.97s, distance = 12.99 m
For t = 2.48s",76.45
a2d676f4,gravity_constant,normal,1.0,risk_mid,False,g8,numeric,3,4.88,True,0.99,gbin8__dec2,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 1.89s, distance = 14.35 m
For t = 1.1s,",95.66
ae2e3a26,gravity_constant,normal,0.0,risk_low,False,g11,numeric,4,2.33,True,0.99,gbin11__dec2,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 4.8s, distance = 131.5 m
For t = 4.46s,",30.99
c97896c2,gravity_constant,normal,0.0,risk_low,False,g12,numeric,4,1.94,True,0.99,gbin12__dec2,"In Alice's Wonderland, the gravitational constant has been secretly changed. Here are some example observations:
For t = 2.29s, distance = 32.62 m
For t = 1.8s,",23.41
20ea1dc6,roman_numeral,hard,5.0,risk_high,False,subtractive,roman,5,90,True,0.99,decade9__sub1,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
69 -> LXIX
94 -> XCIV
81 -> LXXXI
59 -> LI",XC
658e7335,roman_numeral,hard,5.0,risk_high,False,subtractive,roman,5,40,True,0.99,decade4__sub1,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
100 -> C
30 -> XXX
36 -> XXXVI
18 -> XVIII",XL
6c9b7c29,roman_numeral,hard,5.0,risk_high,False,subtractive,roman,5,90,True,0.99,decade9__sub1,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
94 -> XCIV
28 -> XXVIII
95 -> XCV
26 -> XX",XC
82721bb8,roman_numeral,hard,5.0,risk_high,False,subtractive,roman,5,90,True,0.99,decade9__sub1,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
73 -> LXXIII
86 -> LXXXVI
51 -> LI
44 -> X",XC
f5031c32,roman_numeral,hard,5.0,risk_high,False,subtractive,roman,5,40,True,0.99,decade4__sub1,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
88 -> LXXXVIII
2 -> II
33 -> XXXIII
6 -> V",XL
039921f2,roman_numeral,hard,4.0,risk_high,False,subtractive,roman,5,99,True,0.99,decade9__sub1,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
96 -> XCVI
84 -> LXXXIV
36 -> XXXVI
59 -> ",XCIX
05c939be,roman_numeral,hard,4.0,risk_high,False,subtractive,roman,4,89,True,0.99,decade8__sub1,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
72 -> LXXII
37 -> XXXVII
37 -> XXXVII
95 -",LXXXIX
076fda72,roman_numeral,hard,4.0,risk_high,False,subtractive,roman,3,40,True,0.99,decade4__sub1,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
58 -> LVIII
38 -> XXXVIII
92 -> XCII
Now, ",XL
0b2877ce,roman_numeral,hard,4.0,risk_high,False,subtractive,roman,3,40,True,0.99,decade4__sub1,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
58 -> LVIII
32 -> XXXII
20 -> XX
Now, writ",XL
0da5e774,roman_numeral,hard,4.0,risk_high,False,subtractive,roman,4,89,True,0.99,decade8__sub1,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
79 -> LXXIX
15 -> XV
1 -> I
99 -> XCIX
Now",LXXXIX
22eb8359,roman_numeral,normal,3.0,risk_high,False,subtractive,roman,3,99,True,0.99,decade9__sub1,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
69 -> LXIX
17 -> XVII
41 -> XLI
Now, write",XCIX
cfe89737,roman_numeral,normal,3.0,risk_high,False,subtractive,roman,4,91,True,0.99,decade9__sub1,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
99 -> XCIX
61 -> LXI
86 -> LXXXVI
51 -> LI",XCI
2cf950c9,roman_numeral,normal,2.0,risk_high,False,subtractive,roman,3,14,True,0.99,decade1__sub1,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
51 -> LI
35 -> XXXV
31 -> XXXI
Now, write ",XIV
267fe2c6,roman_numeral,normal,1.0,risk_mid,False,additive,roman,3,2,True,0.99,decade0__sub0,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
3 -> III
20 -> XX
92 -> XCII
Now, write th",II
2fa6c2b5,roman_numeral,normal,1.0,risk_mid,False,additive,roman,3,83,True,0.99,decade8__sub0,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
76 -> LXXVI
40 -> XL
34 -> XXXIV
Now, writ",LXXXIII
30b94c6b,roman_numeral,normal,1.0,risk_mid,False,additive,roman,5,63,True,0.99,decade6__sub0,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
73 -> LXXIII
62 -> LXII
93 -> XCIII
64 -> ",LXIII
b8496b92,roman_numeral,normal,1.0,risk_mid,False,additive,roman,5,50,True,0.99,decade5__sub0,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
3 -> III
25 -> XXV
1 -> I
33 -> XXXIII
15 ",L
f9d9b3fd,roman_numeral,normal,1.0,risk_mid,False,additive,roman,5,23,True,0.99,decade2__sub0,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
51 -> LI
80 -> LXXX
70 -> LXX
82 -> LXXXII",XXIII
ef18d132,roman_numeral,normal,0.0,risk_low,False,additive,roman,3,76,True,0.99,decade7__sub0,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
37 -> XXXVII
56 -> LVI
63 -> LXIII
Now, wr",LXXVI
f0c8102d,roman_numeral,normal,0.0,risk_low,False,additive,roman,3,43,True,0.99,decade4__sub0,"In Alice's Wonderland, numbers are secretly converted into a different numeral system. Some examples are given below:
2 -> II
90 -> XC
44 -> XLIV
Now, write the",XLIII
065abaf6,symbol_equation,hard,9.0,risk_high,False,equation_transduction,symbolic,5,:\+&/,True,0.94,atypesymbolic__alen4__riskrisky,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
/}-\` = ]
](-]: = -&/
\]+&( = &(\]
\#-{] = -#
:{*",&/:\
3f67321d,symbol_equation,hard,9.0,risk_high,False,equation_transduction,symbolic,5,^`/:[,True,0.94,atypesymbolic__alen4__riskrisky,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
[{!`{ = }^{
:^/(} = ]{:
(}<(( = <}
\[!(} = ]]
`""/","}""[}"
4bb8c6cd,symbol_equation,hard,9.0,risk_high,False,equation_transduction,symbolic,4,]}*\!,True,0.94,atypesymbolic__alen4__riskrisky,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
`!-|: = -]!
]/-]: = `
'`-\' = -`/
]`+\| = ]`\|
]^",]}\!
50ba5396,symbol_equation,hard,9.0,risk_high,False,equation_transduction,symbolic,5,"}&(\""",True,0.94,atypesymbolic__alen4__riskrisky,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
\/*:"" = >/:
:""*?@ = >]>
//*&@ = }]
@\{/: = >/
\\(",\]]@
56efc838,symbol_equation,hard,9.0,risk_high,False,equation_transduction,symbolic,5,()*?},True,0.94,atypesymbolic__alen4__riskrisky,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
>}'$( = $\'
()'$( = #|'
>(*?\ = >}#
}(""}) = (#
>&",}$?(
5a3eaf6f,symbol_equation,hard,9.0,risk_high,False,equation_transduction,symbolic,5,"(?<\""",True,0.94,atypesymbolic__alen4__riskrisky,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
\^)^^ = )${
\^)\' = )$
(?<}? = }""(?
#}%\( = $""?
^","\{}"""
71d91445,symbol_equation,hard,9.0,risk_high,False,equation_transduction,symbolic,5,"\""/@|",True,0.94,atypesymbolic__alen1__riskrisky,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
\(/>} = @\
\%/`} = ((/
|(#""% = `>(
}(#`% = |((
>\",}
9d20c8a7,symbol_equation,hard,9.0,risk_high,False,equation_transduction,symbolic,5,[}\!),True,0.94,atypesymbolic__alen4__riskrisky,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
!/\]/ = !?)]
]?'|/ = )]
|/\![ = |:/]
]#'|} = )
/]",]]]}
a40497f9,symbol_equation,hard,9.0,risk_high,False,equation_transduction,symbolic,5,<%*]\,True,0.94,atypesymbolic__alen4__riskrisky,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
}`-`< = $}
%)-#` = -<`
`/-]# = -#\
#<+}` = \$#
$/",%]\<
a85864a9,symbol_equation,hard,9.0,risk_high,False,equation_transduction,symbolic,5,(\*}:,True,0.94,atypesymbolic__alen4__riskrisky,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
[}+[} = [}[}
:)*}/ = :)}/
)}-%` = -/[
%\-:| = )\
",(\}:
2c9a8df6,symbol_equation,normal,5.0,risk_high,False,equation_transduction,symbolic,3,&<-&&,True,0.94,atypesymbolic__alen3__riskrisky,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
<^-}& = -@{
\[+<\ = &]<
{@*}& = \][@
Now, determi",-]\
51174a9d,symbol_equation,normal,4.0,risk_mid,False,equation_transduction,symbolic,3,$|}||,True,0.94,atypesymbolic__alen3__risksafe,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
$')|$ = )'\
'[)[/ = [`
||^/$ = ||/$
Now, determin",[/<
705bb686,symbol_equation,normal,3.0,risk_mid,False,equation_transduction,numeric,4,54^04,True,0.94,atypenumeric__alen1__risksafe,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
95\91 = 2211
68\29 = 3197
47^12 = 35
15<68 = 731
",5
2e9639de,symbol_equation,normal,2.0,risk_low,False,equation_transduction,numeric,4,64&56,True,0.94,atypenumeric__alen4__risksafe,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
29-95 = 123
86[93 = [7
60&62 = 3721
23-97 = 119
N",3585
35672155,symbol_equation,normal,2.0,risk_low,False,equation_transduction,numeric,3,76:27,True,0.94,atypenumeric__alen4__risksafe,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
66*59 = *92
15:16 = 1113
27:56 = 0864
Now, determ",4284
9c8eef89,symbol_equation,normal,2.0,risk_mid,False,equation_transduction,numeric,4,"36""48",True,0.94,atypenumeric__alen4__risksafe,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
29!92 = !63
49""56 = 2744
93!86 = !7
19-49 = 67
No",1728
c7420a23,symbol_equation,normal,2.0,risk_mid,False,equation_transduction,numeric,5,42$75,True,0.94,atypenumeric__alen2__risksafe,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
34]17 = 578
78^63 = 142
16$83 = 67
39$17 = 22
84^",33
dc7a5e7b,symbol_equation,normal,2.0,risk_mid,False,equation_transduction,numeric,3,44@45,True,0.94,atypenumeric__alen4__risksafe,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
97?96 = 01?
36!09 = 351
73@82 = 7382
Now, determi",4445
5fe8d710,symbol_equation,normal,1.0,risk_low,False,equation_transduction,numeric,5,59+68,True,0.94,atypenumeric__alen3__risksafe,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
26-74 = 51
83+52 = 46
81*92 = 325
14+39 = 531
02*",281
e5d6e090,symbol_equation,normal,1.0,risk_low,False,equation_transduction,symbolic,3,@@+><,True,0.94,atypesymbolic__alen3__risksafe,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
[/-&{ = >@
|{-@< = #{
[|*#> = |<&
Now, determine ",#<@
03135557,text_decryption,hard,6.0,risk_high,False,tokens_5,text_phrase,5,svncgb ogkkgem xzw ygkgvork uggj,True,0.97,wc5__lensig6-7-3-8-4__charpatmid,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
jlbc ogrbs uwagbs yniw -> king found beyond cave
xzw uvlczx xwnyzwv enx",dragon follows the colorful book
31ea3deb,text_decryption,hard,6.0,risk_high,False,tokens_5,text_phrase,5,rwmyudcc amcuoidwc hld twmelh toos,True,0.97,wc5__lensig8-9-3-6-4__charpatmid,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
awjeoy mgjemydc aoow -> dragon imagines door
hld uofowbvf smye bovya ->",princess discovers the bright book
3c1d3e96,text_decryption,hard,6.0,risk_high,False,tokens_5,text_phrase,5,gdcpbk rzvkdfr zef alrzfbdhvr zbfprvbf,True,0.97,wc5__lensig6-7-3-10-8__charpatmid,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
tbdyufrr ubfpzfr wflhyk drqpyk -> princess creates beyond island
zfpuef",wizard studies the mysterious treasure
423cc0d5,text_decryption,hard,6.0,risk_high,False,tokens_5,text_phrase,5,cuke lyjjyrq tiz byjyxlfj afssjz,True,0.97,wc5__lensig4-7-3-8-6__charpatmid,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
qtfdzkt dxzgpq tiz pgeubgj bxwqtgj -> student dreams the magical crysta",king follows the colorful puzzle
538de189,text_decryption,hard,6.0,risk_high,False,tokens_5,text_phrase,5,ebhi kcamghkv unk fqvukhbgrv vughq,True,0.97,wc5__lensig4-8-3-10-5__charpatmid,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
lpu kcamghkv jphiks -> cat explores garden
obtphi dgrsi dghkvu -> wizar",bird explores the mysterious story
55d86f7e,text_decryption,hard,6.0,risk_high,False,tokens_5,text_phrase,5,adfowgd okacbewna dmw awcnwd obbn,True,0.97,wc5__lensig7-9-3-6-4__charpatmid,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
czd cnwzdwa uwaazsw -> cat creates message
nzvvkd jnkdwa fgown dbjwn ->",student discovers the secret door
c30e03b9,text_decryption,hard,6.0,risk_high,False,tokens_5,text_phrase,5,gfmkxcee sfine roc hwercfmaue hceeivc,True,0.97,wc5__lensig8-5-3-10-7__charpathigh,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
gfmkxcee erusmce bafcer -> princess studies forest
oirrcf sfcihe roc xd",princess draws the mysterious message
c65adf3e,text_decryption,hard,6.0,risk_high,False,tokens_5,text_phrase,5,zwmgv gdmiyvg dbv zagdvlywmg twdywc,True,0.97,wc5__lensig5-7-3-10-6__charpatmid,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
ejyrv qedrbvg dbv ielf fva -> alice watches the dark key
dmldjv yzeuycv",mouse studies the mysterious potion
00189f6a,text_decryption,hard,5.0,risk_high,True,tokens_3,text_phrase,5,trb wzrswvog hffk,True,0.97,wc3__lensig3-8-4__charpatmid,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
ucoov pwgtfyoqg vorq yrjjoe -> queen discovers near valley
pqrsfv pqorz",cat imagines book
00efa37c,text_decryption,hard,5.0,risk_high,False,tokens_5,text_phrase,5,wocwmt hvwlytu wyt kzuwtcefou xvcdtb,True,0.97,wc5__lensig6-7-3-10-6__charpatmid,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
vmelt lyvutu wyt lfmfcaom keccfc -> alice chases the colorful mirror
lv",turtle watches the mysterious garden
3457cb83,text_decryption,normal,4.0,risk_high,False,tokens_5,text_phrase,4,sykkz cwtlpjkbt xok crbi dwbbpb,True,0.97,wc5__lensig5-9-3-4-6__charpatmid,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
xok dvtxkbwpyt txyckzx tkkt -> the mysterious student sees
xok fpackz l",queen discovers the dark mirror
b944af61,text_decryption,normal,4.0,risk_high,False,tokens_5,text_phrase,3,jegwr rlxecdrf bar ujdy scdrfb,True,0.97,wc5__lensig5-8-3-4-6__charpatmid,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
fbkurtb drjuf frwdrb -> student reads secret
bar ujdy hgdu drjuf -> the",alice explores the dark forest
25cd4dab,text_decryption,normal,3.0,risk_high,False,tokens_5,text_phrase,3,iorpvq sxjkc qvx ptmkxo ywggmx,True,0.97,wc5__lensig6-5-3-6-6__charpatmid,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
ejq zsrqxc jdthx mrdsjsn -> cat writes above library
qwsqmx krcethxsc o",knight reads the golden puzzle
20326646,text_decryption,normal,2.0,risk_mid,False,tokens_3,text_phrase,3,jpr qtpem eccq,True,0.97,wc3__lensig3-5-4__charpatmid,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
uslfar qtpem rat jyqlcym hybbgt -> knight reads the curious puzzle
rat ",cat reads door
32f368ce,text_decryption,normal,2.0,risk_mid,False,tokens_3,text_phrase,4,tegtjc dteqacd ucv,True,0.97,wc3__lensig6-7-3__charpatmid,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
rottcg hbjjbxd trc ibjqcp hbgcdt -> hatter follows the golden forest
te",turtle studies key
f119f794,text_decryption,normal,2.0,risk_high,False,tokens_3,text_phrase,5,pxcct zfjlcl lczmcv,True,0.97,wc3__lensig5-6-6__charpatlow,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
ymjudt mcjyl bdvqdt -> dragon reads potion
jeqzc lccl vfc gmqufv zjlvec",queen chases secret
cf821623,text_decryption,normal,1.0,risk_mid,False,tokens_3,text_phrase,4,spgsmz kgbszv tddg,True,0.97,wc3__lensig6-6-4__charpatlow,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
wfs wjfvzv bh yfgtzh -> cat chases in garden
jfsszg vsptbzv fndlz mbngf",turtle writes door
f2692ee7,text_decryption,normal,1.0,risk_mid,False,tokens_3,text_phrase,3,btd ocqqczj bkujdtq,True,0.97,wc3__lensig3-7-7__charpatlow,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
tqsbw ocqqczj hwu -> alice follows key
dlw jdktmnw dxkdqw kwtej -> the ",cat follows crystal
