id,category,bucket,selection_tier,template_subtype,teacher_solver_candidate,recommended_repeat_count,assistant_styles,proxy_failed,validation_failed,hard_score,binary_family_key,bit_query_binary,source_tags
302dc36e,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",00000110,binary_structured_exact_core|train_recommended_learning_target_v1
4a374160,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",01101100,binary_structured_exact_core|train_recommended_learning_target_v1
5dec898e,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",10101100,binary_structured_exact_core|train_recommended_learning_target_v1
5fab4df0,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",10001100,binary_structured_exact_core|train_recommended_learning_target_v1
6ae30806,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",10011010,binary_structured_exact_core|train_recommended_learning_target_v1
789b83ce,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",11001101,binary_structured_exact_core|train_recommended_learning_target_v1
790d2fa8,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",10010010,binary_structured_exact_core|train_recommended_learning_target_v1
845fee60,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",01011100,binary_structured_exact_core|train_recommended_learning_target_v1
851a22cb,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",10101110,binary_structured_exact_core|train_recommended_learning_target_v1
a4f4fb0c,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",10110100,binary_structured_exact_core|train_recommended_learning_target_v1
b8954f14,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",01110001,binary_structured_exact_core|train_recommended_learning_target_v1
d8457e76,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",01001000,binary_structured_exact_core|train_recommended_learning_target_v1
f4925854,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",10111001,binary_structured_exact_core|train_recommended_learning_target_v1
fb5a7b9e,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",11110100,binary_structured_exact_core|train_recommended_learning_target_v1
ff948917,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"xor(shl,shr)",00101000,binary_structured_exact_core|train_recommended_learning_target_v1
00754598,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"xor(shl,shr)",01111110,binary_structured_exact_core|train_recommended_learning_target_v1
0a1326f4,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"xor(shl,shr)",01011001,binary_structured_exact_core|train_recommended_learning_target_v1
18ab3864,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"xor(shl,shr)",00011101,binary_structured_exact_core|train_recommended_learning_target_v1
18c797f1,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"xor(shl,shr)",00101111,binary_structured_exact_core|train_recommended_learning_target_v1
21312779,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"xor(shl,shr)",11011010,binary_structured_exact_core|train_recommended_learning_target_v1
26e985b5,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"xor(shl,shr)",01111110,binary_structured_exact_core|train_recommended_learning_target_v1
2774d7a4,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"xor(shl,shr)",10001011,binary_structured_exact_core|train_recommended_learning_target_v1
2b16044a,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"xor(shl,shr)",11001111,binary_structured_exact_core|train_recommended_learning_target_v1
303d3288,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"xor(shl,shr)",01000101,binary_structured_exact_core|train_recommended_learning_target_v1
3bdda816,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"xor(shl,shr)",01011000,binary_structured_exact_core|train_recommended_learning_target_v1
45da0a33,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"xor(shl,shr)",11001100,binary_structured_exact_core|train_recommended_learning_target_v1
4736daab,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"xor(shl,shr)",11110100,binary_structured_exact_core|train_recommended_learning_target_v1
55e23d08,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"xor(shl,shr)",11101011,binary_structured_exact_core|train_recommended_learning_target_v1
5e149421,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"xor(shl,shr)",10001101,binary_structured_exact_core|train_recommended_learning_target_v1
885c8b51,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,8.0,"choose(shl,shr,rol)",11111111,binary_structured_exact_core|train_recommended_learning_target_v1
4c6b2b37,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"choose(shl,shr,rol)",00010010,binary_structured_exact_core|train_recommended_learning_target_v1
709930e0,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"choose(shl,shr,rol)",01101101,binary_structured_exact_core|train_recommended_learning_target_v1
8171f73c,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"choose(shl,shr,rol)",10101110,binary_structured_exact_core|train_recommended_learning_target_v1
8f07a84d,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"choose(shl,shr,rol)",01110100,binary_structured_exact_core|train_recommended_learning_target_v1
c27fd09b,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"choose(shl,shr,rol)",11110010,binary_structured_exact_core|train_recommended_learning_target_v1
ced947c8,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"choose(shl,shr,rol)",01101011,binary_structured_exact_core|train_recommended_learning_target_v1
d08ef8d1,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"choose(shl,shr,rol)",11110111,binary_structured_exact_core|train_recommended_learning_target_v1
e7f1ac8e,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"choose(shl,shr,rol)",10001001,binary_structured_exact_core|train_recommended_learning_target_v1
3bdb85cf,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"choose(shl,shr,rol)",10001000,binary_structured_exact_core|train_recommended_learning_target_v1
a6082142,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"choose(shl,shr,rol)",11010010,binary_structured_exact_core|train_recommended_learning_target_v1
c711f9dd,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"choose(shl,shr,rol)",01100000,binary_structured_exact_core|train_recommended_learning_target_v1
37aad918,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"choose(shl,shr,rol)",01111001,binary_structured_exact_core|train_recommended_learning_target_v1
5756de38,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"choose(shl,shr,rol)",10101100,binary_structured_exact_core|train_recommended_learning_target_v1
63cc40f1,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"choose(shl,shr,rol)",11001111,binary_structured_exact_core|train_recommended_learning_target_v1
7f125280,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"choose(shl,shr,rol)",01000001,binary_structured_exact_core|train_recommended_learning_target_v1
aeca38ba,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"choose(shl,shr,rol)",10111101,binary_structured_exact_core|train_recommended_learning_target_v1
5daa92e3,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"choose(shl,shr,ror)",11101100,binary_structured_exact_core|train_recommended_learning_target_v1
1da4f2db,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"choose(shl,shr,ror)",11001110,binary_structured_exact_core|train_recommended_learning_target_v1
62c6e1c5,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"choose(shl,shr,ror)",11101000,binary_structured_exact_core|train_recommended_learning_target_v1
c987c34f,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"choose(shl,shr,ror)",10010011,binary_structured_exact_core|train_recommended_learning_target_v1
23f39281,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"choose(shl,shr,ror)",11111101,binary_structured_exact_core|train_recommended_learning_target_v1
56d64ac3,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"choose(shl,shr,ror)",10001010,binary_structured_exact_core|train_recommended_learning_target_v1
e870e852,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"choose(shl,shr,ror)",01110111,binary_structured_exact_core|train_recommended_learning_target_v1
3d6df80f,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"choose(shl,shr,ror)",00111110,binary_structured_exact_core|train_recommended_learning_target_v1
fb15fcfa,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"choose(shl,shr,ror)",00110000,binary_structured_exact_core|train_recommended_learning_target_v1
0cb88778,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"choose(shl,shr,ror)",10000111,binary_structured_exact_core|train_recommended_learning_target_v1
6218204f,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"choose(shl,shr,ror)",10110001,binary_structured_exact_core|train_recommended_learning_target_v1
6cb5aff2,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"choose(shl,shr,ror)",11111001,binary_structured_exact_core|train_recommended_learning_target_v1
98bbac0f,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"choose(shl,shr,ror)",10101101,binary_structured_exact_core|train_recommended_learning_target_v1
d5071155,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"choose(shl,shr,ror)",01010010,binary_structured_exact_core|train_recommended_learning_target_v1
6b11c05f,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"choose(shl,shr,ror)",10001001,binary_structured_exact_core|train_recommended_learning_target_v1
29e458d6,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula_abstract,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"choose(shl,shr,ror)",00100100,binary_structured_exact_core|train_recommended_learning_target_v1
0b404f15,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula_abstract,2,exact_rule_commit|exact_closure_commit,False,True,3.0,"majority(ror,shl,shr)",10101000,binary_structured_exact_core|current_validation_fail|train_recommended_learning_target_v1|v3_to_current_validation_regressed
ea3f72ee,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"majority(ror,shl,shr)",11101101,binary_structured_exact_core|train_recommended_learning_target_v1
1bea1a7b,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"majority(ror,shl,shr)",10010110,binary_structured_exact_core|train_recommended_learning_target_v1
2dc6056a,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"majority(ror,shl,shr)",00010111,binary_structured_exact_core|train_recommended_learning_target_v1
5bb8c8a5,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"majority(ror,shl,shr)",00110001,binary_structured_exact_core|train_recommended_learning_target_v1
bbf1dba3,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"majority(ror,shl,shr)",11101101,binary_structured_exact_core|train_recommended_learning_target_v1
f05dc9a6,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"majority(ror,shl,shr)",01100001,binary_structured_exact_core|train_recommended_learning_target_v1
59a5bd7b,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"majority(ror,shl,shr)",10011100,binary_structured_exact_core|train_recommended_learning_target_v1
60902b81,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"majority(ror,shl,shr)",10101001,binary_structured_exact_core|train_recommended_learning_target_v1
eb40d1f3,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"majority(ror,shl,shr)",01011101,binary_structured_exact_core|train_recommended_learning_target_v1
8e7952cc,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"majority(ror,shl,shr)",10001001,binary_structured_exact_core|train_recommended_learning_target_v1
2c6cb766,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula_abstract,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"majority(ror,shl,shr)",00110111,binary_structured_exact_core|train_recommended_learning_target_v1
33519c2f,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula_abstract,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"majority(ror,shl,shr)",11001010,binary_structured_exact_core|train_recommended_learning_target_v1
37664f79,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula_abstract,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"majority(ror,shl,shr)",11010111,binary_structured_exact_core|train_recommended_learning_target_v1
65ab9661,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula_abstract,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"majority(ror,shl,shr)",11000011,binary_structured_exact_core|train_recommended_learning_target_v1
ee61df9f,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula_abstract,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"majority(ror,shl,shr)",10010011,binary_structured_exact_core|train_recommended_learning_target_v1
26a70ae0,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula_abstract,2,exact_rule_commit|exact_closure_commit,True,False,6.0,"majority(rol,shl,shr)",11101010,base_to_current_proxy_regressed|binary_structured_exact_core|current_proxy_fail|train_recommended_learning_target_v1|v3_to_current_proxy_regressed
02a66bcb,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula_abstract,2,exact_rule_commit|exact_closure_commit,False,True,3.0,"majority(rol,shl,shr)",00100111,binary_structured_exact_core|current_validation_fail|train_recommended_learning_target_v1|v3_to_current_validation_regressed
86b727ff,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"majority(rol,shl,shr)",10011011,binary_structured_exact_core|train_recommended_learning_target_v1
0b16458a,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"majority(rol,shl,shr)",10001110,binary_structured_exact_core|train_recommended_learning_target_v1
bef8b5ec,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"majority(rol,shl,shr)",10011010,binary_structured_exact_core|train_recommended_learning_target_v1
d408af38,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"majority(rol,shl,shr)",11110001,binary_structured_exact_core|train_recommended_learning_target_v1
107badb0,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"majority(rol,shl,shr)",01011000,binary_structured_exact_core|train_recommended_learning_target_v1
81068064,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"majority(rol,shl,shr)",01101111,binary_structured_exact_core|train_recommended_learning_target_v1
9c9eacbd,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"majority(rol,shl,shr)",00111101,binary_structured_exact_core|train_recommended_learning_target_v1
f85074ab,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula,2,exact_rule_commit|exact_closure_commit,False,False,3.0,"majority(rol,shl,shr)",01000111,binary_structured_exact_core|train_recommended_learning_target_v1
b3a9b053,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula_abstract,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"majority(rol,shl,shr)",11000110,binary_structured_exact_core|train_recommended_learning_target_v1
f459b7b4,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula_abstract,2,exact_rule_commit|exact_closure_commit,False,False,6.0,"majority(rol,shl,shr)",01001010,binary_structured_exact_core|train_recommended_learning_target_v1
55dfe758,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula_abstract,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"majority(rol,shl,shr)",11000001,binary_structured_exact_core|train_recommended_learning_target_v1
6570b28c,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula_abstract,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"majority(rol,shl,shr)",00110100,binary_structured_exact_core|train_recommended_learning_target_v1
8243c91e,bit_manipulation,binary_structured_exact_core,verified_trace_ready,bit_structured_byte_formula,binary_structured_byte_formula_abstract,2,exact_rule_commit|exact_closure_commit,False,False,5.0,"majority(rol,shl,shr)",10100110,binary_structured_exact_core|train_recommended_learning_target_v1
